Período:Mai/2009,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"64271,13","52768,32",-,-,"11502,81",-,-,"338,27","338,27",450,"2,4",1,"0,53"
110002 ARIQUEMES,493,493,"199505,41","150473,39",-,-,"49032,02",-,-,"404,68","404,68",1311,"2,7",2,"0,41"
110003 CABIXI,16,16,"4438,87","3545,38",-,-,"893,49",-,-,"277,43","277,43",38,"2,4",-,-
110004 CACOAL,454,454,"177175,94","136260,3",-,-,"40915,64",-,-,"390,26","390,26",1902,"4,2",9,"1,98"
110005 CEREJEIRAS,150,150,"57889,99","47617,36",-,-,"10272,63",-,-,"385,93","385,93",372,"2,5",-,-
110006 COLORADO DO OESTE,139,139,"49733,65","41853,52",-,-,"7880,13",-,-,"357,8","357,8",371,"2,7",-,-
110008 COSTA MARQUES,55,55,"27771,78","21840,6",-,-,"5931,18",-,-,"504,94","504,94",132,"2,4",-,-
110009 ESPIGAO D'OESTE,155,155,"50491,51","38199,95",-,-,"12291,56",-,-,"325,75","325,75",430,"2,8",-,-
110010 GUAJARA-MIRIM,285,285,"93726,96","69216,58",-,-,"24510,38",-,-,"328,87","328,87",767,"2,7",-,-
110011 JARU,180,180,"72114,16","54282,17",-,-,"17831,99",-,-,"400,63","400,63",440,"2,4",1,"0,56"
110012 JI-PARANA,941,941,"407544,11","318946,52",-,-,"88597,59",-,-,"433,1","433,1",3113,"3,3",7,"0,74"
110013 MACHADINHO D'OESTE,106,106,"38613,12","30241,61",-,-,"8371,51",-,-,"364,27","364,27",341,"3,2",-,-
110014 NOVA BRASILANDIA D'OESTE,145,145,"51158,83","41710,58",-,-,"9448,25",-,-,"352,82","352,82",348,"2,4",-,-
110015 OURO PRETO DO OESTE,251,251,"91969,24","76817,94",-,-,"15151,3",-,-,"366,41","366,41",556,"2,2",-,-
110018 PIMENTA BUENO,235,235,"76229,11","63365,77",-,-,"12863,34",-,-,"324,38","324,38",581,"2,5",4,"1,7"
110020 PORTO VELHO,2044,2044,"1353868,73","1019738,3",-,-,"334130,43",-,-,"662,36","662,36",12320,6,59,"2,89"
