Período:Jun/2009,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"75064,27","62018,97",-,-,"13045,3",-,-,"395,08","395,08",461,"2,4",2,"1,05"
110002 ARIQUEMES,420,420,"176479,18","129593,38",-,-,"46885,8",-,-,"420,19","420,19",1251,3,6,"1,43"
110003 CABIXI,35,35,"10514,33","8248,52",-,-,"2265,81",-,-,"300,41","300,41",72,"2,1",-,-
110004 CACOAL,473,473,"178091,51","134127,97",-,-,"43963,54",-,-,"376,51","376,51",1476,"3,1",6,"1,27"
110005 CEREJEIRAS,150,150,"52514,07","42988,17",-,-,"9525,9",-,-,"350,09","350,09",465,"3,1",-,-
110006 COLORADO DO OESTE,155,155,"56548,91","47025,18",-,-,"9523,73",-,-,"364,83","364,83",409,"2,6",2,"1,29"
110008 COSTA MARQUES,54,54,"27174,62","21223,24",-,-,"5951,38",-,-,"503,23","503,23",129,"2,4",-,-
110009 ESPIGAO D'OESTE,155,155,"52971,92","40915,25",-,-,"12056,67",-,-,"341,75","341,75",470,3,1,"0,65"
110010 GUAJARA-MIRIM,284,284,"107499,54","80428,73",-,-,"27070,81",-,-,"378,52","378,52",821,"2,9",2,"0,7"
110011 JARU,145,145,"69254,18","47331,07",-,-,"21923,11",-,-,"477,62","477,62",326,"2,2",-,-
110012 JI-PARANA,840,840,"342267,23","263643,53",-,-,"78623,7",-,-,"407,46","407,46",2952,"3,5",-,-
110013 MACHADINHO D'OESTE,98,98,"34957,71","26200,11",-,-,"8757,6",-,-,"356,71","356,71",292,3,2,"2,04"
110014 NOVA BRASILANDIA D'OESTE,137,137,"49283,68","40283,12",-,-,"9000,56",-,-,"359,73","359,73",395,"2,9",2,"1,46"
