Período:Mai/2012,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,186,186,"59763,17","50833,82",-,-,"8929,35",-,-,"321,31","321,31",446,"2,4",-,-
110002 ARIQUEMES,566,566,"322206,72","254631,69",-,-,"67575,03",-,-,"569,27","569,27",1860,"3,3",7,"1,24"
110003 CABIXI,26,26,"7572,28","6667,95",-,-,"904,33",-,-,"291,24","291,24",76,"2,9",-,-
110004 CACOAL,739,739,"284926,21","223585,07",-,-,"61341,14",-,-,"385,56","385,56",3876,"5,2",28,"3,79"
110005 CEREJEIRAS,150,150,"49105,44","40591,6",-,-,"8513,84",-,-,"327,37","327,37",383,"2,6",1,"0,67"
110006 COLORADO DO OESTE,106,106,"35291,48","28376,03",-,-,"6915,45",-,-,"332,94","332,94",343,"3,2",1,"0,94"
110009 ESPIGAO D'OESTE,147,147,"46218,94","38060,22",-,-,"8158,72",-,-,"314,41","314,41",438,3,2,"1,36"
110010 GUAJARA-MIRIM,271,271,"97776,51","75693,91",-,-,"22082,6",-,-,"360,8","360,8",736,"2,7",2,"0,74"
110011 JARU,269,269,"96355,85","70480,58",-,-,"25875,27",-,-,"358,2","358,2",603,"2,2",1,"0,37"
110012 JI-PARANA,807,807,"422287,56","336907,52",-,-,"85380,04",-,-,"523,28","523,28",3002,"3,7",32,"3,97"
110013 MACHADINHO D'OESTE,167,167,"58821,77","44862,55",-,-,"13959,22",-,-,"352,23","352,23",366,"2,2",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"46577,75","39680,38",-,-,"6897,37",-,-,"361,07","361,07",295,"2,3",-,-
110015 OURO PRETO DO OESTE,255,255,"90272,62","70908,72",-,-,"19363,9",-,-,"354,01","354,01",448,"1,8",7,"2,75"
110018 PIMENTA BUENO,187,187,"63435,54","52309,12",-,-,"11126,42",-,-,"339,23","339,23",452,"2,4",3,"1,6"
110020 PORTO VELHO,2558,2558,"1942152,15","1507214,56",-,-,"434937,59",-,-,"759,25","759,25",17347,"6,8",112,"4,38"
110025 PRESIDENTE MEDICI,76,76,"26619,56","22922,35",-,-,"3697,21",-,-,"350,26","350,26",232,"3,1",4,"5,26"
110028 ROLIM DE MOURA,546,546,"157510,62","130716,55",-,-,"26794,07",-,-,"288,48","288,48",1400,"2,6",5,"0,92"
110029 SANTA LUZIA D'OESTE,33,33,"10226,07","8848,31",-,-,"1377,76",-,-,"309,88","309,88",121,"3,7",-,-
110030 VILHENA,569,569,"473789,26","384811,01",-,-,"88978,25",-,-,"832,67","832,67",2369,"4,2",16,"2,81"
110032 SAO MIGUEL DO GUAPORE,123,123,"45784,07","38236,24",-,-,"7547,83",-,-,"372,23","372,23",261,"2,1",-,-
110033 NOVA MAMORE,73,73,"26950,18","20313,12",-,-,"6637,06",-,-,"369,18","369,18",222,3,1,"1,37"
110034 ALVORADA D'OESTE,76,76,"23328,27",19123,-,-,"4205,27",-,-,"306,95","306,95",256,"3,4",-,-
110037 ALTO ALEGRE DOS PARECIS,75,75,"21131,2","18302,32",-,-,"2828,88",-,-,"281,75","281,75",198,"2,6",-,-
110040 ALTO PARAISO,57,57,"14202,29","11834,8",-,-,"2367,49",-,-,"249,16","249,16",113,2,-,-
110050 NOVO HORIZONTE DO OESTE,46,46,"14421,04","12456,89",-,-,"1964,15",-,-,"313,5","313,5",97,"2,1",-,-
110060 CACAULANDIA,11,11,"4044,3","3506,47",-,-,"537,83",-,-,"367,66","367,66",33,3,-,-
110070 CAMPO NOVO DE RONDONIA,51,51,"16933,18","14634,9",-,-,"2298,28",-,-,"332,02","332,02",104,2,-,-
110094 CUJUBIM,10,10,"4448,28","3885,25",-,-,"563,03",-,-,"444,83","444,83",38,"3,8",-,-
110100 GOVERNADOR JORGE TEIXEIRA,20,20,"6465,49","5584,37",-,-,"881,12",-,-,"323,27","323,27",47,"2,4",-,-
110110 ITAPUA DO OESTE,2,2,"594,65","511,7",-,-,"82,95",-,-,"297,32","297,32",6,3,-,-
110120 MINISTRO ANDREAZZA,41,41,"16242,48","14182,71",-,-,"2059,77",-,-,"396,16","396,16",90,"2,2",-,-
110130 MIRANTE DA SERRA,55,55,"22624,25","20272,12",-,-,"2352,13",-,-,"411,35","411,35",121,"2,2",-,-
110140 MONTE NEGRO,111,111,"42059,05","35849,91",-,-,"6209,14",-,-,"378,91","378,91",272,"2,5",-,-
110143 NOVA UNIAO,13,13,"3638,05","3103,43",-,-,"534,62",-,-,"279,85","279,85",31,"2,4",-,-
110145 PARECIS,20,20,"893,55","673,73",-,-,"219,82",-,-,"44,68","44,68",20,1,-,-
110146 PIMENTEIRAS DO OESTE,10,10,"3884,26","3410,77",-,-,"473,49",-,-,"388,43","388,43",20,2,-,-
110149 SAO FRANCISCO DO GUAPORE,64,64,"16214,44","13506,46",-,-,"2707,98",-,-,"253,35","253,35",104,"1,6",-,-
110150 SERINGUEIRAS,81,81,"30311,48","23171,01",-,-,"7140,47",-,-,"374,22","374,22",186,"2,3",-,-
110155 TEIXEIROPOLIS,10,10,"3587,73","3083,97",-,-,"503,76",-,-,"358,77","358,77",21,"2,1",-,-
110160 THEOBROMA,11,11,"2687,1","2310,77",-,-,"376,33",-,-,"244,28","244,28",36,"3,3",-,-
110170 URUPA,3,3,"1163,32","1035,58",-,-,"127,74",-,-,"387,77","387,77",5,"1,7",-,-
110175 VALE DO ANARI,10,10,"2793,22","2381,2",-,-,"412,02",-,-,"279,32","279,32",21,"2,1",-,-
110180 VALE DO PARAISO,15,15,"3956,3","3367,8",-,-,"588,5",-,-,"263,75","263,75",16,"1,1",-,-
120005 ASSIS BRASIL,30,30,"6589,26","5177,93",-,-,"1411,33",-,-,"219,64","219,64",51,"1,7",-,-
120010 BRASILEIA,161,161,"57395,32","40986,05",-,-,"16409,27",-,-,"356,49","356,49",403,"2,5",1,"0,62"
120020 CRUZEIRO DO SUL,744,744,"344461,38","258536,07",-,-,"85925,31",-,-,"462,99","462,99",2824,"3,8",6,"0,81"
120030 FEIJO,257,257,"83559,49","58149,02",-,-,"25410,47",-,-,"325,13","325,13",678,"2,6",5,"1,95"
120032 JORDAO,15,15,"2929,31","2480,84",-,-,"448,47",-,-,"195,29","195,29",28,"1,9",-,-
120033 MANCIO LIMA,32,32,"9739,29","8479,34",-,-,"1259,95",-,-,"304,35","304,35",94,"2,9",-,-
120034 MANOEL URBANO,83,83,"28644,74","21931,51",-,-,"6713,23",-,-,"345,12","345,12",158,"1,9",1,"1,2"
