Período:Jul/2012,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"58444,26","48596,77",-,-,"9847,49",-,-,"307,6","307,6",433,"2,3",-,-
110002 ARIQUEMES,374,374,"164444,43","119742,46",-,-,"44701,97",-,-,"439,69","439,69",1022,"2,7",3,"0,8"
110003 CABIXI,24,24,"9700,03","7615,81",-,-,"2084,22",-,-,"404,17","404,17",55,"2,3",-,-
110004 CACOAL,785,785,"334495,59","258132,2",-,-,"76363,39",-,-,"426,11","426,11",4400,"5,6",29,"3,69"
110005 CEREJEIRAS,136,136,"49639,8","40331,89",-,-,"9307,91",-,-,365,365,352,"2,6",-,-
110006 COLORADO DO OESTE,114,114,"40340,04","32643,91",-,-,"7696,13",-,-,"353,86","353,86",361,"3,2",1,"0,88"
110009 ESPIGAO D'OESTE,155,155,"39423,26","31963,68",-,-,"7459,58",-,-,"254,34","254,34",392,"2,5",1,"0,65"
110010 GUAJARA-MIRIM,271,271,"99068,45","75311,67",-,-,"23756,78",-,-,"365,57","365,57",688,"2,5",-,-
110011 JARU,271,271,"83167,04","59968,79",-,-,"23198,25",-,-,"306,89","306,89",506,"1,9",5,"1,85"
110012 JI-PARANA,593,593,"305449,41","242195,48",-,-,"63253,93",-,-,"515,09","515,09",1887,"3,2",21,"3,54"
110013 MACHADINHO D'OESTE,101,101,"41661,12","31542,72",-,-,"10118,4",-,-,"412,49","412,49",235,"2,3",2,"1,98"
110014 NOVA BRASILANDIA D'OESTE,127,127,"40829,4","34747,29",-,-,"6082,11",-,-,"321,49","321,49",327,"2,6",-,-
110015 OURO PRETO DO OESTE,209,209,"74831,45","59804,55",-,-,"15026,9",-,-,"358,05","358,05",441,"2,1",6,"2,87"
110018 PIMENTA BUENO,174,174,"57335,62","46690,23",-,-,"10645,39",-,-,"329,52","329,52",387,"2,2",2,"1,15"
110020 PORTO VELHO,2703,2703,"2437539,07","1921355,54",-,-,"516183,53",-,-,"901,79","901,79",19329,"7,2",128,"4,74"
110025 PRESIDENTE MEDICI,64,64,"21487,23","18733,48",-,-,"2753,75",-,-,"335,74","335,74",191,3,1,"1,56"
110028 ROLIM DE MOURA,525,525,"160144,73","130836,13",-,-,"29308,6",-,-,"305,04","305,04",1307,"2,5",9,"1,71"
110029 SANTA LUZIA D'OESTE,25,25,"8421,12","7206,44",-,-,"1214,68",-,-,"336,84","336,84",84,"3,4",-,-
110030 VILHENA,565,565,"419001,76","338669,36",-,-,"80332,4",-,-,"741,6","741,6",2572,"4,6",19,"3,36"
110032 SAO MIGUEL DO GUAPORE,110,110,"37158,58","30230,26",-,-,"6928,32",-,-,"337,81","337,81",239,"2,2",-,-
110033 NOVA MAMORE,82,82,"31975,77","23144,74",-,-,"8831,03",-,-,"389,95","389,95",194,"2,4",1,"1,22"
110034 ALVORADA D'OESTE,62,62,"16489,38","13089,44",-,-,"3399,94",-,-,"265,96","265,96",152,"2,5",-,-
110037 ALTO ALEGRE DOS PARECIS,53,53,"15569,21","13524,41",-,-,"2044,8",-,-,"293,76","293,76",136,"2,6",-,-
110040 ALTO PARAISO,70,70,"18197,91","15533,81",-,-,"2664,1",-,-,"259,97","259,97",151,"2,2",-,-
