Período:Ago/2012,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,185,185,"64648,86","54036,77",-,-,"10612,09",-,-,"349,45","349,45",420,"2,3",-,-
110002 ARIQUEMES,537,537,"271958,24","207257,75",-,-,"64700,49",-,-,"506,44","506,44",1684,"3,1",6,"1,12"
110003 CABIXI,15,15,"4242,73","3574,19",-,-,"668,54",-,-,"282,85","282,85",61,"4,1",-,-
110004 CACOAL,719,719,"305466,85","237814,54",-,-,"67652,31",-,-,"424,85","424,85",3448,"4,8",19,"2,64"
110005 CEREJEIRAS,153,153,"50654,2","41318,91",-,-,"9335,29",-,-,"331,07","331,07",395,"2,6",1,"0,65"
110006 COLORADO DO OESTE,129,129,"44787,39","37662,74",-,-,"7124,65",-,-,"347,19","347,19",419,"3,2",-,-
110009 ESPIGAO D'OESTE,152,152,"38200,04","32019,16",-,-,"6180,88",-,-,"251,32","251,32",428,"2,8",3,"1,97"
110010 GUAJARA-MIRIM,222,222,"82538,8","60985,5",-,-,"21553,3",-,-,"371,8","371,8",637,"2,9",2,"0,9"
110011 JARU,246,246,"86551,22","62836,3",-,-,"23714,92",-,-,"351,83","351,83",468,"1,9",6,"2,44"
110012 JI-PARANA,822,822,"425451,59","335821,12",-,-,"89630,47",-,-,"517,58","517,58",2992,"3,6",28,"3,41"
110013 MACHADINHO D'OESTE,93,93,"31460,71","23699,08",-,-,"7761,63",-,-,"338,29","338,29",211,"2,3",-,-
110014 NOVA BRASILANDIA D'OESTE,126,126,"45750,82","38858,76",-,-,"6892,06",-,-,"363,1","363,1",255,2,-,-
110015 OURO PRETO DO OESTE,159,159,"51889,33","41719,15",-,-,"10170,18",-,-,"326,35","326,35",309,"1,9",2,"1,26"
110018 PIMENTA BUENO,196,196,"70748,18","57700,95",-,-,"13047,23",-,-,"360,96","360,96",414,"2,1",4,"2,04"
110020 PORTO VELHO,2028,2028,"1713744,3","1315557,39",-,-,"398186,91",-,-,"845,04","845,04",14550,"7,2",84,"4,14"
110025 PRESIDENTE MEDICI,60,60,"19399,29","17014,24",-,-,"2385,05",-,-,"323,32","323,32",191,"3,2",5,"8,33"
110028 ROLIM DE MOURA,527,527,"166222,61","141273,08",-,-,"24949,53",-,-,"315,41","315,41",1288,"2,4",9,"1,71"
110030 VILHENA,565,565,"358613,8","291461,47",-,-,"67152,33",-,-,"634,71","634,71",2486,"4,4",22,"3,89"
110032 SAO MIGUEL DO GUAPORE,144,144,"47170,65","38366,81",-,-,"8803,84",-,-,"327,57","327,57",334,"2,3",-,-
110033 NOVA MAMORE,73,73,"24459,71","18331,54",-,-,"6128,17",-,-,"335,06","335,06",219,3,-,-
110034 ALVORADA D'OESTE,77,77,"22348,24","18588,92",-,-,"3759,32",-,-,"290,24","290,24",220,"2,9",-,-
110037 ALTO ALEGRE DOS PARECIS,53,53,"15970,52","13954,68",-,-,"2015,84",-,-,"301,33","301,33",136,"2,6",-,-
110040 ALTO PARAISO,11,11,"3240,93","2833,46",-,-,"407,47",-,-,"294,63","294,63",15,"1,4",-,-
110050 NOVO HORIZONTE DO OESTE,35,35,"10036,07","8632,57",-,-,"1403,5",-,-,"286,74","286,74",70,2,-,-
