Período:Abr/2012,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,185,185,"66192,22","55276,7",-,-,"10915,52",-,-,"357,8","357,8",439,"2,4",-,-
110002 ARIQUEMES,589,589,"424103,51","336806,44",-,-,"87297,07",-,-,"720,04","720,04",2123,"3,6",19,"3,23"
110003 CABIXI,27,27,"7685,62","6608,55",-,-,"1077,07",-,-,"284,65","284,65",59,"2,2",-,-
110004 CACOAL,662,662,"271832,92","208482,48",-,-,"63350,44",-,-,"410,62","410,62",3193,"4,8",18,"2,72"
110005 CEREJEIRAS,150,150,"46862,31","38595,62",-,-,"8266,69",-,-,"312,42","312,42",390,"2,6",-,-
110006 COLORADO DO OESTE,140,140,"43053,57","34342,1",-,-,"8711,47",-,-,"307,53","307,53",479,"3,4",1,"0,71"
110009 ESPIGAO D'OESTE,153,153,"49443,7","39578,47",-,-,"9865,23",-,-,"323,16","323,16",454,3,3,"1,96"
110010 GUAJARA-MIRIM,247,247,"93850,46","70188,29",-,-,"23662,17",-,-,"379,96","379,96",663,"2,7",5,"2,02"
110011 JARU,265,265,"89219,19","65608,28",-,-,"23610,91",-,-,"336,68","336,68",576,"2,2",4,"1,51"
110012 JI-PARANA,719,719,"385173,77","307151,02",-,-,"78022,75",-,-,"535,71","535,71",2535,"3,5",27,"3,76"
110013 MACHADINHO D'OESTE,139,139,"52814,1","41295,8",-,-,"11518,3",-,-,"379,96","379,96",314,"2,3",1,"0,72"
110014 NOVA BRASILANDIA D'OESTE,129,129,"43926,14","37393,24",-,-,"6532,9",-,-,"340,51","340,51",273,"2,1",-,-
110015 OURO PRETO DO OESTE,182,182,"66461,8","50860,62",-,-,"15601,18",-,-,"365,17","365,17",357,2,2,"1,1"
110018 PIMENTA BUENO,213,213,"69644,04","56265,58",-,-,"13378,46",-,-,"326,97","326,97",549,"2,6",2,"0,94"
110020 PORTO VELHO,2126,2126,"1755884,29","1380207,33",-,-,"375676,96",-,-,"825,91","825,91",15358,"7,2",75,"3,53"
110025 PRESIDENTE MEDICI,65,65,"21780,71","18867,12",-,-,"2913,59",-,-,"335,09","335,09",215,"3,3",1,"1,54"
110028 ROLIM DE MOURA,547,547,"167730,19","140022,88",-,-,"27707,31",-,-,"306,64","306,64",1355,"2,5",2,"0,37"
110029 SANTA LUZIA D'OESTE,53,53,"18420,99","15770,55",-,-,"2650,44",-,-,"347,57","347,57",210,4,-,-
110030 VILHENA,569,569,"455861,43","371806,26",-,-,"84055,17",-,-,"801,16","801,16",2652,"4,7",20,"3,51"
110032 SAO MIGUEL DO GUAPORE,151,151,"52551,49","43447,62",-,-,"9103,87",-,-,"348,02","348,02",345,"2,3",1,"0,66"
110033 NOVA MAMORE,56,56,"21519,14","15681,82",-,-,"5837,32",-,-,"384,27","384,27",165,"2,9",-,-
110034 ALVORADA D'OESTE,84,84,"25698,36","20858,63",-,-,"4839,73",-,-,"305,93","305,93",276,"3,3",-,-
110037 ALTO ALEGRE DOS PARECIS,75,75,"22824,7","20150,18",-,-,"2674,52",-,-,"304,33","304,33",189,"2,5",-,-
110040 ALTO PARAISO,90,90,"23845,82","20479,57",-,-,"3366,25",-,-,"264,95","264,95",177,2,-,-
110050 NOVO HORIZONTE DO OESTE,44,44,"12664,59","10831,76",-,-,"1832,83",-,-,"287,83","287,83",93,"2,1",-,-
110060 CACAULANDIA,16,16,"3306,29","2789,52",-,-,"516,77",-,-,"206,64","206,64",45,"2,8",-,-
110070 CAMPO NOVO DE RONDONIA,48,48,"14683,01","12746,98",-,-,"1936,03",-,-,"305,9","305,9",104,"2,2",-,-
110094 CUJUBIM,25,25,"8036,13","6839,92",-,-,"1196,21",-,-,"321,45","321,45",94,"3,8",-,-
110100 GOVERNADOR JORGE TEIXEIRA,54,54,"14039,15","12007,7",-,-,"2031,45",-,-,"259,98","259,98",125,"2,3",-,-
110110 ITAPUA DO OESTE,6,6,"2288,59","1942,77",-,-,"345,82",-,-,"381,43","381,43",20,"3,3",-,-
110120 MINISTRO ANDREAZZA,41,41,"14958,66","12959,87",-,-,"1998,79",-,-,"364,85","364,85",117,"2,9",-,-
110130 MIRANTE DA SERRA,62,62,"22124,29","19504,03",-,-,"2620,26",-,-,"356,84","356,84",133,"2,1",-,-
110140 MONTE NEGRO,157,157,"65081,7","53395,12",-,-,"11686,58",-,-,"414,53","414,53",327,"2,1",-,-
110143 NOVA UNIAO,16,16,"3992,2","3394,7",-,-,"597,5",-,-,"249,51","249,51",32,2,-,-
110145 PARECIS,20,20,"911,85","687,59",-,-,"224,26",-,-,"45,59","45,59",51,"2,5",-,-
