Período:Set/2012,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,184,184,"59510,28","50304,83",-,-,"9205,45",-,-,"323,43","323,43",432,"2,3",-,-
110002 ARIQUEMES,436,436,"206297,02","155932,04",-,-,"50364,98",-,-,"473,16","473,16",1306,3,10,"2,29"
110003 CABIXI,26,26,"8423,96","7073,06",-,-,"1350,9",-,-,324,324,55,"2,1",-,-
110004 CACOAL,682,682,"283395,95","219707,72",-,-,"63688,23",-,-,"415,54","415,54",3438,5,28,"4,11"
110005 CEREJEIRAS,150,150,"44538,43","36193,08",-,-,"8345,35",-,-,"296,92","296,92",827,"5,5",-,-
110006 COLORADO DO OESTE,73,73,"25966,44","20866,22",-,-,"5100,22",-,-,"355,7","355,7",226,"3,1",-,-
110009 ESPIGAO D'OESTE,154,154,"43906,66","35065,38",-,-,"8841,28",-,-,"285,11","285,11",462,3,4,"2,6"
110010 GUAJARA-MIRIM,258,258,"93662,67","71121,2",-,-,"22541,47",-,-,"363,03","363,03",730,"2,8",4,"1,55"
110011 JARU,219,219,"86509,92","62282,03",-,-,"24227,89",-,-,"395,02","395,02",489,"2,2",4,"1,83"
110012 JI-PARANA,687,687,"339494,63","265504,95",-,-,"73989,68",-,-,"494,17","494,17",2401,"3,5",19,"2,77"
110013 MACHADINHO D'OESTE,116,116,"43765,63","32622,69",-,-,"11142,94",-,-,"377,29","377,29",263,"2,3",-,-
110014 NOVA BRASILANDIA D'OESTE,134,134,"48077,67","41169,51",-,-,"6908,16",-,-,"358,79","358,79",272,2,-,-
110015 OURO PRETO DO OESTE,233,233,"81376,54","63452,99",-,-,"17923,55",-,-,"349,26","349,26",554,"2,4",2,"0,86"
110018 PIMENTA BUENO,170,170,"54397,93","44434,4",-,-,"9963,53",-,-,"319,99","319,99",350,"2,1",3,"1,76"
110020 PORTO VELHO,1912,1912,"1733168,97","1363002,95",-,-,"370166,02",-,-,"906,47","906,47",13815,"7,2",78,"4,08"
110025 PRESIDENTE MEDICI,74,74,"23984,69","20986,82",-,-,"2997,87",-,-,"324,12","324,12",235,"3,2",5,"6,76"
110028 ROLIM DE MOURA,410,410,"144417,56","115963,19",-,-,"28454,37",-,-,"352,24","352,24",1138,"2,8",1,"0,24"
110029 SANTA LUZIA D'OESTE,39,39,"12271,33","10859,04",-,-,"1412,29",-,-,"314,65","314,65",146,"3,7",-,-
110030 VILHENA,565,565,"380613,51","310135,48",-,-,"70478,03",-,-,"673,65","673,65",2597,"4,6",25,"4,42"
110032 SAO MIGUEL DO GUAPORE,106,106,"35966,75","29112,67",-,-,"6854,08",-,-,"339,31","339,31",351,"3,3",-,-
110033 NOVA MAMORE,81,81,"30455,65","22648,81",-,-,"7806,84",-,-,376,376,287,"3,5",-,-
110034 ALVORADA D'OESTE,126,126,"38079,9","31109,86",-,-,"6970,04",-,-,"302,22","302,22",394,"3,1",-,-
110037 ALTO ALEGRE DOS PARECIS,53,53,"16188,86","14279,78",-,-,"1909,08",-,-,"305,45","305,45",142,"2,7",-,-
110040 ALTO PARAISO,12,12,"3659,81","3251,6",-,-,"408,21",-,-,"304,98","304,98",25,"2,1",-,-
110045 BURITIS,38,38,"11634,93","9746,26",-,-,"1888,67",-,-,"306,18","306,18",44,"1,2",-,-
110050 NOVO HORIZONTE DO OESTE,44,44,"10958,2","9271,46",-,-,"1686,74",-,-,"249,05","249,05",88,2,-,-
110060 CACAULANDIA,14,14,"5976,96","5259,28",-,-,"717,68",-,-,"426,93","426,93",41,"2,9",-,-
110070 CAMPO NOVO DE RONDONIA,53,53,"19409,15","16889,98",-,-,"2519,17",-,-,"366,21","366,21",118,"2,2",-,-
110100 GOVERNADOR JORGE TEIXEIRA,26,26,"5537,64","4734,57",-,-,"803,07",-,-,"212,99","212,99",54,"2,1",-,-
110120 MINISTRO ANDREAZZA,41,41,"14162,03","12309,91",-,-,"1852,12",-,-,"345,42","345,42",119,"2,9",-,-
110130 MIRANTE DA SERRA,56,56,"20559,25","18215,58",-,-,"2343,67",-,-,"367,13","367,13",124,"2,2",-,-
110140 MONTE NEGRO,106,106,"40972,12","32572,88",-,-,"8399,24",-,-,"386,53","386,53",229,"2,2",-,-
110143 NOVA UNIAO,6,6,"1677,92","1474,41",-,-,"203,51",-,-,"279,65","279,65",13,"2,2",-,-
110145 PARECIS,20,20,"902,7","680,66",-,-,"222,04",-,-,"45,14","45,14",20,1,-,-
110146 PIMENTEIRAS DO OESTE,10,10,"2879,24","2492,25",-,-,"386,99",-,-,"287,92","287,92",23,"2,3",-,-
110149 SAO FRANCISCO DO GUAPORE,48,48,"13170,33","10667,7",-,-,"2502,63",-,-,"274,38","274,38",79,"1,6",-,-
110150 SERINGUEIRAS,62,62,"19785,48","15436,29",-,-,"4349,19",-,-,"319,12","319,12",130,"2,1",-,-
110155 TEIXEIROPOLIS,14,14,"5494,44","4816,66",-,-,"677,78",-,-,"392,46","392,46",30,"2,1",-,-
110160 THEOBROMA,8,8,"2165,62","1875,15",-,-,"290,47",-,-,"270,7","270,7",29,"3,6",-,-
110170 URUPA,6,6,"1333,54","1107,4",-,-,"226,14",-,-,"222,26","222,26",10,"1,7",-,-
110175 VALE DO ANARI,5,5,"1642,78","1448,08",-,-,"194,7",-,-,"328,56","328,56",11,"2,2",-,-
110180 VALE DO PARAISO,23,23,"7121,02","6301,11",-,-,"819,91",-,-,"309,61","309,61",24,1,-,-
120001 ACRELANDIA,18,18,"7685,26","6032,29",-,-,"1652,97",-,-,"426,96","426,96",32,"1,8",-,-
120005 ASSIS BRASIL,29,29,"9466,23","7458,81",-,-,"2007,42",-,-,"326,42","326,42",69,"2,4",-,-
120010 BRASILEIA,216,216,"76965,62","53677,51",-,-,"23288,11",-,-,"356,32","356,32",541,"2,5",1,"0,46"
120020 CRUZEIRO DO SUL,824,824,"413357,94","308345,08",-,-,"105012,86",-,-,"501,65","501,65",2820,"3,4",2,"0,24"
120030 FEIJO,64,64,"19185,76","13835,56",-,-,"5350,2",-,-,"299,78","299,78",210,"3,3",1,"1,56"
120033 MANCIO LIMA,22,22,"10034,16","7175,09",-,-,"2859,07",-,-,"456,1","456,1",38,"1,7",-,-
120034 MANOEL URBANO,66,66,"20613,9","15719,71",-,-,"4894,19",-,-,"312,33","312,33",139,"2,1",-,-
120038 PLACIDO DE CASTRO,31,31,"8875,19","7488,11",-,-,"1387,08",-,-,"286,3","286,3",108,"3,5",-,-
