Per�odo:Fev/2022
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"130050 BARREIRINHA";94;94;51761,91;36543,67;-;-;15218,24;-;-;550,66;550,66;320;3,4;2;2,13
"130063 BERURI";70;70;30409,64;21927,43;-;-;8482,21;-;-;434,42;434,42;197;2,8;2;2,86
"130068 BOA VISTA DO RAMOS";49;49;20230,38;15414,40;-;-;4815,98;-;-;412,86;412,86;199;4,1;1;2,04
"130070 BOCA DO ACRE";129;129;78255,92;56436,88;-;-;21819,04;-;-;606,64;606,64;354;2,7;3;2,33
"130080 BORBA";82;82;43366,15;30430,05;-;-;12936,10;-;-;528,86;528,86;223;2,7;-;-
"130083 CAAPIRANGA";52;52;15612,47;12012,30;-;-;3600,17;-;-;300,24;300,24;131;2,5;-;-
"130090 CANUTAMA";28;28;10498,63;7429,85;-;-;3068,78;-;-;374,95;374,95;61;2,2;-;-
"130100 CARAUARI";190;190;124333,37;89648,94;-;-;34684,43;-;-;654,39;654,39;466;2,5;2;1,05
"130110 CAREIRO";69;69;35668,71;25513,81;-;-;10154,90;-;-;516,94;516,94;140;2,0;-;-
"130115 CAREIRO DA VARZEA";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"130120 COARI";278;278;152317,43;103289,20;-;-;49028,23;-;-;547,90;547,90;751;2,7;9;3,24
"130130 CODAJAS";90;90;40288,04;29502,71;-;-;10785,33;-;-;447,64;447,64;241;2,7;2;2,22
"130140 EIRUNEPE";132;132;66293,44;42798,61;-;-;23494,83;-;-;502,22;502,22;325;2,5;1;0,76
"130150 ENVIRA";82;82;45666,10;33255,77;-;-;12410,33;-;-;556,90;556,90;187;2,3;-;-
"130160 FONTE BOA";77;77;38749,90;28107,37;-;-;10642,53;-;-;503,25;503,25;183;2,4;-;-
"130165 GUAJARA";35;35;15404,40;12633,30;-;-;2771,10;-;-;440,13;440,13;105;3,0;1;2,86
"130170 HUMAITA";195;195;93971,99;67773,62;-;-;26198,37;-;-;481,91;481,91;637;3,3;4;2,05
"130180 IPIXUNA";118;118;84188,31;65376,39;-;-;18811,92;-;-;713,46;713,46;337;2,9;4;3,39
"130185 IRANDUBA";53;53;34161,85;28552,86;-;-;5608,99;-;-;644,56;644,56;192;3,6;-;-
"130190 ITACOATIARA";351;351;225410,68;160134,20;-;-;65276,48;-;-;642,20;642,20;1132;3,2;19;5,41
"130200 ITAPIRANGA";26;26;15055,61;11027,20;-;-;4028,41;-;-;579,06;579,06;70;2,7;1;3,85
"130210 JAPURA";22;22;7939,76;5553,87;-;-;2385,89;-;-;360,90;360,90;43;2,0;-;-
"130230 JUTAI";112;112;40249,77;28128,70;-;-;12121,07;-;-;359,37;359,37;182;1,6;-;-
"130240 LABREA";161;161;93286,17;67250,20;-;-;26035,97;-;-;579,42;579,42;574;3,6;5;3,11
"130250 MANACAPURU";451;451;247319,79;175657,79;-;-;71662,00;-;-;548,38;548,38;1001;2,2;4;0,89
"130255 MANAQUIRI";79;79;37721,18;26980,94;-;-;10740,24;-;-;477,48;477,48;217;2,7;-;-
"130260 MANAUS";9403;9403;14787520,95;11878792,39;-;-;2908728,56;-;-;1572,64;1572,64;59851;6,4;547;5,82
"130270 MANICORE";168;168;90415,64;57426,43;-;-;32989,21;-;-;538,19;538,19;377;2,2;4;2,38
"130280 MARAA";99;99;39006,75;27191,92;-;-;11814,83;-;-;394,01;394,01;249;2,5;-;-
"130290 MAUES";338;338;197403,47;140003,68;-;-;57399,79;-;-;584,03;584,03;889;2,6;6;1,78
"130300 NHAMUNDA";52;52;18079,78;14186,27;-;-;3893,51;-;-;347,69;347,69;83;1,6;1;1,92
"130310 NOVA OLINDA DO NORTE";113;113;71730,60;53032,06;-;-;18698,54;-;-;634,78;634,78;347;3,1;-;-
"130320 NOVO AIRAO";71;71;42397,54;31039,07;-;-;11358,47;-;-;597,15;597,15;162;2,3;1;1,41
"130330 NOVO ARIPUANA";100;100;41892,94;30834,17;-;-;11058,77;-;-;418,93;418,93;299;3,0;1;1,00
"130340 PARINTINS";553;553;260210,77;186972,96;-;-;73237,81;-;-;470,54;470,54;1898;3,4;24;4,34
"130350 PAUINI";94;94;54699,13;43392,93;-;-;11306,20;-;-;581,91;581,91;348;3,7;2;2,13
"130353 PRESIDENTE FIGUEIREDO";73;73;41049,51;29307,87;-;-;11741,64;-;-;562,32;562,32;213;2,9;1;1,37
"130356 RIO PRETO DA EVA";23;23;11746,61;8880,33;-;-;2866,28;-;-;510,72;510,72;90;3,9;-;-
"130360 SANTA ISABEL DO RIO NEGRO";45;45;18671,70;12898,33;-;-;5773,37;-;-;414,93;414,93;134;3,0;-;-
"130380 SAO GABRIEL DA CACHOEIRA";97;97;46854,90;30219,35;-;-;16635,55;-;-;483,04;483,04;303;3,1;-;-
"130390 SAO PAULO DE OLIVENCA";130;130;64280,92;50365,10;-;-;13915,82;-;-;494,47;494,47;367;2,8;1;0,77
"130400 SILVES";213;213;77796,84;57166,87;-;-;20629,97;-;-;365,24;365,24;478;2,2;1;0,47
"130406 TABATINGA";224;224;112372,43;76914,18;-;-;35458,25;-;-;501,66;501,66;776;3,5;7;3,13
"130410 TAPAUA";64;64;36728,80;25536,52;-;-;11192,28;-;-;573,89;573,89;175;2,7;1;1,56
"130420 TEFE";468;468;254830,70;177630,15;1955,70;-;74143,32;1101,53;-;544,51;544,51;1350;2,9;12;2,56
"130423 TONANTINS";106;106;69564,93;51775,73;-;-;17789,20;-;-;656,27;656,27;484;4,6;-;-
"130426 UARINI";60;60;38069,71;27203,01;-;-;10866,70;-;-;634,50;634,50;121;2,0;-;-
"130430 URUCARA";55;55;30072,46;21101,86;-;-;8970,60;-;-;546,77;546,77;126;2,3;-;-
"130440 URUCURITUBA";21;21;7399,19;4840,43;-;-;2558,76;-;-;352,34;352,34;39;1,9;-;-
"140005 ALTO ALEGRE";12;12;3667,07;3172,93;-;-;494,14;-;-;305,59;305,59;55;4,6;-;-
"140010 BOA VISTA";3038;3038;2973794,65;2254756,95;-;-;719037,70;-;-;978,87;978,87;18299;6,0;105;3,46
"140015 BONFIM";3;3;1024,04;628,45;-;-;395,59;-;-;341,35;341,35;3;1,0;-;-
"140020 CARACARAI";16;16;7044,01;5549,25;-;-;1494,76;-;-;440,25;440,25;54;3,4;-;-
"140023 CAROEBE";10;10;2792,15;2406,10;-;-;386,05;-;-;279,22;279,22;25;2,5;-;-
"140040 NORMANDIA";22;22;9117,26;6520,95;-;-;2596,31;-;-;414,42;414,42;77;3,5;-;-
"140045 PACARAIMA";31;31;12072,56;9439,92;-;-;2632,64;-;-;389,44;389,44;68;2,2;-;-
"140047 RORAINOPOLIS";191;191;81802,40;62940,74;-;-;18861,66;-;-;428,28;428,28;806;4,2;2;1,05
"140050 SAO JOAO DA BALIZA";8;8;1264,91;972,61;-;-;292,30;-;-;158,11;158,11;22;2,8;-;-
"140060 SAO LUIZ";9;9;4632,84;3922,07;-;-;710,77;-;-;514,76;514,76;40;4,4;-;-
"150010 ABAETETUBA";1022;1022;458654,30;348387,35;-;-;110266,95;-;-;448,78;448,78;3919;3,8;18;1,76
"150013 ABEL FIGUEIREDO";35;35;14356,05;10628,09;-;-;3727,96;-;-;410,17;410,17;103;2,9;1;2,86
"150020 ACARA";137;137;59471,32;42322,22;-;-;17149,10;-;-;434,10;434,10;395;2,9;3;2,19
"150030 AFUA";151;151;56325,81;42088,34;-;-;14237,47;-;-;373,02;373,02;542;3,6;-;-
"150034 AGUA AZUL DO NORTE";87;87;39532,77;29124,70;-;-;10408,07;-;-;454,40;454,40;217;2,5;2;2,30
"150040 ALENQUER";366;366;148656,83;117248,60;-;-;31408,23;-;-;406,17;406,17;1065;2,9;11;3,01
"150050 ALMEIRIM";121;121;61214,64;46497,24;-;-;14717,40;-;-;505,91;505,91;336;2,8;-;-
"150060 ALTAMIRA";996;996;1329618,05;1075351,00;-;-;254267,05;-;-;1334,96;1334,96;5364;5,4;58;5,82
"150070 ANAJAS";130;130;50785,64;36063,50;-;-;14722,14;-;-;390,66;390,66;206;1,6;-;-
"150080 ANANINDEUA";1972;1972;2564095,42;1971002,74;-;-;593092,68;-;-;1300,25;1300,25;10033;5,1;38;1,93
"150085 ANAPU";131;131;99249,03;78432,83;-;-;20816,20;-;-;757,63;757,63;538;4,1;-;-
"150090 AUGUSTO CORREA";245;245;111695,35;93999,22;-;-;17696,13;-;-;455,90;455,90;1015;4,1;-;-
"150095 AURORA DO PARA";140;140;81814,47;64187,36;-;-;17627,11;-;-;584,39;584,39;470;3,4;4;2,86
"150110 BAGRE";12;12;4823,79;4180,68;-;-;643,11;-;-;401,98;401,98;70;5,8;-;-
"150120 BAIAO";192;192;69997,82;56444,86;-;-;13552,96;-;-;364,57;364,57;353;1,8;-;-
"150125 BANNACH";6;6;1577,65;1282,04;-;-;295,61;-;-;262,94;262,94;8;1,3;-;-
"150130 BARCARENA";533;533;429426,36;320291,71;-;-;109134,65;-;-;805,68;805,68;2091;3,9;4;0,75
"150140 BELEM";9739;9739;21289108,30;16510525,73;-;-;4778582,57;-;-;2185,96;2185,96;61123;6,3;489;5,02
"150145 BELTERRA";51;51;19952,33;15873,12;-;-;4079,21;-;-;391,22;391,22;170;3,3;3;5,88
"150157 BOM JESUS DO TOCANTINS";71;71;35350,07;27841,67;-;-;7508,40;-;-;497,89;497,89;136;1,9;4;5,63
"150170 BRAGANCA";1037;1037;1477936,45;1187133,80;-;-;290802,65;-;-;1425,20;1425,20;4155;4,0;28;2,70
"150172 BRASIL NOVO";189;189;149380,81;121088,55;-;-;28292,26;-;-;790,37;790,37;522;2,8;-;-
"150175 BREJO GRANDE DO ARAGUAIA";57;57;20708,44;18032,46;-;-;2675,98;-;-;363,31;363,31;157;2,8;-;-
"150178 BREU BRANCO";55;55;22686,51;17292,37;-;-;5394,14;-;-;412,48;412,48;140;2,5;-;-
"150180 BREVES";651;651;612556,44;484104,99;-;-;128451,45;-;-;940,95;940,95;3123;4,8;19;2,92
"150200 CACHOEIRA DO ARARI";57;57;18205,04;13790,79;-;-;4414,25;-;-;319,39;319,39;128;2,2;-;-
"150210 CAMETA";538;538;291675,56;207223,14;-;-;84452,42;-;-;542,15;542,15;1737;3,2;10;1,86
"150215 CANAA DOS CARAJAS";305;305;153138,04;112241,83;-;-;40896,21;-;-;502,09;502,09;1144;3,8;10;3,28
"150220 CAPANEMA";385;385;290130,08;228815,26;-;-;61314,82;-;-;753,58;753,58;1525;4,0;10;2,60
"150230 CAPITAO POCO";152;152;106763,18;85347,85;-;-;21415,33;-;-;702,39;702,39;528;3,5;-;-
"150240 CASTANHAL";1604;1604;1299808,32;1007195,17;-;-;292613,15;-;-;810,35;810,35;6048;3,8;76;4,74
"150270 CONCEICAO DO ARAGUAIA";351;351;210854,99;169337,91;-;-;41517,08;-;-;600,73;600,73;1157;3,3;3;0,85
"150275 CONCORDIA DO PARA";66;66;31926,50;24501,47;-;-;7425,03;-;-;483,73;483,73;226;3,4;2;3,03
"150276 CUMARU DO NORTE";60;60;16933,47;14185,69;-;-;2747,78;-;-;282,22;282,22;198;3,3;-;-
"150277 CURIONOPOLIS";79;79;38779,12;29401,47;-;-;9377,65;-;-;490,87;490,87;201;2,5;5;6,33
"150280 CURRALINHO";128;128;69656,05;51071,88;-;-;18584,17;-;-;544,19;544,19;300;2,3;5;3,91
"150290 CURUCA";76;76;43443,84;36719,94;-;-;6723,90;-;-;571,63;571,63;249;3,3;3;3,95
"150293 DOM ELISEU";259;259;143072,77;108347,62;-;-;34725,15;-;-;552,40;552,40;549;2,1;7;2,70
"150295 ELDORADO DOS CARAJAS";74;74;29638,94;25284,35;-;-;4354,59;-;-;400,53;400,53;215;2,9;-;-
"150304 FLORESTA DO ARAGUAIA";115;115;72897,09;58576,72;-;-;14320,37;-;-;633,89;633,89;319;2,8;1;0,87
"150307 GARRAFAO DO NORTE";39;39;16451,64;10961,43;-;-;5490,21;-;-;421,84;421,84;68;1,7;-;-
"150309 GOIANESIA DO PARA";123;123;72601,08;53274,69;-;-;19326,39;-;-;590,25;590,25;466;3,8;-;-
"150310 GURUPA";122;122;45730,36;33447,85;-;-;12282,51;-;-;374,84;374,84;250;2,0;-;-
"150320 IGARAPE-ACU";112;112;52513,01;43659,69;-;-;8853,32;-;-;468,87;468,87;623;5,6;5;4,46
"150330 IGARAPE-MIRI";650;650;220105,14;174385,20;-;-;45719,94;-;-;338,62;338,62;1744;2,7;4;0,62
"150345 IPIXUNA DO PARA";388;388;188550,57;154154,01;-;-;34396,56;-;-;485,96;485,96;1355;3,5;2;0,52
"150350 IRITUIA";49;49;25370,24;21030,32;-;-;4339,92;-;-;517,76;517,76;148;3,0;4;8,16
"150360 ITAITUBA";874;874;579657,49;451495,91;-;-;128161,58;-;-;663,22;663,22;3871;4,4;74;8,47
"150370 ITUPIRANGA";127;127;66779,07;49066,15;-;-;17712,92;-;-;525,82;525,82;308;2,4;2;1,57
"150375 JACAREACANGA";188;188;76107,83;56086,45;-;-;20021,38;-;-;404,83;404,83;392;2,1;4;2,13
"150380 JACUNDA";127;127;56810,52;45082,69;-;-;11727,83;-;-;447,33;447,33;355;2,8;3;2,36
"150390 JURUTI";179;179;80868,90;59204,39;-;-;21664,51;-;-;451,78;451,78;381;2,1;3;1,68
"150400 LIMOEIRO DO AJURU";63;63;26908,53;23032,96;-;-;3875,57;-;-;427,12;427,12;197;3,1;1;1,59
"150405 MAE DO RIO";170;170;83657,65;65308,92;-;-;18348,73;-;-;492,10;492,10;515;3,0;6;3,53
"150420 MARABA";1501;1501;1699826,75;1339838,71;-;-;359988,04;-;-;1132,46;1132,46;6753;4,5;70;4,66
"150430 MARACANA";32;32;12524,22;9349,37;-;-;3174,85;-;-;391,38;391,38;108;3,4;1;3,13
"150440 MARAPANIM";25;25;13030,95;11328,04;-;-;1702,91;-;-;521,24;521,24;65;2,6;1;4,00
"150442 MARITUBA";640;640;539015,80;387025,40;-;-;151990,40;-;-;842,21;842,21;2572;4,0;3;0,47
"150445 MEDICILANDIA";125;125;63901,66;48609,82;-;-;15291,84;-;-;511,21;511,21;287;2,3;-;-
"150450 MELGACO";88;88;32814,83;26831,05;-;-;5983,78;-;-;372,90;372,90;232;2,6;-;-
"150460 MOCAJUBA";169;169;92064,85;74884,98;-;-;17179,87;-;-;544,76;544,76;658;3,9;-;-
"150470 MOJU";156;156;65993,08;49551,94;-;-;16441,14;-;-;423,03;423,03;403;2,6;9;5,77
"150480 MONTE ALEGRE";171;171;74715,27;56535,98;-;-;18179,29;-;-;436,93;436,93;519;3,0;11;6,43
"150490 MUANA";128;128;73541,40;54251,30;-;-;19290,10;-;-;574,54;574,54;351;2,7;4;3,13
"150495 NOVA ESPERANCA DO PIRIA";63;63;25490,72;19026,31;-;-;6464,41;-;-;404,61;404,61;136;2,2;-;-
"150497 NOVA IPIXUNA";24;24;10069,44;8398,08;-;-;1671,36;-;-;419,56;419,56;123;5,1;-;-
"150503 NOVO PROGRESSO";101;101;34651,40;24817,54;-;-;9833,86;-;-;343,08;343,08;265;2,6;3;2,97
"150506 NOVO REPARTIMENTO";80;80;35282,93;25738,48;-;-;9544,45;-;-;441,04;441,04;257;3,2;2;2,50
"150510 OBIDOS";167;167;74303,48;54150,84;-;-;20152,64;-;-;444,93;444,93;744;4,5;9;5,39
"150520 OEIRAS DO PARA";124;124;61620,54;50263,70;-;-;11356,84;-;-;496,94;496,94;460;3,7;1;0,81
"150530 ORIXIMINA";355;355;193996,68;143631,53;-;-;50365,15;-;-;546,47;546,47;1263;3,6;13;3,66
"150540 OUREM";70;70;47670,35;36701,82;-;-;10968,53;-;-;681,00;681,00;267;3,8;2;2,86
"150543 OURILANDIA DO NORTE";319;319;164620,43;135041,33;-;-;29579,10;-;-;516,05;516,05;1033;3,2;5;1,57
"150548 PACAJA";224;224;114420,97;89567,02;-;-;24853,95;-;-;510,81;510,81;550;2,5;2;0,89
"150549 PALESTINA DO PARA";32;32;15661,87;12059,57;-;-;3602,30;-;-;489,43;489,43;75;2,3;-;-
"150550 PARAGOMINAS";371;371;231248,58;162615,65;-;-;68632,93;-;-;623,31;623,31;1073;2,9;1;0,27
"150553 PARAUAPEBAS";849;849;656548,50;489794,16;-;-;166754,34;-;-;773,32;773,32;3992;4,7;41;4,83
"150555 PAU D'ARCO";49;49;25822,01;20577,34;-;-;5244,67;-;-;526,98;526,98;104;2,1;1;2,04
"150563 PICARRA";62;62;16098,12;13435,20;-;-;2662,92;-;-;259,65;259,65;127;2,0;-;-
"150565 PLACAS";112;112;33487,57;26220,10;-;-;7267,47;-;-;299,00;299,00;215;1,9;-;-
"150570 PONTA DE PEDRAS";93;93;36448,75;31149,26;-;-;5299,49;-;-;391,92;391,92;283;3,0;-;-
"150580 PORTEL";211;211;100464,62;73235,05;-;-;27229,57;-;-;476,14;476,14;639;3,0;5;2,37
"150590 PORTO DE MOZ";161;161;63145,42;48781,96;-;-;14363,46;-;-;392,21;392,21;304;1,9;-;-
"150600 PRAINHA";127;127;54481,66;40051,55;-;-;14430,11;-;-;428,99;428,99;360;2,8;1;0,79
"150613 REDENCAO";867;867;1256149,64;1038645,32;-;-;217504,32;-;-;1448,85;1448,85;4477;5,2;49;5,65
"150616 RIO MARIA";133;133;73264,51;54781,57;-;-;18482,94;-;-;550,86;550,86;457;3,4;3;2,26
"150618 RONDON DO PARA";299;299;119030,13;95032,88;-;-;23997,25;-;-;398,09;398,09;943;3,2;8;2,68
"150619 RUROPOLIS";99;99;48243,16;38277,24;-;-;9965,92;-;-;487,30;487,30;322;3,3;-;-
"150620 SALINOPOLIS";159;159;89002,77;67133,00;-;-;21869,77;-;-;559,77;559,77;603;3,8;5;3,14
"150630 SALVATERRA";59;59;41708,26;31613,46;-;-;10094,80;-;-;706,92;706,92;177;3,0;-;-
"150640 SANTA CRUZ DO ARARI";42;42;14237,42;12414,43;-;-;1822,99;-;-;338,99;338,99;140;3,3;-;-
"150650 SANTA IZABEL DO PARA";64;64;40278,04;33850,37;-;-;6427,67;-;-;629,34;629,34;383;6,0;8;12,50
"150658 SANTA MARIA DAS BARREIRAS";49;49;14854,53;11226,19;-;-;3628,34;-;-;303,15;303,15;107;2,2;-;-
"150660 SANTA MARIA DO PARA";99;99;31570,51;26506,44;-;-;5064,07;-;-;318,89;318,89;262;2,6;8;8,08
"150670 SANTANA DO ARAGUAIA";191;191;83440,55;62062,67;-;-;21377,88;-;-;436,86;436,86;589;3,1;-;-
"150680 SANTAREM";1735;1735;2616587,56;2135116,19;-;-;481471,37;-;-;1508,12;1508,12;9321;5,4;98;5,65
"150700 SANTO ANTONIO DO TAUA";408;408;111837,16;89715,94;-;-;22121,22;-;-;274,11;274,11;1240;3,0;-;-
"150715 SAO DOMINGOS DO ARAGUAIA";45;45;38673,78;31132,84;-;-;7540,94;-;-;859,42;859,42;177;3,9;-;-
