Período:Dez/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,142,142,"46167,39","39186,77",-,-,"6980,62",-,-,"325,12","325,12",339,"2,4",-,-
110002 ARIQUEMES,380,380,"192278,67","143913,37",-,-,"48365,3",-,-,506,506,1172,"3,1",2,"0,53"
110003 CABIXI,37,37,"10490,9","8629,94",-,-,"1860,96",-,-,"283,54","283,54",81,"2,2",-,-
110004 CACOAL,444,444,"166271,56","128956,11",-,-,"37315,45",-,-,"374,49","374,49",2050,"4,6",10,"2,25"
110005 CEREJEIRAS,148,148,"44777,88","36026,09",-,-,"8751,79",-,-,"302,55","302,55",339,"2,3",-,-
110006 COLORADO DO OESTE,124,124,"40051,93","32794,26",-,-,"7257,67",-,-,323,323,407,"3,3",-,-
110008 COSTA MARQUES,63,63,"24643,77","19979,82",-,-,"4663,95",-,-,"391,17","391,17",180,"2,9",-,-
110009 ESPIGAO D'OESTE,150,150,"34007,02","26793,42",-,-,"7213,6",-,-,"226,71","226,71",366,"2,4",2,"1,33"
110010 GUAJARA-MIRIM,298,298,109371,"84925,15",-,-,"24445,85",-,-,"367,02","367,02",804,"2,7",3,"1,01"
110011 JARU,224,224,"80543,3","58055,74",-,-,"22487,56",-,-,"359,57","359,57",728,"3,3",2,"0,89"
110012 JI-PARANA,323,323,"215016,44","171705,68",-,-,"43310,76",-,-,"665,69","665,69",1406,"4,4",13,"4,02"
110013 MACHADINHO D'OESTE,102,102,"40857,09","30961,32",-,-,"9895,77",-,-,"400,56","400,56",218,"2,1",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"39190,34","32743,51",-,-,"6446,83",-,-,"303,8","303,8",300,"2,3",1,"0,78"
110015 OURO PRETO DO OESTE,263,263,"78784,21","62823,48",-,-,"15960,73",-,-,"299,56","299,56",506,"1,9",3,"1,14"
110018 PIMENTA BUENO,180,180,"61798,37","50356,68",-,-,"11441,69",-,-,"343,32","343,32",536,3,2,"1,11"
110020 PORTO VELHO,2099,2099,"1507795,04","1168894,33",-,-,"338900,71",-,-,"718,34","718,34",13305,"6,3",83,"3,95"
110025 PRESIDENTE MEDICI,61,61,"15432,49","13323,12",-,-,"2109,37",-,-,"252,99","252,99",165,"2,7",-,-
110028 ROLIM DE MOURA,366,366,"115825,31","95471,57",-,-,"20353,74",-,-,"316,46","316,46",853,"2,3",12,"3,28"
110029 SANTA LUZIA D'OESTE,37,37,"12157,94","10496,42",-,-,"1661,52",-,-,"328,59","328,59",130,"3,5",-,-
