Período:Jun/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,164,164,"56908,08","47982,5",-,-,"8925,58",-,-,347,347,440,"2,7",1,"0,61"
110002 ARIQUEMES,429,429,"280300,13","218420,01",-,-,"61880,12",-,-,"653,38","653,38",1523,"3,6",7,"1,63"
110003 CABIXI,20,20,"5953,25","5297,07",-,-,"656,18",-,-,"297,66","297,66",51,"2,5",-,-
110004 CACOAL,510,510,"192746,77","152143,96",-,-,"40602,81",-,-,"377,93","377,93",1893,"3,7",7,"1,37"
110005 CEREJEIRAS,139,139,"51002,63","40722,52",-,-,"10280,11",-,-,"366,93","366,93",342,"2,5",-,-
110006 COLORADO DO OESTE,112,112,"36536,87","30102,4",-,-,"6434,47",-,-,"326,22","326,22",287,"2,6",-,-
110008 COSTA MARQUES,57,57,"24177,63","18928,04",-,-,"5249,59",-,-,"424,17","424,17",155,"2,7",-,-
110009 ESPIGAO D'OESTE,110,110,"35562,16","28659,95",-,-,"6902,21",-,-,"323,29","323,29",255,"2,3",1,"0,91"
110010 GUAJARA-MIRIM,289,289,"113852,25","84588,21",-,-,"29264,04",-,-,"393,95","393,95",737,"2,6",4,"1,38"
110011 JARU,252,252,"92456,11","64966,9",-,-,"27489,21",-,-,"366,89","366,89",521,"2,1",6,"2,38"
110012 JI-PARANA,827,827,"482203,97","382756,64",-,-,"99447,33",-,-,"583,08","583,08",3300,4,31,"3,75"
110013 MACHADINHO D'OESTE,162,162,"52687,37","42427,35",-,-,"10260,02",-,-,"325,23","325,23",362,"2,2",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"46729,09","40992,34",-,-,"5736,75",-,-,"362,24","362,24",289,"2,2",-,-
110015 OURO PRETO DO OESTE,227,227,"72655,86","57021,55",-,-,"15634,31",-,-,"320,07","320,07",433,"1,9",2,"0,88"
110018 PIMENTA BUENO,235,235,"81916,15","65327,57",-,-,"16588,58",-,-,"348,58","348,58",669,"2,8",2,"0,85"
110020 PORTO VELHO,2370,2370,"2068825,56","1638082,51",-,-,"430743,05",-,-,"872,92","872,92",19744,"8,3",107,"4,51"
110025 PRESIDENTE MEDICI,45,45,"13373,24","11493,82",-,-,"1879,42",-,-,"297,18","297,18",134,3,-,-
110028 ROLIM DE MOURA,325,325,"127172,13","101079,73",-,-,"26092,4",-,-,"391,3","391,3",845,"2,6",2,"0,62"
110029 SANTA LUZIA D'OESTE,42,42,"18227,28","16074,03",-,-,"2153,25",-,-,"433,98","433,98",158,"3,8",-,-
110030 VILHENA,521,521,"315452,14","252865,78",-,-,"62586,36",-,-,"605,47","605,47",1955,"3,8",14,"2,69"
110032 SAO MIGUEL DO GUAPORE,138,138,"56348,07","46245,72",-,-,"10102,35",-,-,"408,32","408,32",353,"2,6",-,-
110033 NOVA MAMORE,58,58,"20393,47","15654,19",-,-,"4739,28",-,-,"351,61","351,61",147,"2,5",-,-
