Período:Mar/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,194,194,"71387,84","60144,9",-,-,"11242,94",-,-,"367,98","367,98",449,"2,3",-,-
110002 ARIQUEMES,475,475,"292204,07","232498,53",-,-,"59705,54",-,-,"615,17","615,17",1480,"3,1",5,"1,05"
110003 CABIXI,12,12,"3264,34","2801,63",-,-,"462,71",-,-,"272,03","272,03",26,"2,2",-,-
110004 CACOAL,511,511,"218052,33","169491,72",-,-,"48560,61",-,-,"426,72","426,72",1904,"3,7",12,"2,35"
110005 CEREJEIRAS,160,160,"54740,75","44292,94",-,-,"10447,81",-,-,"342,13","342,13",452,"2,8",-,-
110006 COLORADO DO OESTE,115,115,"38105,43","30723,24",-,-,"7382,19",-,-,"331,35","331,35",277,"2,4",-,-
110008 COSTA MARQUES,55,55,"23938,45","18305,84",-,-,"5632,61",-,-,"435,24","435,24",146,"2,7",-,-
110009 ESPIGAO D'OESTE,131,131,"27542,29","22517,26",-,-,"5025,03",-,-,"210,25","210,25",299,"2,3",3,"2,29"
110010 GUAJARA-MIRIM,243,243,"95036,46","69980,52",-,-,"25055,94",-,-,"391,1","391,1",666,"2,7",1,"0,41"
110011 JARU,286,286,"95308,66","68000,88",-,-,"27307,78",-,-,"333,25","333,25",582,2,1,"0,35"
110012 JI-PARANA,816,816,"360401,46","284293,14",-,-,"76108,32",-,-,"441,67","441,67",2985,"3,7",19,"2,33"
110013 MACHADINHO D'OESTE,132,132,"46672,46","37028,6",-,-,"9643,86",-,-,"353,58","353,58",291,"2,2",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"43075,47","36219,91",-,-,"6855,56",-,-,"333,92","333,92",282,"2,2",-,-
110015 OURO PRETO DO OESTE,277,277,"94268,61","72480,18",-,-,"21788,43",-,-,"340,32","340,32",557,2,3,"1,08"
110018 PIMENTA BUENO,235,235,"83097,48","69331,06",-,-,"13766,42",-,-,"353,61","353,61",693,"2,9",4,"1,7"
110020 PORTO VELHO,2214,2214,"1850032,95","1454432,68",-,-,"395600,27",-,-,"835,61","835,61",15027,"6,8",93,"4,2"
110025 PRESIDENTE MEDICI,54,54,"17569,41","15189,44",-,-,"2379,97",-,-,"325,36","325,36",136,"2,5",-,-
110028 ROLIM DE MOURA,394,394,"155833,55","126649,27",-,-,"29184,28",-,-,"395,52","395,52",1025,"2,6",6,"1,52"
110030 VILHENA,521,521,"287758,74","234486,61",-,-,"53272,13",-,-,"552,32","552,32",2201,"4,2",15,"2,88"
110032 SAO MIGUEL DO GUAPORE,131,131,"43412,29","35139,86",-,-,"8272,43",-,-,"331,39","331,39",324,"2,5",-,-
110033 NOVA MAMORE,77,77,"25812,73","19443,39",-,-,"6369,34",-,-,"335,23","335,23",178,"2,3",-,-
110034 ALVORADA D'OESTE,118,118,"37171,35","29431,72",-,-,"7739,63",-,-,"315,01","315,01",307,"2,6",-,-
110037 ALTO ALEGRE DOS PARECIS,63,63,"20528,23","17802,19",-,-,"2726,04",-,-,"325,84","325,84",153,"2,4",-,-
110040 ALTO PARAISO,60,60,"18842,9","16320,83",-,-,"2522,07",-,-,"314,05","314,05",85,"1,4",1,"1,67"
110050 NOVO HORIZONTE DO OESTE,44,44,"14433,87","12422,59",-,-,"2011,28",-,-,"328,04","328,04",95,"2,2",-,-
110060 CACAULANDIA,27,27,"5893,22","5026,33",-,-,"866,89",-,-,"218,27","218,27",60,"2,2",-,-
110070 CAMPO NOVO DE RONDONIA,88,88,"28397,92",24543,-,-,"3854,92",-,-,"322,7","322,7",209,"2,4",-,-
110094 CUJUBIM,44,44,"11860,29","10160,71",-,-,"1699,58",-,-,"269,55","269,55",147,"3,3",-,-
110100 GOVERNADOR JORGE TEIXEIRA,22,22,"6181,02","5364,27",-,-,"816,75",-,-,"280,96","280,96",59,"2,7",-,-
110110 ITAPUA DO OESTE,4,4,"1656,75","1404,68",-,-,"252,07",-,-,"414,19","414,19",10,"2,5",-,-
110120 MINISTRO ANDREAZZA,41,41,"16174,37","14084,95",-,-,"2089,42",-,-,"394,5","394,5",136,"3,3",-,-
110130 MIRANTE DA SERRA,104,104,"32161,19","27206,74",-,-,"4954,45",-,-,"309,24","309,24",220,"2,1",-,-
110140 MONTE NEGRO,197,197,"60795,57","50509,36",-,-,"10286,21",-,-,"308,61","308,61",417,"2,1",-,-
110143 NOVA UNIAO,29,29,"9938,15","8637,57",-,-,"1300,58",-,-,"342,69","342,69",62,"2,1",-,-
110145 PARECIS,12,12,"530,64","400,08",-,-,"130,56",-,-,"44,22","44,22",14,"1,2",-,-
110146 PIMENTEIRAS DO OESTE,5,5,"1154,25","946,72",-,-,"207,53",-,-,"230,85","230,85",9,"1,8",-,-
110149 SAO FRANCISCO DO GUAPORE,93,93,"33255,3","28343,14",-,-,"4912,16",-,-,"357,58","357,58",256,"2,8",-,-
110150 SERINGUEIRAS,89,89,"19915,17","14587,63",-,-,"5327,54",-,-,"223,77","223,77",182,2,-,-
110155 TEIXEIROPOLIS,2,2,"772,09","651,87",-,-,"120,22",-,-,"386,04","386,04",10,5,-,-
110160 THEOBROMA,27,27,"6863,72","5961,89",-,-,"901,83",-,-,"254,21","254,21",118,"4,4",-,-
110170 URUPA,51,51,"17511,49","15402,42",-,-,"2109,07",-,-,"343,36","343,36",107,"2,1",2,"3,92"
110175 VALE DO ANARI,24,24,"5489,23","4672,5",-,-,"816,73",-,-,"228,72","228,72",55,"2,3",-,-
110180 VALE DO PARAISO,19,19,"6267,71","5530,58",-,-,"737,13",-,-,"329,88","329,88",21,"1,1",-,-
120005 ASSIS BRASIL,30,30,"10755,63","7798,42",-,-,"2957,21",-,-,"358,52","358,52",56,"1,9",-,-
120010 BRASILEIA,188,188,"69982,9","51509,6",-,-,"18473,3",-,-,"372,25","372,25",544,"2,9",1,"0,53"
120020 CRUZEIRO DO SUL,933,933,"432418,39","317340,28",-,-,"115078,11",-,-,"463,47","463,47",3326,"3,6",7,"0,75"
120030 FEIJO,68,68,"23516,34","16865,44",-,-,"6650,9",-,-,"345,83","345,83",224,"3,3",-,-
120034 MANOEL URBANO,42,42,"12462,01","9732,6",-,-,"2729,41",-,-,"296,71","296,71",77,"1,8",-,-
120038 PLACIDO DE CASTRO,67,67,"18309,28","15800,83",-,-,"2508,45",-,-,"273,27","273,27",240,"3,6",1,"1,49"
120039 PORTO WALTER,10,10,"3086,49","2699,88",-,-,"386,61",-,-,"308,65","308,65",21,"2,1",-,-
120040 RIO BRANCO,2383,2383,"1688855,91","1256585,4",-,-,"432270,51",-,-,"708,71","708,71",12947,"5,4",85,"3,57"
120042 RODRIGUES ALVES,37,37,"3965,16","3356,39",-,-,"608,77",-,-,"107,17","107,17",37,1,-,-
120043 SANTA ROSA DO PURUS,24,24,"5819,47","4994,18",-,-,"825,29",-,-,"242,48","242,48",48,2,1,"4,17"
120045 SENADOR GUIOMARD,70,70,"24030,49","19653,17",-,-,"4377,32",-,-,"343,29","343,29",168,"2,4",-,-
120050 SENA MADUREIRA,273,273,"108382,27","83641,14",-,-,"24741,13",-,-,397,397,714,"2,6",3,"1,1"
120060 TARAUACA,148,148,"56060,69","38575,62",-,-,"17485,07",-,-,"378,79","378,79",357,"2,4",1,"0,68"
120070 XAPURI,91,91,"27806,76","22452,39",-,-,"5354,37",-,-,"305,57","305,57",299,"3,3",2,"2,2"
130008 ANAMA,33,33,13161,"9395,13",-,-,"3765,87",-,-,"398,82","398,82",74,"2,2",-,-
130014 APUI,84,84,"32463,17","24887,68",-,-,"7575,49",-,-,"386,47","386,47",295,"3,5",-,-
130030 AUTAZES,118,118,"50421,75","34311,12",-,-,"16110,63",-,-,"427,3","427,3",307,"2,6",-,-
130040 BARCELOS,15,15,"7230,88","5263,76",-,-,"1967,12",-,-,"482,06","482,06",49,"3,3",-,-
130050 BARREIRINHA,73,73,"28411,36","20793,8",-,-,"7617,56",-,-,"389,2","389,2",227,"3,1",-,-
130060 BENJAMIN CONSTANT,67,67,"28696,35","19713,23",-,-,"8983,12",-,-,"428,3","428,3",157,"2,3",-,-
130063 BERURI,46,46,"20548,38","12714,16",-,-,"7834,22",-,-,"446,7","446,7",113,"2,5",-,-
