Período:Mai/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,70,70,"25215,27","20661,48",-,-,"4553,79",-,-,"360,22","360,22",175,"2,5",-,-
110002 ARIQUEMES,480,480,"320080,5","252641,03",-,-,"67439,47",-,-,"666,83","666,83",1791,"3,7",8,"1,67"
110003 CABIXI,37,37,"8531,17","7383,36",-,-,"1147,81",-,-,"230,57","230,57",81,"2,2",-,-
110004 CACOAL,503,503,"207413,7","161770,84",-,-,"45642,86",-,-,"412,35","412,35",2101,"4,2",15,"2,98"
110005 CEREJEIRAS,136,136,"45813,93","38312,52",-,-,"7501,41",-,-,"336,87","336,87",458,"3,4",-,-
110006 COLORADO DO OESTE,101,101,"38280,79","31081,08",-,-,"7199,71",-,-,"379,02","379,02",261,"2,6",1,"0,99"
110008 COSTA MARQUES,53,53,"20451,7","15290,71",-,-,"5160,99",-,-,"385,88","385,88",137,"2,6",-,-
110009 ESPIGAO D'OESTE,103,103,"42495,33","34342,86",-,-,"8152,47",-,-,"412,58","412,58",322,"3,1",-,-
110010 GUAJARA-MIRIM,296,296,"116358,14","85245,46",-,-,"31112,68",-,-,"393,1","393,1",846,"2,9",6,"2,03"
110011 JARU,223,223,"76881,43","54022,32",-,-,"22859,11",-,-,"344,76","344,76",441,2,1,"0,45"
110012 JI-PARANA,855,855,"476929,82","379179,63",-,-,"97750,19",-,-,"557,81","557,81",3307,"3,9",25,"2,92"
110013 MACHADINHO D'OESTE,178,178,"63976,27","50963,49",-,-,"13012,78",-,-,"359,42","359,42",389,"2,2",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"56046,54",48525,-,-,"7521,54",-,-,"434,47","434,47",316,"2,4",-,-
110015 OURO PRETO DO OESTE,295,295,"94930,42","73461,28",-,-,"21469,14",-,-,"321,8","321,8",600,2,5,"1,69"
110018 PIMENTA BUENO,232,232,"77180,19","62929,8",-,-,"14250,39",-,-,"332,67","332,67",686,3,4,"1,72"
110020 PORTO VELHO,2541,2541,"2154258,14","1730634,31",-,-,"423623,83",-,-,"847,8","847,8",18270,"7,2",93,"3,66"
