Período:Jan/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"72831,47","63052,32",-,-,"9779,15",-,-,"383,32","383,32",485,"2,6",-,-
110002 ARIQUEMES,449,449,"278205,24","217318,52",-,-,"60886,72",-,-,"619,61","619,61",1350,3,9,2
110003 CABIXI,30,30,"10824,75","8647,94",-,-,"2176,81",-,-,"360,82","360,82",74,"2,5",-,-
110004 CACOAL,438,438,"171467,98","135673,55",-,-,"35794,43",-,-,"391,48","391,48",1439,"3,3",12,"2,74"
110005 CEREJEIRAS,150,150,"44919,93","37945,15",-,-,"6974,78",-,-,"299,47","299,47",399,"2,7",-,-
110006 COLORADO DO OESTE,140,140,"43456,06","34531,52",-,-,"8924,54",-,-,"310,4","310,4",354,"2,5",-,-
110008 COSTA MARQUES,55,55,"23912,05","18072,14",-,-,"5839,91",-,-,"434,76","434,76",150,"2,7",-,-
110009 ESPIGAO D'OESTE,116,116,"24039,23","19891,16",-,-,"4148,07",-,-,"207,23","207,23",255,"2,2",3,"2,59"
110010 GUAJARA-MIRIM,230,230,91695,"68305,21",-,-,"23389,79",-,-,"398,67","398,67",598,"2,6",6,"2,61"
110011 JARU,163,163,"57851,62","40847,42",-,-,"17004,2",-,-,"354,92","354,92",329,2,-,-
110012 JI-PARANA,620,620,"331038,68","260734,59",-,-,"70304,09",-,-,"533,93","533,93",2329,"3,8",20,"3,23"
110013 MACHADINHO D'OESTE,168,168,"58056,21","46295,32",-,-,"11760,89",-,-,"345,57","345,57",386,"2,3",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"42962,38","36287,57",-,-,"6674,81",-,-,"333,04","333,04",351,"2,7",-,-
110015 OURO PRETO DO OESTE,236,236,"73567,64","59812,51",-,-,"13755,13",-,-,"311,73","311,73",436,"1,8",3,"1,27"
110018 PIMENTA BUENO,235,235,"83654,34","71053,4",-,-,"12600,94",-,-,"355,98","355,98",660,"2,8",5,"2,13"
110020 PORTO VELHO,2146,2146,"1980787,2","1551374,16",-,-,"429413,04",-,-,"923,01","923,01",16132,"7,5",90,"4,19"
110025 PRESIDENTE MEDICI,38,38,"12666,32","10794,07",-,-,"1872,25",-,-,"333,32","333,32",118,"3,1",-,-
110028 ROLIM DE MOURA,412,412,"153804,26","123232,1",-,-,"30572,16",-,-,"373,31","373,31",1011,"2,5",6,"1,46"
110029 SANTA LUZIA D'OESTE,64,64,"26449,34","23183,05",-,-,"3266,29",-,-,"413,27","413,27",260,"4,1",-,-
110030 VILHENA,521,521,"353148,48","291234,7",-,-,"61913,78",-,-,"677,83","677,83",2373,"4,6",16,"3,07"
110032 SAO MIGUEL DO GUAPORE,170,170,"61762,19","50652,66",-,-,"11109,53",-,-,"363,31","363,31",365,"2,1",1,"0,59"
110033 NOVA MAMORE,83,83,"26742,36","21153,93",-,-,"5588,43",-,-,"322,2","322,2",238,"2,9",-,-
110034 ALVORADA D'OESTE,114,114,"33900,57","26826,13",-,-,"7074,44",-,-,"297,37","297,37",260,"2,3",-,-
110037 ALTO ALEGRE DOS PARECIS,75,75,"24159,93","21330,35",-,-,"2829,58",-,-,"322,13","322,13",173,"2,3",-,-
110040 ALTO PARAISO,32,32,"8163,08","6956,22",-,-,"1206,86",-,-,"255,1","255,1",67,"2,1",-,-
110050 NOVO HORIZONTE DO OESTE,45,45,"14511,35","12401,26",-,-,"2110,09",-,-,"322,47","322,47",98,"2,2",-,-
110060 CACAULANDIA,27,27,"9366,6","8051,5",-,-,"1315,1",-,-,"346,91","346,91",61,"2,3",-,-
110070 CAMPO NOVO DE RONDONIA,88,88,"27891,93","24105,98",-,-,"3785,95",-,-,"316,95","316,95",202,"2,3",-,-
110094 CUJUBIM,44,44,"15799,75","13554,9",-,-,"2244,85",-,-,"359,09","359,09",166,"3,8",-,-
110100 GOVERNADOR JORGE TEIXEIRA,29,29,"6552,68","5567,22",-,-,"985,46",-,-,"225,95","225,95",76,"2,6",-,-
110110 ITAPUA DO OESTE,3,3,"1950,5","1775,38",-,-,"175,12",-,-,"650,17","650,17",7,"2,3",-,-
110120 MINISTRO ANDREAZZA,41,41,"15962,16","13831,66",-,-,"2130,5",-,-,"389,32","389,32",143,"3,5",-,-
110130 MIRANTE DA SERRA,104,104,"32084,68","27083,45",-,-,"5001,23",-,-,"308,51","308,51",211,2,1,"0,96"
110140 MONTE NEGRO,269,269,"82913,99","70596,26",-,-,"12317,73",-,-,"308,23","308,23",534,2,-,-
110143 NOVA UNIAO,18,18,"4854,54","4003,51",-,-,"851,03",-,-,"269,7","269,7",36,2,-,-
110145 PARECIS,16,16,"951,06","729,54",-,-,"221,52",-,-,"59,44","59,44",22,"1,4",-,-
110146 PIMENTEIRAS DO OESTE,12,12,"3474,25","2984,68",-,-,"489,57",-,-,"289,52","289,52",24,2,-,-
110149 SAO FRANCISCO DO GUAPORE,99,99,"33806,11","28294,34",-,-,"5511,77",-,-,"341,48","341,48",342,"3,5",-,-
110150 SERINGUEIRAS,94,94,"31335,62","23738,18",-,-,"7597,44",-,-,"333,36","333,36",201,"2,1",-,-
110160 THEOBROMA,11,11,"3606,89","3214,86",-,-,"392,03",-,-,"327,9","327,9",33,3,-,-
110170 URUPA,84,84,"27653,71","24477,26",-,-,"3176,45",-,-,"329,21","329,21",198,"2,4",-,-
110175 VALE DO ANARI,14,14,"4878,82","4264,75",-,-,"614,07",-,-,"348,49","348,49",33,"2,4",-,-
110180 VALE DO PARAISO,12,12,"3838,53","3323,68",-,-,"514,85",-,-,"319,88","319,88",14,"1,2",-,-
120001 ACRELANDIA,58,58,"16409,39","13568,85",-,-,"2840,54",-,-,"282,92","282,92",94,"1,6",-,-
120005 ASSIS BRASIL,22,22,"7094,47","5583,01",-,-,"1511,46",-,-,"322,48","322,48",44,2,-,-
120010 BRASILEIA,153,153,"61279,26","44956,87",-,-,"16322,39",-,-,"400,52","400,52",432,"2,8",-,-
120020 CRUZEIRO DO SUL,796,796,"385502,7","292681,36",-,-,"92821,34",-,-,"484,3","484,3",3058,"3,8",13,"1,63"
120030 FEIJO,36,36,"12364,66","9152,77",-,-,"3211,89",-,-,"343,46","343,46",111,"3,1",-,-
120033 MANCIO LIMA,11,11,"4981,4","3047,6",-,-,"1933,8",-,-,"452,85","452,85",16,"1,5",-,-
120034 MANOEL URBANO,71,71,"19609,12","15519,58",-,-,"4089,54",-,-,"276,18","276,18",124,"1,7",1,"1,41"
120038 PLACIDO DE CASTRO,77,77,"22390,08","18656,16",-,-,"3733,92",-,-,"290,78","290,78",264,"3,4",-,-
120039 PORTO WALTER,5,5,"1274,29","1107,42",-,-,"166,87",-,-,"254,86","254,86",8,"1,6",-,-
120040 RIO BRANCO,2856,2856,"2311221,6","1763966,13",-,-,"547255,47",-,-,"809,25","809,25",17201,6,129,"4,52"
120042 RODRIGUES ALVES,35,35,"2502,37","2045,19",-,-,"457,18",-,-,"71,5","71,5",35,1,-,-
120043 SANTA ROSA DO PURUS,41,41,"9100,21","7783,7",-,-,"1316,51",-,-,"221,96","221,96",89,"2,2",-,-
120045 SENADOR GUIOMARD,26,26,"7357,76","6300,16",-,-,"1057,6",-,-,"282,99","282,99",69,"2,7",-,-
120050 SENA MADUREIRA,300,300,"109587,21","85412,86",-,-,"24174,35",-,-,"365,29","365,29",946,"3,2",2,"0,67"
120060 TARAUACA,137,137,"53885,77","36713,03",-,-,"17172,74",-,-,"393,33","393,33",272,2,1,"0,73"
120070 XAPURI,88,88,"26809,79","21567,59",-,-,"5242,2",-,-,"304,66","304,66",244,"2,8",3,"3,41"
130002 ALVARAES,29,29,"9612,26","6028,21",-,-,"3584,05",-,-,"331,46","331,46",38,"1,3",-,-
130006 AMATURA,2,2,"1091,46","791,36",-,-,"300,1",-,-,"545,73","545,73",6,3,-,-
130008 ANAMA,33,33,"11628,07","8347,93",-,-,"3280,14",-,-,"352,37","352,37",82,"2,5",-,-
130010 ANORI,43,43,"16230,49","11352,55",-,-,"4877,94",-,-,"377,45","377,45",146,"3,4",-,-
130014 APUI,84,84,"33736,62","25494,12",-,-,"8242,5",-,-,"401,63","401,63",263,"3,1",-,-
130040 BARCELOS,74,74,"23037,09","17901,78",-,-,"5135,31",-,-,"311,31","311,31",276,"3,7",1,"1,35"
130050 BARREIRINHA,71,71,"30668,07","23380,16",-,-,"7287,91",-,-,"431,94","431,94",237,"3,3",-,-
130060 BENJAMIN CONSTANT,73,73,"29359,72","19613,23",-,-,"9746,49",-,-,"402,19","402,19",154,"2,1",-,-
130063 BERURI,20,20,"7405,16","5114,47",-,-,"2290,69",-,-,"370,26","370,26",64,"3,2",-,-
130068 BOA VISTA DO RAMOS,36,36,"16105,96","10811,75",-,-,"5294,21",-,-,"447,39","447,39",97,"2,7",-,-
130070 BOCA DO ACRE,95,95,"37153,78","26018,34",-,-,"11135,44",-,-,"391,09","391,09",241,"2,5",-,-
130080 BORBA,99,99,"44498,97","31794,63",-,-,"12704,34",-,-,"449,48","449,48",371,"3,7",-,-
130100 CARAUARI,198,198,"74720,04","52002,06",-,-,"22717,98",-,-,"377,37","377,37",546,"2,8",-,-
130110 CAREIRO,28,28,"11767,11","8082,29",-,-,"3684,82",-,-,"420,25","420,25",68,"2,4",-,-
130120 COARI,322,322,"137245,19","97802,14",-,-,"39443,05",-,-,"426,23","426,23",1024,"3,2",-,-
130130 CODAJAS,89,89,"40064,58","30352,71",-,-,"9711,87",-,-,"450,16","450,16",217,"2,4",-,-
130140 EIRUNEPE,107,107,"47114,59","33784,84",-,-,"13329,75",-,-,"440,32","440,32",276,"2,6",2,"1,87"
130150 ENVIRA,64,64,"24524,71","18605,94",-,-,"5918,77",-,-,"383,2","383,2",246,"3,8",-,-
130160 FONTE BOA,173,173,"52925,44","38473,88",-,-,"14451,56",-,-,"305,93","305,93",835,"4,8",-,-
130165 GUAJARA,80,80,"30269,52","22444,93",-,-,"7824,59",-,-,"378,37","378,37",166,"2,1",-,-
130170 HUMAITA,140,140,"58055,09","42112,83",-,-,"15942,26",-,-,"414,68","414,68",395,"2,8",2,"1,43"
130180 IPIXUNA,69,69,"26461,98","17247,38",-,-,"9214,6",-,-,"383,51","383,51",216,"3,1",-,-
130185 IRANDUBA,145,145,"63617,9","45017,79",-,-,"18600,11",-,-,"438,74","438,74",292,2,-,-
130190 ITACOATIARA,300,300,"135031,42","93599,22",-,-,"41432,2",-,-,"450,1","450,1",804,"2,7",3,1
130195 ITAMARATI,27,27,"9779,39","8509,62",-,-,"1269,77",-,-,"362,2","362,2",83,"3,1",-,-
130200 ITAPIRANGA,52,52,"18430,62","13143,88",-,-,"5286,74",-,-,"354,44","354,44",154,3,-,-
130210 JAPURA,8,8,"3432,12","2657,86",-,-,"774,26",-,-,"429,01","429,01",23,"2,9",-,-
130220 JURUA,34,34,"12752,25","9003,46",-,-,"3748,79",-,-,"375,07","375,07",96,"2,8",-,-
130230 JUTAI,134,134,"60984,65","46125,49",-,-,"14859,16",-,-,"455,11","455,11",403,3,-,-
130250 MANACAPURU,334,334,"152575,36","96986,63",-,-,"55588,73",-,-,"456,81","456,81",714,"2,1",-,-
130255 MANAQUIRI,30,30,9357,"8180,78",-,-,"1176,22",-,-,"311,9","311,9",111,"3,7",-,-
130260 MANAUS,8711,8741,"7528740,35","5855875,59",-,-,"1672864,76",-,-,"861,31","864,28",50699,"5,8",294,"3,38"
130270 MANICORE,141,141,"73595,14","59649,07",-,-,"13946,07",-,-,"521,95","521,95",515,"3,7",-,-
130280 MARAA,71,71,"26289,77","22513,04",-,-,"3776,73",-,-,"370,28","370,28",254,"3,6",-,-
130290 MAUES,170,170,"71859,82","51587,64",-,-,"20272,18",-,-,"422,7","422,7",502,3,2,"1,18"
130300 NHAMUNDA,49,49,"14500,54","11651,41",-,-,"2849,13",-,-,"295,93","295,93",126,"2,6",-,-
130310 NOVA OLINDA DO NORTE,51,51,"18236,74","14916,26",-,-,"3320,48",-,-,"357,58","357,58",222,"4,4",-,-
130330 NOVO ARIPUANA,91,91,"34081,27","27652,07",-,-,"6429,2",-,-,"374,52","374,52",317,"3,5",-,-
130340 PARINTINS,447,447,"178029,55","123127,73",-,-,"54901,82",-,-,"398,28","398,28",1385,"3,1",-,-
130350 PAUINI,56,56,"20035,93","13703,39",-,-,"6332,54",-,-,"357,78","357,78",157,"2,8",-,-
130353 PRESIDENTE FIGUEIREDO,83,83,"38883,36","28286,13",-,-,"10597,23",-,-,"468,47","468,47",286,"3,4",-,-
130356 RIO PRETO DA EVA,52,52,"18461,7","14388,23",-,-,"4073,47",-,-,"355,03","355,03",138,"2,7",-,-
130360 SANTA ISABEL DO RIO NEGRO,66,66,"22902,78","16553,3",-,-,"6349,48",-,-,"347,01","347,01",192,"2,9",-,-
130370 SANTO ANTONIO DO ICA,67,67,"23333,97","17149,54",-,-,"6184,43",-,-,"348,27","348,27",279,"4,2",-,-
130380 SAO GABRIEL DA CACHOEIRA,96,96,"47462,09","33487,07",-,-,"13975,02",-,-,"494,4","494,4",356,"3,7",1,"1,04"
130390 SAO PAULO DE OLIVENCA,160,160,"62262,92","45365,97",-,-,"16896,95",-,-,"389,14","389,14",503,"3,1",-,-
130395 SAO SEBASTIAO DO UATUMA,31,31,"14971,27","11221,5",-,-,"3749,77",-,-,"482,94","482,94",87,"2,8",-,-
130406 TABATINGA,195,195,"93420,96","63353,56",-,-,"30067,4",-,-,"479,08","479,08",745,"3,8",5,"2,56"
130410 TAPAUA,70,70,"34744,48","25740,43",-,-,"9004,05",-,-,"496,35","496,35",182,"2,6",-,-
130420 TEFE,309,309,"119399,09","85689,1",-,-,"33709,99",-,-,"386,4","386,4",961,"3,1",-,-
130423 TONANTINS,111,111,"36876,57","26937,86",-,-,"9938,71",-,-,"332,22","332,22",433,"3,9",-,-
130426 UARINI,63,63,29026,"19667,66",-,-,"9358,34",-,-,"460,73","460,73",134,"2,1",-,-
140005 ALTO ALEGRE,54,54,"22294,62","19274,05",-,-,"3020,57",-,-,"412,86","412,86",103,"1,9",-,-
140010 BOA VISTA,1490,1490,"1114202,3","840217,18",-,-,"273985,12",-,-,"747,79","747,79",9921,"6,7",47,"3,15"
140015 BONFIM,25,25,"9915,19",8096,-,-,"1819,19",-,-,"396,61","396,61",70,"2,8",-,-
