Período:Abr/2010,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"69495,93","56676,56",-,-,"12819,37",-,-,"365,77","365,77",428,"2,3",1,"0,53"
110002 ARIQUEMES,485,485,"180050,37","130731,11",-,-,"49319,26",-,-,"371,24","371,24",1239,"2,6",3,"0,62"
110003 CABIXI,28,28,"10258,87","8121,17",-,-,"2137,7",-,-,"366,39","366,39",54,"1,9",-,-
110004 CACOAL,492,492,"187645,16","148051,73",-,-,"39593,43",-,-,"381,39","381,39",1559,"3,2",8,"1,63"
110005 CEREJEIRAS,150,150,"51177,01","42311,05",-,-,"8865,96",-,-,"341,18","341,18",370,"2,5",-,-
110006 COLORADO DO OESTE,149,149,"47709,68","39838,11",-,-,"7871,57",-,-,"320,2","320,2",403,"2,7",-,-
110008 COSTA MARQUES,55,55,"25010,7","19782,57",-,-,"5228,13",-,-,"454,74","454,74",167,3,-,-
110009 ESPIGAO D'OESTE,149,149,"36311,74","29466,19",-,-,"6845,55",-,-,"243,7","243,7",320,"2,1",4,"2,68"
110010 GUAJARA-MIRIM,281,281,"119378,12","93696,15",-,-,"25681,97",-,-,"424,83","424,83",815,"2,9",3,"1,07"
110011 JARU,200,200,"86408,84","64562,3",-,-,"21846,54",-,-,"432,04","432,04",501,"2,5",1,"0,5"
110012 JI-PARANA,893,893,"384062,55","299385,53",-,-,"84677,02",-,-,"430,08","430,08",3387,"3,8",12,"1,34"
110013 MACHADINHO D'OESTE,117,117,"43886,1","34511,5",-,-,"9374,6",-,-,"375,09","375,09",252,"2,2",1,"0,85"
110014 NOVA BRASILANDIA D'OESTE,152,152,"54059,74","43538,53",-,-,"10521,21",-,-,"355,66","355,66",354,"2,3",-,-
110015 OURO PRETO DO OESTE,278,278,"97945,25","75542,86",-,-,"22402,39",-,-,"352,32","352,32",524,"1,9",-,-
110018 PIMENTA BUENO,235,235,"81519,13","68422,76",-,-,"13096,37",-,-,"346,89","346,89",714,3,3,"1,28"
110020 PORTO VELHO,1956,1956,"1659273,75","1303048,64",-,-,"356225,11",-,-,"848,3","848,3",13061,"6,7",74,"3,78"
110025 PRESIDENTE MEDICI,103,103,"33139,81","28054,18",-,-,"5085,63",-,-,"321,75","321,75",254,"2,5",1,"0,97"
110028 ROLIM DE MOURA,447,447,"176794,85","143334,32",-,-,"33460,53",-,-,"395,51","395,51",1185,"2,7",9,"2,01"
110029 SANTA LUZIA D'OESTE,38,38,"14816,47","13012,92",-,-,"1803,55",-,-,"389,91","389,91",147,"3,9",-,-
110030 VILHENA,521,521,267887,"215730,29",-,-,"52156,71",-,-,"514,18","514,18",2029,"3,9",12,"2,3"
110032 SAO MIGUEL DO GUAPORE,147,147,"48777,26","39776,04",-,-,"9001,22",-,-,"331,82","331,82",328,"2,2",-,-
110033 NOVA MAMORE,116,116,"44052,54","34747,54",-,-,9305,-,-,"379,76","379,76",332,"2,9",-,-
110034 ALVORADA D'OESTE,117,117,"41242,46","34528,61",-,-,"6713,85",-,-,"352,5","352,5",287,"2,5",-,-
110040 ALTO PARAISO,51,51,"13715,33","11762,89",-,-,"1952,44",-,-,"268,93","268,93",94,"1,8",-,-
110050 NOVO HORIZONTE DO OESTE,45,45,"17180,29","15186,33",-,-,"1993,96",-,-,"381,78","381,78",100,"2,2",-,-
110060 CACAULANDIA,27,27,"10950,11","9636,01",-,-,"1314,1",-,-,"405,56","405,56",84,"3,1",-,-
110070 CAMPO NOVO DE RONDONIA,87,87,"35668,33","30882,57",-,-,"4785,76",-,-,"409,98","409,98",178,2,-,-
110100 GOVERNADOR JORGE TEIXEIRA,193,193,"74385,82","64289,57",-,-,"10096,25",-,-,"385,42","385,42",528,"2,7",-,-
110120 MINISTRO ANDREAZZA,41,41,"15311,79","13473,63",-,-,"1838,16",-,-,"373,46","373,46",138,"3,4",-,-
110130 MIRANTE DA SERRA,104,104,"33885,59","28272,44",-,-,"5613,15",-,-,"325,82","325,82",211,2,-,-
110140 MONTE NEGRO,259,259,"98198,35","82761,34",-,-,"15437,01",-,-,"379,14","379,14",542,"2,1",-,-
110143 NOVA UNIAO,41,41,"14208,38","12128,24",-,-,"2080,14",-,-,"346,55","346,55",87,"2,1",-,-
110145 PARECIS,15,15,"675,5","509,34",-,-,"166,16",-,-,"45,03","45,03",24,"1,6",-,-
110146 PIMENTEIRAS DO OESTE,10,10,"2658,79","2297,17",-,-,"361,62",-,-,"265,88","265,88",23,"2,3",-,-
110149 SAO FRANCISCO DO GUAPORE,99,99,"31800,89","26631,92",-,-,"5168,97",-,-,"321,22","321,22",361,"3,6",-,-
110150 SERINGUEIRAS,93,93,"28319,9","21778,76",-,-,"6541,14",-,-,"304,52","304,52",199,"2,1",-,-
110155 TEIXEIROPOLIS,11,11,"2197,82","1885,13",-,-,"312,69",-,-,"199,8","199,8",32,"2,9",-,-
110160 THEOBROMA,54,54,"16194,67","14126,86",-,-,"2067,81",-,-,"299,9","299,9",92,"1,7",-,-
