Período:Nov/2010,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"65280,86","55525,41",-,-,"9755,45",-,-,"343,58","343,58",454,"2,4",-,-
110002 ARIQUEMES,473,473,"288245,5","225433,57",-,-,"62811,93",-,-,"609,4","609,4",1661,"3,5",13,"2,75"
110003 CABIXI,30,30,"10005,27","8222,13",-,-,"1783,14",-,-,"333,51","333,51",66,"2,2",1,"3,33"
110004 CACOAL,445,445,"167166,73","130702,13",-,-,"36464,6",-,-,"375,66","375,66",1601,"3,6",4,"0,9"
110005 CEREJEIRAS,119,119,"37259,54","30827,35",-,-,"6432,19",-,-,"313,11","313,11",318,"2,7",-,-
110006 COLORADO DO OESTE,126,126,"44036,21","35671,04",-,-,"8365,17",-,-,"349,49","349,49",305,"2,4",2,"1,59"
110009 ESPIGAO D'OESTE,99,99,"21334,26","18099,54",-,-,"3234,72",-,-,"215,5","215,5",264,"2,7",5,"5,05"
110010 GUAJARA-MIRIM,254,254,"105896,45","79332,7",-,-,"26563,75",-,-,"416,92","416,92",666,"2,6",7,"2,76"
110011 JARU,204,204,"83015,35","59045,26",-,-,"23970,09",-,-,"406,94","406,94",536,"2,6",6,"2,94"
110012 JI-PARANA,711,711,"383348,52","302134,98",-,-,"81213,54",-,-,"539,17","539,17",2528,"3,6",27,"3,8"
110013 MACHADINHO D'OESTE,181,181,"56535,15","47185,37",-,-,"9349,78",-,-,"312,35","312,35",400,"2,2",1,"0,55"
110014 NOVA BRASILANDIA D'OESTE,129,129,"44015,66","37153,36",-,-,"6862,3",-,-,"341,21","341,21",356,"2,8",-,-
