Período:Jan/2010,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"62394,15","51075,21",-,-,"11318,94",-,-,"328,39","328,39",457,"2,4",3,"1,58"
110002 ARIQUEMES,487,487,"177201,28","134263,84",-,-,"42937,44",-,-,"363,86","363,86",1223,"2,5",8,"1,64"
110003 CABIXI,33,33,"9013,14","7764,57",-,-,"1248,57",-,-,"273,13","273,13",65,2,-,-
110004 CACOAL,556,556,"197358,55","151785,73",-,-,"45572,82",-,-,"354,96","354,96",1636,"2,9",13,"2,34"
110005 CEREJEIRAS,150,150,"50636,79","42824,27",-,-,"7812,52",-,-,"337,58","337,58",343,"2,3",-,-
110006 COLORADO DO OESTE,126,126,"40579,33","33711,7",-,-,"6867,63",-,-,"322,06","322,06",344,"2,7",-,-
110007 CORUMBIARA,55,55,"14887,97","13016,89",-,-,"1871,08",-,-,"270,69","270,69",148,"2,7",-,-
110008 COSTA MARQUES,55,55,"23159,13","18490,98",-,-,"4668,15",-,-,"421,08","421,08",153,"2,8",-,-
110009 ESPIGAO D'OESTE,132,132,"24241,19","19779,41",-,-,"4461,78",-,-,"183,65","183,65",238,"1,8",-,-
110010 GUAJARA-MIRIM,284,284,"102910,12","80487,08",-,-,"22423,04",-,-,"362,36","362,36",748,"2,6",4,"1,41"
110011 JARU,197,197,"76546,81","57412,54",-,-,"19134,27",-,-,"388,56","388,56",489,"2,5",6,"3,05"
110012 JI-PARANA,890,890,"344442,24","258757,99",-,-,"85684,25",-,-,"387,01","387,01",2660,3,2,"0,22"
110013 MACHADINHO D'OESTE,132,132,"45618,2","35559,93",-,-,"10058,27",-,-,"345,59","345,59",378,"2,9",-,-
110014 NOVA BRASILANDIA D'OESTE,140,140,"50335,6","42105,3",-,-,"8230,3",-,-,"359,54","359,54",385,"2,8",1,"0,71"
110015 OURO PRETO DO OESTE,428,428,"145648,53","117454,9",-,-,"28193,63",-,-,"340,3","340,3",876,2,4,"0,93"
110018 PIMENTA BUENO,235,235,"75811,26","62785,85",-,-,"13025,41",-,-,"322,6","322,6",727,"3,1",3,"1,28"
110020 PORTO VELHO,1929,1929,"1309488,32","1014516,95",-,-,"294971,37",-,-,"678,84","678,84",13027,"6,8",67,"3,47"
110025 PRESIDENTE MEDICI,117,117,"35247,13","29033,26",-,-,"6213,87",-,-,"301,26","301,26",337,"2,9",2,"1,71"
110028 ROLIM DE MOURA,487,487,"166996,84","134459,72",-,-,"32537,12",-,-,"342,91","342,91",1100,"2,3",7,"1,44"
110030 VILHENA,521,521,"271792,53","224300,61",-,-,"47491,92",-,-,"521,67","521,67",1975,"3,8",23,"4,41"
110032 SAO MIGUEL DO GUAPORE,170,170,"57001,4","47436,26",-,-,"9565,14",-,-,"335,3","335,3",399,"2,3",-,-
110033 NOVA MAMORE,71,71,"25197,39","19034,13",-,-,"6163,26",-,-,"354,89","354,89",185,"2,6",-,-
110034 ALVORADA D'OESTE,117,117,"41275,81","33120,77",-,-,"8155,04",-,-,"352,78","352,78",290,"2,5",-,-
110040 ALTO PARAISO,27,27,"7377,42","6365,8",-,-,"1011,62",-,-,"273,24","273,24",50,"1,9",-,-
110050 NOVO HORIZONTE DO OESTE,45,45,"15901,42","13548,47",-,-,"2352,95",-,-,"353,36","353,36",89,2,-,-
110060 CACAULANDIA,27,27,"7247,56","6241,31",-,-,"1006,25",-,-,"268,43","268,43",62,"2,3",-,-
110070 CAMPO NOVO DE RONDONIA,86,86,"29601,73","25493,24",-,-,"4108,49",-,-,"344,21","344,21",179,"2,1",-,-
110100 GOVERNADOR JORGE TEIXEIRA,20,20,"6676,4","5809,65",-,-,"866,75",-,-,"333,82","333,82",50,"2,5",-,-
110110 ITAPUA DO OESTE,7,7,"2629,61","2226,29",-,-,"403,32",-,-,"375,66","375,66",13,"1,9",-,-
110120 MINISTRO ANDREAZZA,41,41,"12171,77","10176,78",-,-,"1994,99",-,-,"296,87","296,87",88,"2,1",-,-
110130 MIRANTE DA SERRA,104,104,"37878,2","32203,27",-,-,"5674,93",-,-,"364,21","364,21",228,"2,2",-,-
110140 MONTE NEGRO,259,259,"79085,28","66912,83",-,-,"12172,45",-,-,"305,35","305,35",547,"2,1",-,-
110143 NOVA UNIAO,45,45,"14307,54","12336,84",-,-,"1970,7",-,-,"317,95","317,95",94,"2,1",-,-
110145 PARECIS,15,15,"663,3","500,1",-,-,"163,2",-,-,"44,22","44,22",18,"1,2",-,-
110146 PIMENTEIRAS DO OESTE,12,12,"4279,14","3735,85",-,-,"543,29",-,-,"356,6","356,6",22,"1,8",-,-
110149 SAO FRANCISCO DO GUAPORE,99,99,"37613,65","31927,96",-,-,"5685,69",-,-,"379,94","379,94",391,"3,9",-,-
110150 SERINGUEIRAS,94,94,"30095,93","22788,46",-,-,"7307,47",-,-,"320,17","320,17",211,"2,2",-,-
110155 TEIXEIROPOLIS,23,23,"6306,65","5384,67",-,-,"921,98",-,-,"274,2","274,2",52,"2,3",-,-
110170 URUPA,84,84,"24130,54","20967,7",-,-,"3162,84",-,-,"287,27","287,27",165,2,-,-
110175 VALE DO ANARI,19,19,"5110,1","4153,15",-,-,"956,95",-,-,"268,95","268,95",45,"2,4",-,-
110180 VALE DO PARAISO,52,52,"15547,07","13017,44",-,-,"2529,63",-,-,"298,98","298,98",55,"1,1",-,-
120005 ASSIS BRASIL,18,18,"8362,04","6510,55",-,-,"1851,49",-,-,"464,56","464,56",39,"2,2",-,-
120010 BRASILEIA,343,343,"112338,08","81163,47",-,-,"31174,61",-,-,"327,52","327,52",857,"2,5",2,"0,58"
120020 CRUZEIRO DO SUL,908,908,"389404,46","291436,04",-,-,"97968,42",-,-,"428,86","428,86",3041,"3,3",8,"0,88"
120030 FEIJO,82,82,"34258,82","24109,92",-,-,"10148,9",-,-,"417,79","417,79",207,"2,5",-,-
120033 MANCIO LIMA,48,48,"17329,84","12114,91",-,-,"5214,93",-,-,"361,04","361,04",128,"2,7",-,-
120034 MANOEL URBANO,41,41,"9720,38","7155,37",-,-,"2565,01",-,-,"237,08","237,08",84,2,-,-
120038 PLACIDO DE CASTRO,35,35,"10858,33","9409,85",-,-,"1448,48",-,-,"310,24","310,24",110,"3,1",-,-
120040 RIO BRANCO,2447,2447,"1742749,3","1325900,32",-,-,"416848,98",-,-,"712,2","712,2",14564,6,95,"3,88"
120042 RODRIGUES ALVES,30,30,"1960,67","1573,85",-,-,"386,82",-,-,"65,36","65,36",31,1,-,-
120050 SENA MADUREIRA,248,248,"89044,29","73441,79",-,-,"15602,5",-,-,"359,05","359,05",768,"3,1",-,-
120060 TARAUACA,122,122,"52847,78","37567,36",-,-,"15280,42",-,-,"433,18","433,18",284,"2,3",2,"1,64"
120070 XAPURI,90,90,"22168,34","18378,06",-,-,"3790,28",-,-,"246,31","246,31",255,"2,8",-,-
130002 ALVARAES,33,33,"12106,09","8392,76",-,-,"3713,33",-,-,"366,85","366,85",79,"2,4",-,-
130006 AMATURA,14,14,"9702,47","8408,94",-,-,"1293,53",-,-,"693,03","693,03",47,"3,4",-,-
130008 ANAMA,32,32,"11923,44","8839,63",-,-,"3083,81",-,-,"372,61","372,61",102,"3,2",-,-
130010 ANORI,19,19,"6374,74","4898,28",-,-,"1476,46",-,-,"335,51","335,51",53,"2,8",-,-
130014 APUI,82,82,"40603,14","30768,22",-,-,"9834,92",-,-,"495,16","495,16",239,"2,9",-,-
130030 AUTAZES,44,44,"18567,41","13486,29",-,-,"5081,12",-,-,"421,99","421,99",110,"2,5",-,-
130040 BARCELOS,71,71,"24010,33","18108,35",-,-,"5901,98",-,-,"338,17","338,17",208,"2,9",-,-
130050 BARREIRINHA,73,73,"30342,95","22386,73",-,-,"7956,22",-,-,"415,66","415,66",207,"2,8",-,-
130060 BENJAMIN CONSTANT,90,90,"36687,59","25055,39",-,-,"11632,2",-,-,"407,64","407,64",241,"2,7",1,"1,11"
130063 BERURI,43,43,"18093,83","11943,56",-,-,"6150,27",-,-,"420,79","420,79",119,"2,8",-,-
130068 BOA VISTA DO RAMOS,21,21,"9779,27","6308,05",-,-,"3471,22",-,-,"465,68","465,68",44,"2,1",-,-
130080 BORBA,34,34,"11936,75","9976,58",-,-,"1960,17",-,-,"351,08","351,08",114,"3,4",1,"2,94"
130083 CAAPIRANGA,11,11,"4110,4","3373,88",-,-,"736,52",-,-,"373,67","373,67",42,"3,8",-,-
130090 CANUTAMA,79,79,"29220,08","22010,62",-,-,"7209,46",-,-,"369,87","369,87",245,"3,1",-,-
130100 CARAUARI,229,229,"92871,54","68264,26",-,-,"24607,28",-,-,"405,55","405,55",619,"2,7",-,-
130110 CAREIRO,40,40,"13273,32",9748,-,-,"3525,32",-,-,"331,83","331,83",127,"3,2",-,-
130120 COARI,309,309,"124698,22","84087,04",-,-,"40611,18",-,-,"403,55","403,55",1054,"3,4",-,-
130130 CODAJAS,93,93,"38613,31","27736,08",-,-,"10877,23",-,-,"415,2","415,2",161,"1,7",-,-
130140 EIRUNEPE,118,118,"54543,19","38383,64",-,-,"16159,55",-,-,"462,23","462,23",357,3,-,-
130160 FONTE BOA,160,160,"51736,66","37865,36",-,-,"13871,3",-,-,"323,35","323,35",759,"4,7",-,-
130165 GUAJARA,35,35,"14518,78","12799,16",-,-,"1719,62",-,-,"414,82","414,82",139,4,-,-
130170 HUMAITA,140,140,"58688,12","43669,8",-,-,"15018,32",-,-,"419,2","419,2",461,"3,3",-,-
130180 IPIXUNA,70,70,"39760,96","32691,02",-,-,"7069,94",-,-,"568,01","568,01",205,"2,9",-,-
130185 IRANDUBA,137,137,"60664,99","42495,31",-,-,"18169,68",-,-,"442,81","442,81",301,"2,2",-,-
130190 ITACOATIARA,391,391,"176275,79","125142,37",-,-,"51133,42",-,-,"450,83","450,83",1135,"2,9",1,"0,26"
130195 ITAMARATI,25,25,"12504,52","10919,44",-,-,"1585,08",-,-,"500,18","500,18",81,"3,2",-,-
130200 ITAPIRANGA,32,32,"14206,1","9103,14",-,-,"5102,96",-,-,"443,94","443,94",53,"1,7",-,-
130230 JUTAI,67,67,"27662,49","19960,9",-,-,"7701,59",-,-,"412,87","412,87",165,"2,5",-,-
130240 LABREA,107,107,"37306,61","26707,94",-,-,"10598,67",-,-,"348,66","348,66",339,"3,2",-,-
130250 MANACAPURU,391,391,"168698,31","112026,62",-,-,"56671,69",-,-,"431,45","431,45",893,"2,3",-,-
130255 MANAQUIRI,37,37,"11749,58","9838,9",-,-,"1910,68",-,-,"317,56","317,56",157,"4,2",-,-
130260 MANAUS,8198,8246,"7168519,45","5608575,99",-,-,"1559943,46",-,-,"869,33","874,42",50976,"6,2",263,"3,21"
130270 MANICORE,179,179,"102888,83","85479,56",-,-,"17409,27",-,-,"574,8","574,8",557,"3,1",-,-
130280 MARAA,82,82,"30221,67","24834,44",-,-,"5387,23",-,-,"368,56","368,56",592,"7,2",-,-
130290 MAUES,139,139,"60512,15","40436,24",-,-,"20075,91",-,-,"435,34","435,34",364,"2,6",1,"0,72"
130300 NHAMUNDA,53,53,"17830,37","13544,23",-,-,"4286,14",-,-,"336,42","336,42",119,"2,2",-,-
130310 NOVA OLINDA DO NORTE,112,112,"46379,62","34164,78",-,-,"12214,84",-,-,"414,1","414,1",368,"3,3",-,-
130320 NOVO AIRAO,22,22,"10164,12","6399,52",-,-,"3764,6",-,-,"462,01","462,01",76,"3,5",-,-
130330 NOVO ARIPUANA,89,89,"44394,41","35400,23",-,-,"8994,18",-,-,"498,81","498,81",311,"3,5",-,-
130340 PARINTINS,463,463,"194651,29","136745,81",-,-,"57905,48",-,-,"420,41","420,41",1499,"3,2",-,-
130353 PRESIDENTE FIGUEIREDO,100,100,"46977,47","35176,2",-,-,"11801,27",-,-,"469,77","469,77",462,"4,6",-,-
130356 RIO PRETO DA EVA,80,80,"25482,69","20269,7",-,-,"5212,99",-,-,"318,53","318,53",213,"2,7",-,-
130360 SANTA ISABEL DO RIO NEGRO,37,37,14024,"10405,31",-,-,"3618,69",-,-,"379,03","379,03",92,"2,5",-,-
130370 SANTO ANTONIO DO ICA,68,68,"31100,49","20097,16",-,-,"11003,33",-,-,"457,36","457,36",210,"3,1",-,-
130380 SAO GABRIEL DA CACHOEIRA,66,66,"30017,09","22120,88",-,-,"7896,21",-,-,"454,8","454,8",240,"3,6",1,"1,52"
130390 SAO PAULO DE OLIVENCA,1,1,"582,42","504,07",-,-,"78,35",-,-,"582,42","582,42",3,3,-,-
130395 SAO SEBASTIAO DO UATUMA,27,27,"11128,77","8729,98",-,-,"2398,79",-,-,"412,18","412,18",72,"2,7",-,-
130400 SILVES,23,23,"6931,95","5995,16",-,-,"936,79",-,-,"301,39","301,39",116,5,-,-
130406 TABATINGA,300,300,"132765,44",91721,-,-,"41044,44",-,-,"442,55","442,55",1203,4,7,"2,33"
130410 TAPAUA,53,53,"30207,53","23388,27",-,-,"6819,26",-,-,"569,95","569,95",178,"3,4",-,-
130420 TEFE,256,256,"102288,33","71690,72",-,-,"30597,61",-,-,"399,56","399,56",1238,"4,8",1,"0,39"
130423 TONANTINS,56,56,"18918,67","14646,53",-,-,"4272,14",-,-,"337,83","337,83",187,"3,3",-,-
130430 URUCARA,79,79,"32243,12","26784,38",-,-,"5458,74",-,-,"408,14","408,14",268,"3,4",-,-
140005 ALTO ALEGRE,53,53,"23054,73","20555,16",-,-,"2499,57",-,-,"434,99","434,99",112,"2,1",-,-
