Per�odo:Jun/2024
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"120038 PLACIDO DE CASTRO";53;53;31403,76;22753,64;-;-;8650,12;-;-;592,52;592,52;120;2,3;-;-
"120039 PORTO WALTER";35;35;7788,44;5840,20;-;-;1948,24;-;-;222,53;222,53;51;1,5;-;-
"120040 RIO BRANCO";2518;2518;3460265,18;2667639,89;-;-;792625,29;-;-;1374,21;1374,21;14120;5,6;106;4,21
"120042 RODRIGUES ALVES";46;46;16673,31;14524,81;-;-;2148,50;-;-;362,46;362,46;160;3,5;-;-
"120043 SANTA ROSA DO PURUS";13;13;4792,39;4035,14;-;-;757,25;-;-;368,65;368,65;33;2,5;-;-
"120045 SENADOR GUIOMARD";132;132;50151,23;33846,56;-;-;16304,67;-;-;379,93;379,93;197;1,5;1;0,76
"120050 SENA MADUREIRA";146;146;62424,17;49208,50;-;-;13215,67;-;-;427,56;427,56;482;3,3;-;-
"120060 TARAUACA";312;312;141216,84;99452,22;-;-;41764,62;-;-;452,62;452,62;562;1,8;2;0,64
"120070 XAPURI";41;41;15352,30;13512,40;-;-;1839,90;-;-;374,45;374,45;151;3,7;1;2,44
"130002 ALVARAES";83;83;36457,99;26932,72;-;-;9525,27;-;-;439,25;439,25;289;3,5;-;-
"130008 ANAMA";150;150;48089,90;41121,69;-;-;6968,21;-;-;320,60;320,60;457;3,0;-;-
"130010 ANORI";50;50;19717,19;14650,65;-;-;5066,54;-;-;394,34;394,34;123;2,5;-;-
"130014 APUI";68;68;31897,24;22848,15;-;-;9049,09;-;-;469,08;469,08;240;3,5;2;2,94
"130020 ATALAIA DO NORTE";58;58;22426,64;17740,18;-;-;4686,46;-;-;386,67;386,67;136;2,3;-;-
"130030 AUTAZES";90;90;51663,40;38178,95;-;-;13484,45;-;-;574,04;574,04;304;3,4;-;-
"130040 BARCELOS";73;73;34019,27;24733,17;-;-;9286,10;-;-;466,02;466,02;278;3,8;2;2,74
"130050 BARREIRINHA";126;126;53246,85;39090,50;-;-;14156,35;-;-;422,59;422,59;335;2,7;1;0,79
"130063 BERURI";70;70;26068,06;19011,45;-;-;7056,61;-;-;372,40;372,40;162;2,3;1;1,43
"130068 BOA VISTA DO RAMOS";53;53;19831,81;14952,55;-;-;4879,26;-;-;374,19;374,19;173;3,3;-;-
"130070 BOCA DO ACRE";219;219;145100,28;96220,66;11111,72;-;32134,86;5633,04;-;662,56;662,56;720;3,3;-;-
"130080 BORBA";163;163;63170,89;48826,63;-;-;14344,26;-;-;387,55;387,55;410;2,5;-;-
"130090 CANUTAMA";66;66;29539,40;22437,13;-;-;7102,27;-;-;447,57;447,57;170;2,6;1;1,52
"130100 CARAUARI";224;224;152682,73;91983,82;15806,84;-;36621,40;8270,67;-;681,62;681,62;449;2,0;4;1,79
"130110 CAREIRO";259;259;141331,12;102667,16;-;-;38663,96;-;-;545,68;545,68;598;2,3;-;-
"130120 COARI";428;428;256329,75;181253,38;-;-;75076,37;-;-;598,90;598,90;1181;2,8;16;3,74
"130130 CODAJAS";89;89;35349,91;26363,55;-;-;8986,36;-;-;397,19;397,19;217;2,4;1;1,12
"130140 EIRUNEPE";154;154;79303,68;58289,93;-;-;21013,75;-;-;514,96;514,96;572;3,7;3;1,95
"130150 ENVIRA";86;86;35560,64;25144,81;-;-;10415,83;-;-;413,50;413,50;180;2,1;3;3,49
"130165 GUAJARA";41;41;18594,63;15265,94;-;-;3328,69;-;-;453,53;453,53;144;3,5;-;-
"130190 ITACOATIARA";402;402;217427,30;154001,06;-;-;63426,24;-;-;540,86;540,86;1581;3,9;10;2,49
"130195 ITAMARATI";83;83;35779,23;27318,64;-;-;8460,59;-;-;431,08;431,08;224;2,7;-;-
"130200 ITAPIRANGA";29;29;17481,20;12337,96;1198,71;-;3313,06;631,47;-;602,80;602,80;75;2,6;-;-
"130250 MANACAPURU";591;591;323043,53;215876,29;16107,97;-;82270,77;8788,50;-;546,60;546,60;1449;2,5;8;1,35
"130260 MANAUS";10928;10928;18687744,44;14799750,53;172789,61;-;3629686,93;85517,37;-;1710,08;1710,08;70130;6,4;547;5,01
"130270 MANICORE";182;182;82070,40;57404,72;-;-;24665,68;-;-;450,94;450,94;394;2,2;1;0,55
"130290 MAUES";283;283;148234,01;104994,38;-;-;43239,63;-;-;523,80;523,80;962;3,4;9;3,18
"130310 NOVA OLINDA DO NORTE";81;81;41280,68;27804,71;-;-;13475,97;-;-;509,64;509,64;201;2,5;-;-
"130320 NOVO AIRAO";89;89;41600,11;30872,99;-;-;10727,12;-;-;467,42;467,42;220;2,5;6;6,74
"130330 NOVO ARIPUANA";97;97;43468,79;31619,46;-;-;11849,33;-;-;448,13;448,13;241;2,5;1;1,03
"130340 PARINTINS";827;827;380738,32;254491,87;26370,25;-;87553,93;12322,27;-;460,38;460,38;2615;3,2;12;1,45
"130350 PAUINI";101;101;49278,18;35658,11;-;-;13620,07;-;-;487,90;487,90;325;3,2;1;0,99
"130353 PRESIDENTE FIGUEIREDO";90;90;47537,66;33863,68;-;-;13673,98;-;-;528,20;528,20;256;2,8;-;-
"130356 RIO PRETO DA EVA";33;33;15702,02;11341,62;-;-;4360,40;-;-;475,82;475,82;230;7,0;-;-
"130360 SANTA ISABEL DO RIO NEGRO";54;54;16631,66;12269,73;-;-;4361,93;-;-;307,99;307,99;181;3,4;1;1,85
"130370 SANTO ANTONIO DO ICA";108;108;37980,57;29181,99;-;-;8798,58;-;-;351,67;351,67;247;2,3;2;1,85
"130390 SAO PAULO DE OLIVENCA";168;168;107121,30;94670,34;-;-;12450,96;-;-;637,63;637,63;547;3,3;4;2,38
"130395 SAO SEBASTIAO DO UATUMA";121;121;161790,41;50953,91;57629,70;-;21165,90;32040,90;-;1337,11;1337,11;279;2,3;1;0,83
"130400 SILVES";65;65;37439,08;22560,87;5768,67;-;6147,47;2962,07;-;575,99;575,99;188;2,9;2;3,08
"130406 TABATINGA";40;40;25245,06;19568,92;-;-;5676,14;-;-;631,13;631,13;175;4,4;-;-
"130420 TEFE";527;527;254678,88;182181,72;5463,59;-;64218,54;2815,03;-;483,26;483,26;1205;2,3;5;0,95
"130423 TONANTINS";98;98;40102,84;30232,41;-;-;9870,43;-;-;409,21;409,21;275;2,8;-;-
"130430 URUCARA";42;42;17299,96;13177,42;-;-;4122,54;-;-;411,90;411,90;175;4,2;1;2,38
"140005 ALTO ALEGRE";12;12;4380,94;3694,14;-;-;686,80;-;-;365,08;365,08;21;1,8;-;-
"140010 BOA VISTA";2153;2153;2556578,24;2025227,90;-;-;531350,34;-;-;1187,45;1187,45;14616;6,8;83;3,86
"140015 BONFIM";1;1;461,40;275,60;-;-;185,80;-;-;461,40;461,40;1;1,0;-;-
"140020 CARACARAI";12;12;4929,61;4074,20;-;-;855,41;-;-;410,80;410,80;31;2,6;-;-
"140023 CAROEBE";21;21;6526,32;5577,93;-;-;948,39;-;-;310,78;310,78;58;2,8;-;-
"140040 NORMANDIA";10;10;4648,95;3481,25;-;-;1167,70;-;-;464,89;464,89;20;2,0;-;-
"140045 PACARAIMA";21;21;7980,19;5872,41;-;-;2107,78;-;-;380,01;380,01;44;2,1;-;-
"140047 RORAINOPOLIS";10;10;5455,25;3699,31;-;-;1755,94;-;-;545,52;545,52;49;4,9;-;-
"140050 SAO JOAO DA BALIZA";20;20;5801,03;5141,06;-;-;659,97;-;-;290,05;290,05;47;2,4;-;-
"140060 SAO LUIZ";6;6;1613,74;1377,64;-;-;236,10;-;-;268,96;268,96;26;4,3;-;-
"150010 ABAETETUBA";1020;1020;681127,22;511012,10;-;-;170115,12;-;-;667,77;667,77;4353;4,3;15;1,47
"150013 ABEL FIGUEIREDO";36;36;14293,01;11285,10;-;-;3007,91;-;-;397,03;397,03;74;2,1;1;2,78
"150020 ACARA";164;164;88954,90;54216,03;8880,79;-;21102,34;4755,74;-;542,41;542,41;572;3,5;4;2,44
"150030 AFUA";96;96;38587,39;31555,67;-;-;7031,72;-;-;401,95;401,95;344;3,6;-;-
"150034 AGUA AZUL DO NORTE";166;166;130844,24;47553,18;8843,40;-;54953,76;19493,90;-;788,22;788,22;218;1,3;-;-
"150040 ALENQUER";504;504;184308,52;145786,65;-;-;38521,87;-;-;365,69;365,69;1109;2,2;8;1,59
"150050 ALMEIRIM";157;157;75992,32;57407,21;-;-;18585,11;-;-;484,03;484,03;375;2,4;1;0,64
"150060 ALTAMIRA";965;965;999878,12;725488,11;42632,63;-;202704,10;29053,28;-;1036,14;1036,14;4921;5,1;42;4,35
"150080 ANANINDEUA";1962;1962;2926596,58;2244832,41;29916,83;-;635491,32;16356,02;-;1491,64;1491,64;9083;4,6;51;2,60
"150090 AUGUSTO CORREA";321;321;121098,33;102214,26;-;-;18884,07;-;-;377,25;377,25;1178;3,7;-;-
"150095 AURORA DO PARA";135;135;54264,46;41177,22;991,92;-;11610,44;484,88;-;401,96;401,96;444;3,3;3;2,22
"150110 BAGRE";39;39;14851,92;12223,30;-;-;2628,62;-;-;380,82;380,82;149;3,8;-;-
"150120 BAIAO";200;200;100617,04;84186,80;-;-;16430,24;-;-;503,09;503,09;555;2,8;3;1,50
"150125 BANNACH";12;12;4232,56;3715,87;-;-;516,69;-;-;352,71;352,71;33;2,8;-;-
"150130 BARCARENA";604;604;465855,40;342127,30;-;-;123728,10;-;-;771,28;771,28;2381;3,9;15;2,48
"150140 BELEM";11743;11743;26444227,96;20028782,85;147251,59;-;6194764,88;73428,64;-;2251,91;2251,91;61166;5,2;432;3,68
"150145 BELTERRA";60;60;35708,69;26165,32;-;-;9543,37;-;-;595,14;595,14;155;2,6;-;-
"150157 BOM JESUS DO TOCANTINS";81;81;30730,93;24904,99;-;-;5825,94;-;-;379,39;379,39;189;2,3;-;-
"150170 BRAGANCA";972;972;1023807,72;788442,44;-;-;235365,28;-;-;1053,30;1053,30;3867;4,0;18;1,85
"150175 BREJO GRANDE DO ARAGUAIA";59;59;22642,29;19583,44;-;-;3058,85;-;-;383,77;383,77;163;2,8;-;-
"150178 BREU BRANCO";83;83;43569,36;33461,74;-;-;10107,62;-;-;524,93;524,93;248;3,0;-;-
"150180 BREVES";1030;1030;1113306,00;884981,22;590,44;-;227416,85;317,49;-;1080,88;1080,88;5114;5,0;26;2,52
"150200 CACHOEIRA DO ARARI";106;106;34878,76;27710,72;-;-;7168,04;-;-;329,04;329,04;269;2,5;-;-
"150210 CAMETA";705;705;380592,55;261553,98;-;-;119038,57;-;-;539,85;539,85;2122;3,0;14;1,99
"150220 CAPANEMA";826;826;1021913,25;792957,00;25730,40;-;189463,45;13762,40;-;1237,18;1237,18;3522;4,3;19;2,30
"150230 CAPITAO POCO";76;76;35026,06;27692,22;-;-;7333,84;-;-;460,87;460,87;237;3,1;-;-
"150240 CASTANHAL";2293;2293;2578550,71;1839985,49;183128,72;-;469585,95;85850,55;-;1124,53;1124,53;9241;4,0;94;4,10
"150270 CONCEICAO DO ARAGUAIA";398;398;301832,58;224020,56;13800,36;-;54424,73;9586,93;-;758,37;758,37;1666;4,2;5;1,26
"150275 CONCORDIA DO PARA";44;44;13708,27;11485,30;-;-;2222,97;-;-;311,55;311,55;151;3,4;-;-
"150276 CUMARU DO NORTE";60;60;18851,00;15130,08;-;-;3720,92;-;-;314,18;314,18;188;3,1;-;-
"150277 CURIONOPOLIS";98;98;44132,75;34393,59;-;-;9739,16;-;-;450,33;450,33;263;2,7;-;-
"150280 CURRALINHO";200;200;93875,48;70510,51;-;-;23364,97;-;-;469,38;469,38;811;4,1;-;-
"150295 ELDORADO DOS CARAJAS";151;151;87747,61;71105,55;-;-;16642,06;-;-;581,11;581,11;341;2,3;-;-
"150300 FARO";37;37;10000,50;8243,59;-;-;1756,91;-;-;270,28;270,28;100;2,7;-;-
"150304 FLORESTA DO ARAGUAIA";124;124;51858,98;40731,14;-;-;11127,84;-;-;418,22;418,22;197;1,6;-;-
"150307 GARRAFAO DO NORTE";52;52;47611,84;23961,48;11808,80;125,00;5366,76;6349,80;-;915,61;915,61;218;4,2;1;1,92
"150310 GURUPA";161;161;64341,91;50099,53;-;-;14242,38;-;-;399,64;399,64;346;2,1;-;-
"150320 IGARAPE-ACU";79;79;36883,31;32078,95;-;-;4804,36;-;-;466,88;466,88;371;4,7;6;7,59
"150330 IGARAPE-MIRI";642;642;237574,58;182846,47;-;-;54728,11;-;-;370,05;370,05;1735;2,7;5;0,78
"150345 IPIXUNA DO PARA";465;465;226234,49;154756,83;11407,70;-;54347,74;5722,22;-;486,53;486,53;1383;3,0;2;0,43
"150360 ITAITUBA";438;438;701501,71;551813,21;19058,66;-;120886,40;9743,44;-;1601,60;1601,60;3749;8,6;25;5,71
"150370 ITUPIRANGA";142;142;71923,70;48688,39;2741,04;-;19078,79;1415,48;-;506,50;506,50;415;2,9;2;1,41
"150375 JACAREACANGA";112;112;42302,22;30777,20;-;-;11525,02;-;-;377,70;377,70;447;4,0;1;0,89
"150380 JACUNDA";255;255;108545,02;84661,71;-;-;23883,31;-;-;425,67;425,67;850;3,3;6;2,35
"150390 JURUTI";31;31;26110,48;17255,90;-;-;8854,58;-;-;842,27;842,27;53;1,7;-;-
"150400 LIMOEIRO DO AJURU";86;86;37228,93;33368,95;-;-;3859,98;-;-;432,89;432,89;314;3,7;-;-
"150420 MARABA";1457;1457;1583657,99;1182716,47;50472,12;-;323608,47;26860,93;-;1086,93;1086,93;6887;4,7;60;4,12
"150430 MARACANA";35;35;10046,56;7390,78;-;-;2655,78;-;-;287,04;287,04;180;5,1;-;-
"150442 MARITUBA";570;570;445537,92;326377,53;-;-;119160,39;-;-;781,65;781,65;2086;3,7;22;3,86
"150445 MEDICILANDIA";105;105;47502,01;33934,47;-;-;13567,54;-;-;452,40;452,40;322;3,1;1;0,95
"150450 MELGACO";76;76;23558,26;18574,31;-;-;4983,95;-;-;309,98;309,98;181;2,4;-;-
"150460 MOCAJUBA";154;154;80436,77;61531,25;-;-;18905,52;-;-;522,32;522,32;537;3,5;-;-
"150480 MONTE ALEGRE";238;238;92591,39;71447,03;-;-;21144,36;-;-;389,04;389,04;869;3,7;4;1,68
"150506 NOVO REPARTIMENTO";112;112;62880,32;43176,24;-;-;19704,08;-;-;561,43;561,43;401;3,6;2;1,79
"150520 OEIRAS DO PARA";100;100;37290,08;31198,85;-;-;6091,23;-;-;372,90;372,90;316;3,2;-;-
"150540 OUREM";95;95;89028,11;48431,65;18595,36;-;12091,50;9909,60;-;937,14;937,14;258;2,7;4;4,21
"150543 OURILANDIA DO NORTE";767;767;429630,75;322058,22;11237,82;-;90584,51;5750,20;-;560,14;560,14;2539;3,3;20;2,61
"150548 PACAJA";241;241;114587,44;90133,61;-;-;24453,83;-;-;475,47;475,47;595;2,5;3;1,24
"150549 PALESTINA DO PARA";21;21;8618,76;7162,48;-;-;1456,28;-;-;410,42;410,42;76;3,6;1;4,76
"150550 PARAGOMINAS";688;688;625531,06;388573,51;59261,13;-;139901,17;37795,25;-;909,20;909,20;2279;3,3;11;1,60
"150553 PARAUAPEBAS";1040;1040;809650,44;629127,94;-;-;180522,50;-;-;778,51;778,51;4617;4,4;38;3,65
"150563 PICARRA";61;61;17986,35;15122,98;-;-;2863,37;-;-;294,86;294,86;126;2,1;-;-
"150570 PONTA DE PEDRAS";106;106;36777,12;31572,07;-;-;5205,05;-;-;346,95;346,95;311;2,9;-;-
"150580 PORTEL";175;175;98815,43;69588,19;6357,85;-;18992,89;3876,50;-;564,66;564,66;538;3,1;9;5,14
"150590 PORTO DE MOZ";151;151;54263,99;41848,32;-;-;12415,67;-;-;359,36;359,36;254;1,7;-;-
"150600 PRAINHA";53;53;44615,04;23203,67;7039,20;-;10515,06;3857,11;-;841,79;841,79;120;2,3;-;-
"150613 REDENCAO";854;854;1121681,16;880678,89;30384,39;-;195078,95;15538,93;-;1313,44;1313,44;3393;4,0;33;3,86
"150616 RIO MARIA";125;125;62230,21;44195,98;-;-;18034,23;-;-;497,84;497,84;296;2,4;-;-
"150618 RONDON DO PARA";193;193;81583,94;60150,86;-;-;21433,08;-;-;422,71;422,71;557;2,9;-;-
"150620 SALINOPOLIS";245;245;124809,09;93194,26;-;-;31614,83;-;-;509,42;509,42;956;3,9;6;2,45
"150630 SALVATERRA";63;63;39150,47;31939,24;-;-;7211,23;-;-;621,44;621,44;198;3,1;-;-
"150640 SANTA CRUZ DO ARARI";43;43;11466,95;9642,48;-;-;1824,47;-;-;266,67;266,67;116;2,7;-;-
"150650 SANTA IZABEL DO PARA";357;357;148881,00;62058,46;46342,17;-;15793,37;24687,00;-;417,03;417,03;425;1,2;9;2,52
"150658 SANTA MARIA DAS BARREIRAS";114;114;35136,46;27852,16;-;-;7284,30;-;-;308,21;308,21;301;2,6;-;-
"150660 SANTA MARIA DO PARA";74;74;21035,47;16342,30;1156,43;-;2893,79;642,95;-;284,26;284,26;154;2,1;1;1,35
"150680 SANTAREM";1500;1500;2012751,15;1573736,82;44290,81;-;388785,26;5938,26;-;1341,83;1341,83;8593;5,7;58;3,87
"150700 SANTO ANTONIO DO TAUA";426;426;193600,06;150197,55;-;-;43402,51;-;-;454,46;454,46;1327;3,1;-;-
"150715 SAO DOMINGOS DO ARAGUAIA";49;49;19933,47;16274,13;-;-;3659,34;-;-;406,81;406,81;147;3,0;-;-
"150720 SAO DOMINGOS DO CAPIM";69;69;22262,94;19296,43;-;-;2966,51;-;-;322,65;322,65;205;3,0;-;-
"150730 SAO FELIX DO XINGU";252;252;117758,80;98275,72;-;-;19483,08;-;-;467,30;467,30;1025;4,1;1;0,40
"150747 SAO JOAO DE PIRABAS";62;62;26432,53;20958,69;-;-;5473,84;-;-;426,33;426,33;206;3,3;2;3,23
"150750 SAO JOAO DO ARAGUAIA";9;9;4083,66;3484,47;-;-;599,19;-;-;453,74;453,74;24;2,7;-;-
"150760 SAO MIGUEL DO GUAMA";192;192;63968,23;50943,79;-;-;13024,44;-;-;333,17;333,17;636;3,3;6;3,13
"150770 SAO SEBASTIAO DA BOA VISTA";140;140;56582,93;42849,33;2361,76;-;10101,88;1269,96;-;404,16;404,16;353;2,5;-;-
"150790 SOURE";137;137;57249,93;42788,66;-;-;14461,27;-;-;417,88;417,88;252;1,8;4;2,92
"150795 TAILANDIA";340;340;174580,82;122575,62;-;-;52005,20;-;-;513,47;513,47;908;2,7;7;2,06
"150797 TERRA SANTA";91;91;35541,10;28430,56;-;-;7110,54;-;-;390,56;390,56;306;3,4;5;5,49
"150800 TOME-ACU";269;269;122906,56;90262,44;-;-;32644,12;-;-;456,90;456,90;741;2,8;9;3,35
"150803 TRACUATEUA";97;97;35130,02;30432,92;-;-;4697,10;-;-;362,17;362,17;293;3,0;-;-
"150805 TRAIRAO";107;107;32738,72;26672,32;286,47;-;5580,92;199,01;-;305,97;305,97;304;2,8;1;0,93
"150808 TUCUMA";298;298;133006,14;109923,15;-;-;23082,99;-;-;446,33;446,33;761;2,6;6;2,01
"150810 TUCURUI";691;691;704261,79;529116,13;2892,10;-;170843,30;1410,26;-;1019,19;1019,19;3224;4,7;8;1,16
"150812 ULIANOPOLIS";215;215;249374,25;193543,68;8900,89;-;41435,20;5494,48;-;1159,88;1159,88;689;3,2;8;3,72
"150820 VIGIA";125;125;56234,01;46909,96;-;-;9324,05;-;-;449,87;449,87;489;3,9;7;5,60
"150835 VITORIA DO XINGU";234;234;140575,74;93779,91;10673,29;-;30754,47;5368,07;-;600,75;600,75;780;3,3;5;2,14
"150840 XINGUARA";270;270;129291,23;99798,23;4290,22;-;22874,52;2328,26;-;478,86;478,86;793;2,9;1;0,37
"160005 SERRA DO NAVIO";2;2;647,90;444,16;-;-;203,74;-;-;323,95;323,95;7;3,5;-;-
"160010 AMAPA";16;16;5916,80;4158,14;-;-;1758,66;-;-;369,80;369,80;34;2,1;-;-
"160015 PEDRA BRANCA DO AMAPARI";21;21;8250,82;6741,06;-;-;1509,76;-;-;392,90;392,90;74;3,5;1;4,76
"160020 CALCOENE";11;11;3531,04;2823,38;-;-;707,66;-;-;321,00;321,00;36;3,3;-;-
"160023 FERREIRA GOMES";3;3;713,01;611,51;-;-;101,50;-;-;237,67;237,67;6;2,0;-;-
"160027 LARANJAL DO JARI";333;333;163413,86;121768,12;-;-;41645,74;-;-;490,73;490,73;855;2,6;8;2,40
"160030 MACAPA";3532;3532;3591784,56;2663780,97;-;-;928003,59;-;-;1016,93;1016,93;18593;5,3;98;2,77
"160040 MAZAGAO";5;5;1851,12;1352,13;-;-;498,99;-;-;370,22;370,22;22;4,4;-;-
"160050 OIAPOQUE";176;176;72815,64;53901,11;-;-;18914,53;-;-;413,73;413,73;572;3,3;-;-
"160060 SANTANA";553;553;265945,51;200971,75;-;-;64973,76;-;-;480,91;480,91;2388;4,3;13;2,35
"170070 ALVORADA";43;43;17260,32;14196,36;-;-;3063,96;-;-;401,40;401,40;193;4,5;-;-
"170100 ANANAS";9;9;3295,55;2859,77;-;-;435,78;-;-;366,17;366,17;28;3,1;1;11,11
"170190 ARAGUACEMA";60;60;24833,67;21551,72;-;-;3281,95;-;-;413,89;413,89;268;4,5;-;-
"170200 ARAGUACU";33;33;13487,21;11680,74;-;-;1806,47;-;-;408,70;408,70;167;5,1;-;-
"170210 ARAGUAINA";1925;1923;3182038,89;2384343,86;-;-;797695,03;-;-;1653,01;1654,73;12723;6,6;84;4,37
"170220 ARAGUATINS";62;62;48697,27;37424,94;-;-;11272,33;-;-;785,44;785,44;204;3,3;-;-
"170230 ARAPOEMA";98;98;44227,96;32671,54;-;-;11556,42;-;-;451,31;451,31;245;2,5;1;1,02
"170240 ARRAIAS";208;208;67097,93;52505,59;-;-;14592,34;-;-;322,59;322,59;347;1,7;1;0,48
