Per�odo:Jul/2024
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"110001 ALTA FLORESTA D'OESTE";238;238;66636,90;55634,76;-;-;11002,14;-;-;279,99;279,99;573;2,4;1;0,42
"110002 ARIQUEMES";21;21;154099,86;133206,14;-;-;20893,72;-;-;7338,09;7338,09;198;9,4;7;33,33
"110003 CABIXI";15;15;5545,52;4801,49;-;-;744,03;-;-;369,70;369,70;47;3,1;-;-
"110004 CACOAL";1284;1284;1244873,48;1008467,66;801,36;-;235051,71;552,75;-;969,53;969,53;7615;5,9;72;5,61
"110006 COLORADO DO OESTE";86;86;45633,01;33647,06;-;-;11985,95;-;-;530,62;530,62;295;3,4;6;6,98
"110009 ESPIGAO D'OESTE";117;117;42681,45;37383,54;-;-;5297,91;-;-;364,80;364,80;327;2,8;6;5,13
"110012 JI-PARANA";1230;1230;1224415,48;1005831,18;-;-;218584,30;-;-;995,46;995,46;3738;3,0;40;3,25
"110013 MACHADINHO D'OESTE";251;251;91051,81;68493,51;-;-;22558,30;-;-;362,76;362,76;538;2,1;4;1,59
"110014 NOVA BRASILANDIA D'OESTE";75;75;30534,82;25068,84;-;-;5465,98;-;-;407,13;407,13;268;3,6;2;2,67
"110018 PIMENTA BUENO";225;225;92725,27;73760,68;-;-;18964,59;-;-;412,11;412,11;528;2,3;4;1,78
"110020 PORTO VELHO";4231;4231;8889553,11;7360642,81;12409,08;-;1513115,24;3385,98;-;2101,05;2101,05;36807;8,7;176;4,16
"110025 PRESIDENTE MEDICI";98;98;41576,81;32275,39;-;-;9301,42;-;-;424,25;424,25;337;3,4;2;2,04
"110026 RIO CRESPO";6;6;3859,58;3348,39;-;-;511,19;-;-;643,26;643,26;5;0,8;-;-
"110028 ROLIM DE MOURA";298;298;130836,31;95820,43;-;-;35015,88;-;-;439,05;439,05;853;2,9;2;0,67
"110029 SANTA LUZIA D'OESTE";52;52;18977,94;16784,58;-;-;2193,36;-;-;364,96;364,96;149;2,9;-;-
"110030 VILHENA";1074;1074;1201420,63;944181,59;18313,72;-;233706,64;5218,68;-;1118,64;1118,64;4467;4,2;34;3,17
"110032 SAO MIGUEL DO GUAPORE";86;86;38435,03;30455,18;-;-;7979,85;-;-;446,92;446,92;225;2,6;2;2,33
"110033 NOVA MAMORE";107;107;50528,97;41639,23;-;-;8889,74;-;-;472,23;472,23;406;3,8;2;1,87
"110037 ALTO ALEGRE DOS PARECIS";56;56;18931,13;16492,21;-;-;2438,92;-;-;338,06;338,06;202;3,6;-;-
"110040 ALTO PARAISO";16;16;5637,85;4880,26;-;-;757,59;-;-;352,37;352,37;79;4,9;-;-
"110045 BURITIS";82;82;39431,45;34673,97;-;-;4757,48;-;-;480,87;480,87;281;3,4;3;3,66
"110050 NOVO HORIZONTE DO OESTE";111;111;44082,54;38702,60;-;-;5379,94;-;-;397,14;397,14;405;3,6;4;3,60
"110070 CAMPO NOVO DE RONDONIA";10;10;3539,87;3130,66;-;-;409,21;-;-;353,99;353,99;26;2,6;-;-
"110120 MINISTRO ANDREAZZA";21;21;7452,20;6561,44;-;-;890,76;-;-;354,87;354,87;86;4,1;-;-
"110140 MONTE NEGRO";76;76;43066,49;32452,49;-;-;10614,00;-;-;566,66;566,66;202;2,7;-;-
"110143 NOVA UNIAO";11;11;4408,69;3784,18;-;-;624,51;-;-;400,79;400,79;33;3,0;-;-
"110146 PIMENTEIRAS DO OESTE";9;9;2684,04;2165,73;-;-;518,31;-;-;298,23;298,23;46;5,1;-;-
"110149 SAO FRANCISCO DO GUAPORE";112;112;53987,03;41623,79;-;-;12363,24;-;-;482,03;482,03;321;2,9;-;-
"110155 TEIXEIROPOLIS";4;4;1877,88;1662,53;-;-;215,35;-;-;469,47;469,47;11;2,8;-;-
"130010 ANORI";177;177;69121,01;52922,38;-;-;16198,63;-;-;390,51;390,51;409;2,3;-;-
"130014 APUI";79;79;37494,42;26651,54;-;-;10842,88;-;-;474,61;474,61;239;3,0;-;-
"130020 ATALAIA DO NORTE";64;64;25335,32;20221,50;-;-;5113,82;-;-;395,86;395,86;180;2,8;-;-
"130040 BARCELOS";57;57;23597,39;16785,57;-;-;6811,82;-;-;413,99;413,99;197;3,5;1;1,75
"130068 BOA VISTA DO RAMOS";53;53;20471,99;15183,30;-;-;5288,69;-;-;386,26;386,26;182;3,4;-;-
"130070 BOCA DO ACRE";274;274;127716,67;91821,99;1710,08;-;33342,80;841,80;-;466,12;466,12;837;3,1;1;0,36
"130080 BORBA";121;121;53997,63;41345,84;-;-;12651,79;-;-;446,26;446,26;404;3,3;1;0,83
"130100 CARAUARI";329;329;272741,83;149649,72;61702,39;-;47075,49;14314,23;-;829,00;829,00;540;1,6;1;0,30
"130110 CAREIRO";153;153;122728,47;82221,21;-;-;40507,26;-;-;802,15;802,15;305;2,0;-;-
"130140 EIRUNEPE";104;104;45948,09;35319,20;-;-;10628,89;-;-;441,81;441,81;333;3,2;3;2,88
"130195 ITAMARATI";91;91;33894,42;25383,42;-;-;8511,00;-;-;372,47;372,47;257;2,8;1;1,10
"130200 ITAPIRANGA";26;26;13191,51;10547,58;-;-;2643,93;-;-;507,37;507,37;66;2,5;-;-
"130240 LABREA";46;46;24790,36;16730,12;-;-;8060,24;-;-;538,92;538,92;124;2,7;-;-
"130250 MANACAPURU";575;575;303548,16;201959,95;17231,72;-;75001,61;9354,88;-;527,91;527,91;1585;2,8;13;2,26
"130260 MANAUS";11171;11171;18619021,99;14739474,70;205693,24;-;3574125,41;99728,64;-;1666,73;1666,73;71155;6,4;492;4,40
"130270 MANICORE";253;253;139730,73;98115,69;-;-;41615,04;-;-;552,30;552,30;477;1,9;1;0,40
"130330 NOVO ARIPUANA";89;89;39798,19;26937,69;1198,71;-;11030,32;631,47;-;447,17;447,17;196;2,2;2;2,25
"130340 PARINTINS";832;832;440132,03;267914,93;59019,36;-;91961,87;21235,87;-;529,00;529,00;2479;3,0;14;1,68
"130350 PAUINI";93;93;45524,53;34531,27;-;-;10993,26;-;-;489,51;489,51;328;3,5;3;3,23
"130353 PRESIDENTE FIGUEIREDO";95;95;46954,60;34019,92;-;-;12934,68;-;-;494,26;494,26;281;3,0;1;1,05
"130356 RIO PRETO DA EVA";33;33;13046,07;9200,99;-;-;3845,08;-;-;395,34;395,34;83;2,5;-;-
"130360 SANTA ISABEL DO RIO NEGRO";55;55;17286,19;13614,30;-;-;3671,89;-;-;314,29;314,29;161;2,9;3;5,45
"130370 SANTO ANTONIO DO ICA";88;88;31141,95;24900,39;-;-;6241,56;-;-;353,89;353,89;257;2,9;-;-
"130380 SAO GABRIEL DA CACHOEIRA";250;250;111152,35;71373,73;-;-;39778,62;-;-;444,61;444,61;977;3,9;2;0,80
"130395 SAO SEBASTIAO DO UATUMA";72;72;30578,66;22653,08;-;-;7925,58;-;-;424,70;424,70;212;2,9;2;2,78
"130406 TABATINGA";37;37;26931,28;21230,47;-;-;5700,81;-;-;727,87;727,87;206;5,6;1;2,70
"130420 TEFE";479;479;260163,02;181708,48;8668,78;-;65197,90;4587,86;-;543,14;543,14;1214;2,5;8;1,67
"130423 TONANTINS";117;117;45587,81;33465,26;-;-;12122,55;-;-;389,64;389,64;298;2,5;2;1,71
"130430 URUCARA";74;74;37253,67;25922,66;500,52;-;10617,39;213,10;-;503,43;503,43;251;3,4;2;2,70
"140010 BOA VISTA";1808;1808;2454195,34;1963335,49;-;-;490859,85;-;-;1357,41;1357,41;13092;7,2;100;5,53
"140015 BONFIM";1;1;451,40;275,60;-;-;175,80;-;-;451,40;451,40;1;1,0;-;-
"140020 CARACARAI";8;8;2537,80;2195,97;-;-;341,83;-;-;317,23;317,23;23;2,9;-;-
"140023 CAROEBE";10;10;2253,19;1825,67;-;-;427,52;-;-;225,32;225,32;22;2,2;-;-
"140040 NORMANDIA";25;25;9607,14;7696,71;-;-;1910,43;-;-;384,29;384,29;57;2,3;-;-
"140045 PACARAIMA";33;33;12721,16;9358,15;-;-;3363,01;-;-;385,49;385,49;102;3,1;-;-
