Per�odo:Abr/2024
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"110018 PIMENTA BUENO";406;406;212033,85;162995,52;-;-;49038,33;-;-;522,25;522,25;753;1,9;3;0,74
"110020 PORTO VELHO";3948;3948;6823600,26;5633170,29;-;-;1190429,97;-;-;1728,37;1728,37;29352;7,4;149;3,77
"110025 PRESIDENTE MEDICI";98;98;46354,38;36018,85;-;-;10335,53;-;-;473,00;473,00;351;3,6;1;1,02
"110026 RIO CRESPO";7;7;1997,78;1743,17;-;-;254,61;-;-;285,40;285,40;-;-;-;-
"110028 ROLIM DE MOURA";383;383;161771,18;118130,21;-;-;43640,97;-;-;422,38;422,38;970;2,5;2;0,52
"110029 SANTA LUZIA D'OESTE";71;71;30028,62;26143,44;-;-;3885,18;-;-;422,94;422,94;249;3,5;1;1,41
"110030 VILHENA";815;815;705320,19;555144,80;-;-;150175,39;-;-;865,42;865,42;3486;4,3;31;3,80
"110032 SAO MIGUEL DO GUAPORE";129;129;60531,16;48046,43;-;-;12484,73;-;-;469,23;469,23;301;2,3;2;1,55
"110033 NOVA MAMORE";90;90;36546,06;28996,46;-;-;7549,60;-;-;406,07;406,07;343;3,8;-;-
"110037 ALTO ALEGRE DOS PARECIS";23;23;9521,57;8248,06;-;-;1273,51;-;-;413,98;413,98;69;3,0;-;-
"110040 ALTO PARAISO";42;42;14719,17;12825,91;-;-;1893,26;-;-;350,46;350,46;122;2,9;1;2,38
"110045 BURITIS";153;153;63378,58;49476,52;-;-;13902,06;-;-;414,24;414,24;435;2,8;2;1,31
"110050 NOVO HORIZONTE DO OESTE";125;125;40618,13;35020,89;-;-;5597,24;-;-;324,95;324,95;352;2,8;-;-
"110070 CAMPO NOVO DE RONDONIA";12;12;5239,45;4621,08;-;-;618,37;-;-;436,62;436,62;45;3,8;-;-
"110094 CUJUBIM";168;168;73672,44;52160,24;-;-;21512,20;-;-;438,53;438,53;-;-;-;-
"110100 GOVERNADOR JORGE TEIXEIRA";6;6;1920,74;1670,31;-;-;250,43;-;-;320,12;320,12;12;2,0;-;-
"110120 MINISTRO ANDREAZZA";25;25;10706,46;9280,35;-;-;1426,11;-;-;428,26;428,26;74;3,0;1;4,00
"110130 MIRANTE DA SERRA";39;39;23749,10;21182,31;-;-;2566,79;-;-;608,95;608,95;187;4,8;-;-
"110140 MONTE NEGRO";77;77;45425,88;34261,98;-;-;11163,90;-;-;589,95;589,95;230;3,0;1;1,30
"110143 NOVA UNIAO";16;16;5149,52;4385,35;-;-;764,17;-;-;321,85;321,85;43;2,7;-;-
"110145 PARECIS";45;45;9176,29;7689,19;-;-;1487,10;-;-;203,92;203,92;45;1,0;-;-
"110146 PIMENTEIRAS DO OESTE";3;3;1099,98;930,01;-;-;169,97;-;-;366,66;366,66;5;1,7;-;-
"110148 SAO FELIPE D'OESTE";8;8;2111,26;1824,21;-;-;287,05;-;-;263,91;263,91;26;3,3;-;-
"110149 SAO FRANCISCO DO GUAPORE";124;124;62423,93;49646,49;-;-;12777,44;-;-;503,42;503,42;336;2,7;-;-
"110150 SERINGUEIRAS";111;111;54789,52;41251,16;-;-;13538,36;-;-;493,60;493,60;355;3,2;2;1,80
"110155 TEIXEIROPOLIS";8;8;3382,42;2981,90;-;-;400,52;-;-;422,80;422,80;32;4,0;-;-
"110160 THEOBROMA";16;16;6337,54;5522,16;-;-;815,38;-;-;396,10;396,10;44;2,8;-;-
"110170 URUPA";57;57;36266,65;27304,45;-;-;8962,20;-;-;636,26;636,26;138;2,4;-;-
"110180 VALE DO PARAISO";22;22;5822,00;5139,16;-;-;682,84;-;-;264,64;264,64;57;2,6;-;-
"120005 ASSIS BRASIL";57;57;22413,75;18856,22;-;-;3557,53;-;-;393,22;393,22;170;3,0;-;-
"120010 BRASILEIA";294;294;179806,98;124514,48;-;-;55292,50;-;-;611,59;611,59;891;3,0;9;3,06
"120020 CRUZEIRO DO SUL";1116;1116;578682,85;418765,88;-;-;159916,97;-;-;518,53;518,53;4072;3,6;24;2,15
"120030 FEIJO";62;62;22112,26;16394,78;-;-;5717,48;-;-;356,65;356,65;195;3,1;-;-
"120033 MANCIO LIMA";75;75;25031,21;21639,82;-;-;3391,39;-;-;333,75;333,75;244;3,3;-;-
"120034 MANOEL URBANO";50;50;19042,16;14871,28;-;-;4170,88;-;-;380,84;380,84;158;3,2;1;2,00
"120035 MARECHAL THAUMATURGO";46;46;13038,41;10764,53;-;-;2273,88;-;-;283,44;283,44;137;3,0;1;2,17
"120038 PLACIDO DE CASTRO";52;52;28336,12;19993,37;-;-;8342,75;-;-;544,93;544,93;124;2,4;-;-
"120040 RIO BRANCO";2990;2990;4475288,24;3398653,60;-;-;1076634,64;-;-;1496,75;1496,75;18924;6,3;110;3,68
"120043 SANTA ROSA DO PURUS";26;26;8475,34;6750,25;-;-;1725,09;-;-;325,97;325,97;40;1,5;1;3,85
"120045 SENADOR GUIOMARD";88;88;33403,49;23093,52;-;-;10309,97;-;-;379,59;379,59;133;1,5;-;-
"120050 SENA MADUREIRA";94;94;39900,12;30369,80;-;-;9530,32;-;-;424,47;424,47;235;2,5;1;1,06
"120060 TARAUACA";228;228;101749,49;74138,12;-;-;27611,37;-;-;446,27;446,27;490;2,1;3;1,32
"120070 XAPURI";36;36;12813,73;10842,77;-;-;1970,96;-;-;355,94;355,94;102;2,8;-;-
"130002 ALVARAES";89;89;38228,17;26704,24;-;-;11523,93;-;-;429,53;429,53;305;3,4;-;-
"130008 ANAMA";155;155;51420,85;42330,45;-;-;9090,40;-;-;331,75;331,75;599;3,9;-;-
"130010 ANORI";192;192;72801,46;58150,86;-;-;14650,60;-;-;379,17;379,17;437;2,3;-;-
"130014 APUI";85;85;37065,80;27359,75;-;-;9706,05;-;-;436,07;436,07;339;4,0;4;4,71
"130020 ATALAIA DO NORTE";89;89;45871,73;33275,19;-;-;12596,54;-;-;515,41;515,41;161;1,8;2;2,25
"130030 AUTAZES";101;101;64968,55;46090,52;-;-;18878,03;-;-;643,25;643,25;317;3,1;-;-
"130040 BARCELOS";80;80;34776,15;24649,68;-;-;10126,47;-;-;434,70;434,70;241;3,0;-;-
"130050 BARREIRINHA";137;137;54385,58;40698,22;-;-;13687,36;-;-;396,98;396,98;391;2,9;1;0,73
"130063 BERURI";57;57;19422,41;13959,87;-;-;5462,54;-;-;340,74;340,74;124;2,2;-;-
"130068 BOA VISTA DO RAMOS";59;59;23973,86;18435,16;-;-;5538,70;-;-;406,34;406,34;260;4,4;2;3,39
"130070 BOCA DO ACRE";234;234;154849,91;105035,85;5130,24;-;42158,42;2525,40;-;661,75;661,75;575;2,5;-;-
"130080 BORBA";148;148;67062,73;51441,87;-;-;15620,86;-;-;453,13;453,13;396;2,7;6;4,05
"130083 CAAPIRANGA";55;55;20549,78;15365,69;-;-;5184,09;-;-;373,63;373,63;141;2,6;-;-
"130090 CANUTAMA";65;65;26542,36;20235,08;-;-;6307,28;-;-;408,34;408,34;190;2,9;-;-
"130100 CARAUARI";219;219;93691,94;69069,99;-;-;24621,95;-;-;427,82;427,82;595;2,7;4;1,83
"130110 CAREIRO";264;264;208949,50;155119,50;-;-;53830,00;-;-;791,48;791,48;320;1,2;-;-
"130120 COARI";381;381;188319,78;137082,24;-;-;51237,54;-;-;494,28;494,28;1146;3,0;15;3,94
"130130 CODAJAS";130;130;46564,84;36124,28;-;-;10440,56;-;-;358,19;358,19;419;3,2;2;1,54
"130140 EIRUNEPE";134;134;62828,60;47329,40;-;-;15499,20;-;-;468,87;468,87;498;3,7;5;3,73
"130150 ENVIRA";64;64;24988,07;17339,72;-;-;7648,35;-;-;390,44;390,44;127;2,0;4;6,25
"130160 FONTE BOA";141;141;56592,77;41772,90;-;-;14819,87;-;-;401,37;401,37;371;2,6;2;1,42
"130165 GUAJARA";34;34;13823,03;12226,07;-;-;1596,96;-;-;406,56;406,56;129;3,8;1;2,94
"130180 IPIXUNA";193;193;111145,16;68518,34;13501,54;-;19043,90;10081,38;-;575,88;575,88;471;2,4;2;1,04
"130185 IRANDUBA";56;56;26375,70;21897,98;-;-;4477,72;-;-;470,99;470,99;173;3,1;1;1,79
"130190 ITACOATIARA";383;383;203639,39;141715,88;-;-;61923,51;-;-;531,70;531,70;1403;3,7;8;2,09
"130195 ITAMARATI";71;71;24008,21;17516,92;-;-;6491,29;-;-;338,14;338,14;195;2,7;-;-
"130200 ITAPIRANGA";34;34;17351,39;12698,11;-;-;4653,28;-;-;510,33;510,33;78;2,3;-;-
"130210 JAPURA";44;44;15571,06;12525,43;-;-;3045,63;-;-;353,89;353,89;100;2,3;1;2,27
"130240 LABREA";98;98;48036,96;34282,95;-;-;13754,01;-;-;490,17;490,17;316;3,2;2;2,04
"130250 MANACAPURU";552;552;310413,88;217150,52;8160,39;-;80635,94;4467,03;-;562,34;562,34;1395;2,5;4;0,72
"130255 MANAQUIRI";36;36;14064,21;11507,62;-;-;2556,59;-;-;390,67;390,67;128;3,6;-;-
"130260 MANAUS";10868;10868;19347326,15;15368288,37;314193,91;-;3510346,61;154497,26;-;1780,21;1780,21;74551;6,9;569;5,24
"130270 MANICORE";214;214;122572,63;84983,01;-;-;37589,62;-;-;572,77;572,77;359;1,7;7;3,27
"130290 MAUES";259;259;130907,25;92609,02;-;-;38298,23;-;-;505,43;505,43;710;2,7;5;1,93
"130310 NOVA OLINDA DO NORTE";94;94;48628,50;32995,47;-;-;15633,03;-;-;517,32;517,32;239;2,5;1;1,06
"130320 NOVO AIRAO";99;99;58362,22;40991,74;-;-;17370,48;-;-;589,52;589,52;194;2,0;-;-
"130330 NOVO ARIPUANA";64;64;31066,13;20759,61;-;-;10306,52;-;-;485,41;485,41;136;2,1;2;3,13
"130340 PARINTINS";700;700;349899,48;226136,48;30324,87;-;78746,19;14691,94;-;499,86;499,86;2464;3,5;16;2,29
"130350 PAUINI";103;103;44286,57;32844,18;-;-;11442,39;-;-;429,97;429,97;353;3,4;-;-
"130353 PRESIDENTE FIGUEIREDO";101;101;46452,29;33337,99;-;-;13114,30;-;-;459,92;459,92;425;4,2;1;0,99
"130356 RIO PRETO DA EVA";78;78;120925,64;42903,40;36854,33;-;21235,18;19932,73;-;1550,33;1550,33;103;1,3;1;1,28
"130360 SANTA ISABEL DO RIO NEGRO";80;80;26415,41;19457,86;-;-;6957,55;-;-;330,19;330,19;206;2,6;2;2,50
"130370 SANTO ANTONIO DO ICA";176;176;73268,44;53799,39;-;-;19469,05;-;-;416,30;416,30;387;2,2;3;1,70
"130380 SAO GABRIEL DA CACHOEIRA";334;334;141667,85;91286,51;-;-;50381,34;-;-;424,16;424,16;1483;4,4;7;2,10
"130390 SAO PAULO DE OLIVENCA";225;225;138428,11;121328,53;-;-;17099,58;-;-;615,24;615,24;647;2,9;4;1,78
"130395 SAO SEBASTIAO DO UATUMA";60;60;29702,65;19557,48;2565,12;-;6317,35;1262,70;-;495,04;495,04;200;3,3;1;1,67
"130400 SILVES";76;76;35365,96;23024,96;3841,98;-;6362,96;2136,06;-;465,34;465,34;179;2,4;-;-
"130406 TABATINGA";43;43;17132,47;14823,51;-;-;2308,96;-;-;398,43;398,43;295;6,9;-;-
"130420 TEFE";476;476;256815,44;171240,81;11872,46;-;67469,33;6232,84;-;539,53;539,53;1066;2,2;3;0,63
"130423 TONANTINS";129;129;50395,32;35647,21;-;-;14748,11;-;-;390,66;390,66;298;2,3;-;-
"130430 URUCARA";68;68;35340,76;24515,35;-;-;10825,41;-;-;519,72;519,72;191;2,8;-;-
"140005 ALTO ALEGRE";6;6;2210,19;1934,40;-;-;275,79;-;-;368,37;368,37;19;3,2;-;-
"140010 BOA VISTA";2871;2871;2672353,06;2097600,92;-;-;574752,14;-;-;930,81;930,81;19376;6,7;75;2,61
"140015 BONFIM";3;3;1354,20;826,80;-;-;527,40;-;-;451,40;451,40;3;1,0;-;-
"140020 CARACARAI";14;14;5597,36;4667,69;-;-;929,67;-;-;399,81;399,81;38;2,7;-;-
"140023 CAROEBE";5;5;1022,79;888,42;-;-;134,37;-;-;204,56;204,56;15;3,0;-;-
"140040 NORMANDIA";8;8;3193,95;2306,89;-;-;887,06;-;-;399,24;399,24;15;1,9;-;-
"140045 PACARAIMA";51;51;18704,32;13964,60;-;-;4739,72;-;-;366,75;366,75;126;2,5;-;-
"140047 RORAINOPOLIS";64;64;24077,48;17498,09;-;-;6579,39;-;-;376,21;376,21;213;3,3;2;3,13
"140050 SAO JOAO DA BALIZA";18;18;4636,23;4070,23;-;-;566,00;-;-;257,57;257,57;32;1,8;-;-
"140060 SAO LUIZ";1;1;199,33;170,12;-;-;29,21;-;-;199,33;199,33;3;3,0;-;-
"150010 ABAETETUBA";1013;1013;630769,33;472752,22;-;-;158017,11;-;-;622,67;622,67;4612;4,6;25;2,47
"150013 ABEL FIGUEIREDO";49;49;19917,12;15435,21;-;-;4481,91;-;-;406,47;406,47;120;2,4;1;2,04
"150020 ACARA";105;105;109056,92;38051,57;36849,35;-;15359,64;18796,36;-;1038,64;1038,64;285;2,7;3;2,86
"150030 AFUA";111;111;52753,38;44161,17;-;-;8592,21;-;-;475,26;475,26;426;3,8;-;-
"150034 AGUA AZUL DO NORTE";63;63;31522,77;25209,80;-;-;6312,97;-;-;500,36;500,36;224;3,6;1;1,59
"150040 ALENQUER";506;506;173388,59;139627,09;-;-;33761,50;-;-;342,67;342,67;1152;2,3;9;1,78
"150050 ALMEIRIM";180;180;80968,44;61940,26;-;-;19028,18;-;-;449,82;449,82;434;2,4;2;1,11
"150060 ALTAMIRA";1173;1173;1267964,00;884068,93;70066,20;-;270445,58;43383,29;-;1080,96;1080,96;5502;4,7;32;2,73
"150070 ANAJAS";133;133;50861,98;35831,88;-;-;15030,10;-;-;382,42;382,42;208;1,6;3;2,26
"150080 ANANINDEUA";1935;1935;3480176,57;2547800,09;149801,28;-;702824,38;79750,82;-;1798,54;1798,54;9489;4,9;42;2,17
"150085 ANAPU";142;142;66226,20;51129,13;-;-;15097,07;-;-;466,38;466,38;508;3,6;-;-
"150090 AUGUSTO CORREA";334;334;143397,42;122774,09;-;-;20623,33;-;-;429,33;429,33;1237;3,7;-;-
"150095 AURORA DO PARA";138;138;55484,22;43571,88;1735,86;-;9812,82;363,66;-;402,06;402,06;505;3,7;1;0,72
"150110 BAGRE";38;38;16854,72;12623,89;-;-;4230,83;-;-;443,55;443,55;90;2,4;-;-
"150120 BAIAO";200;200;98548,84;81401,91;-;-;17146,93;-;-;492,74;492,74;490;2,5;8;4,00
"150125 BANNACH";18;18;8340,15;7402,19;-;-;937,96;-;-;463,34;463,34;73;4,1;1;5,56
"150130 BARCARENA";619;619;699275,38;536082,27;-;-;163193,11;-;-;1129,69;1129,69;2643;4,3;14;2,26
"150140 BELEM";11897;11897;26987483,83;20388891,17;210777,54;-;6290605,43;97209,69;-;2268,43;2268,43;63252;5,3;455;3,82
"150145 BELTERRA";33;33;13257,46;10481,14;-;-;2776,32;-;-;401,74;401,74;157;4,8;-;-
"150157 BOM JESUS DO TOCANTINS";131;131;53258,93;43868,00;-;-;9390,93;-;-;406,56;406,56;295;2,3;-;-
"150170 BRAGANCA";1023;1023;998525,38;778426,39;-;-;220098,99;-;-;976,08;976,08;3892;3,8;20;1,96
"150172 BRASIL NOVO";195;195;135414,36;93302,28;15774,75;-;17927,37;8409,96;-;694,43;694,43;644;3,3;2;1,03
"150175 BREJO GRANDE DO ARAGUAIA";59;59;26114,21;23004,68;-;-;3109,53;-;-;442,61;442,61;151;2,6;-;-
"150178 BREU BRANCO";110;110;56744,11;42013,11;-;-;14731,00;-;-;515,86;515,86;253;2,3;-;-
"150180 BREVES";749;749;647674,82;500266,57;4140,53;-;140995,22;2272,50;-;864,72;864,72;3826;5,1;7;0,93
"150200 CACHOEIRA DO ARARI";97;97;30565,95;23777,38;-;-;6788,57;-;-;315,11;315,11;226;2,3;-;-
"150210 CAMETA";681;681;357087,38;250800,88;-;-;106286,50;-;-;524,36;524,36;2239;3,3;9;1,32
"150215 CANAA DOS CARAJAS";615;615;265319,46;196169,04;-;-;69150,42;-;-;431,41;431,41;2570;4,2;8;1,30
"150220 CAPANEMA";816;816;1006242,95;767799,83;34348,70;-;185923,88;18170,54;-;1233,14;1233,14;3491;4,3;27;3,31
"150230 CAPITAO POCO";157;157;173733,41;64125,60;56517,54;-;22266,98;30823,29;-;1106,58;1106,58;488;3,1;2;1,27
"150240 CASTANHAL";2089;2089;1842977,52;1374984,38;59944,99;-;381063,94;26984,21;-;882,23;882,23;7492;3,6;50;2,39
"150270 CONCEICAO DO ARAGUAIA";392;392;295223,19;199455,32;18790,92;-;57194,58;19782,37;-;753,12;753,12;1275;3,3;2;0,51
"150275 CONCORDIA DO PARA";62;62;23703,38;20616,37;-;-;3087,01;-;-;382,31;382,31;242;3,9;1;1,61
"150276 CUMARU DO NORTE";78;78;34533,28;21575,67;4597,24;-;5880,45;2479,92;-;442,73;442,73;210;2,7;1;1,28
"150277 CURIONOPOLIS";94;94;38823,40;30268,82;-;-;8554,58;-;-;413,01;413,01;245;2,6;-;-
"150280 CURRALINHO";153;153;65501,29;52708,54;-;-;12792,75;-;-;428,11;428,11;669;4,4;-;-
"150295 ELDORADO DOS CARAJAS";79;79;50100,92;34037,07;-;-;16063,85;-;-;634,19;634,19;177;2,2;-;-
"150300 FARO";38;38;13119,30;11176,28;-;-;1943,02;-;-;345,24;345,24;94;2,5;-;-
"150304 FLORESTA DO ARAGUAIA";113;113;48913,46;40732,83;-;-;8180,63;-;-;432,86;432,86;207;1,8;-;-
"150307 GARRAFAO DO NORTE";23;23;11715,19;9783,57;-;-;1931,62;-;-;509,36;509,36;87;3,8;1;4,35
"150309 GOIANESIA DO PARA";150;150;67715,83;53601,68;-;-;14114,15;-;-;451,44;451,44;556;3,7;-;-
"150310 GURUPA";177;177;73212,80;57643,42;-;-;15569,38;-;-;413,63;413,63;409;2,3;4;2,26
"150320 IGARAPE-ACU";105;105;45972,84;39887,74;-;-;6085,10;-;-;437,84;437,84;385;3,7;6;5,71
"150330 IGARAPE-MIRI";675;675;260905,60;203222,12;-;-;57683,48;-;-;386,53;386,53;2057;3,0;11;1,63
"150345 IPIXUNA DO PARA";423;423;185904,64;130248,56;9234,30;-;41733,02;4688,76;-;439,49;439,49;1219;2,9;4;0,95
"150360 ITAITUBA";767;767;765196,32;592171,51;17347,71;-;148562,20;7114,90;-;997,65;997,65;3890;5,1;50;6,52
"150370 ITUPIRANGA";176;176;89700,92;57877,99;6281,37;-;21993,93;3547,63;-;509,66;509,66;438;2,5;4;2,27
"150375 JACAREACANGA";108;108;45415,91;31386,97;-;-;14028,94;-;-;420,52;420,52;263;2,4;4;3,70
"150380 JACUNDA";299;299;161535,86;101833,72;21256,92;-;28059,14;10386,08;-;540,25;540,25;886;3,0;7;2,34
"150390 JURUTI";184;184;86874,56;60989,90;-;-;25884,66;-;-;472,14;472,14;443;2,4;-;-
"150400 LIMOEIRO DO AJURU";151;151;61533,53;54082,00;-;-;7451,53;-;-;407,51;407,51;467;3,1;1;0,66
"150405 MAE DO RIO";151;151;59197,22;46290,25;-;-;12906,97;-;-;392,03;392,03;412;2,7;1;0,66
"150420 MARABA";1536;1536;2032805,34;1446888,73;135575,75;-;374438,32;75902,54;-;1323,44;1323,44;7557;4,9;90;5,86
"150430 MARACANA";40;40;10053,67;8013,35;-;-;2040,32;-;-;251,34;251,34;157;3,9;-;-
"150442 MARITUBA";576;576;459385,28;336320,33;-;-;123064,95;-;-;797,54;797,54;2461;4,3;14;2,43
"150445 MEDICILANDIA";157;157;71467,77;48189,19;-;-;23278,58;-;-;455,21;455,21;421;2,7;-;-
"150450 MELGACO";74;74;23961,24;18989,77;-;-;4971,47;-;-;323,80;323,80;194;2,6;-;-
"150460 MOCAJUBA";141;141;76613,35;59495,42;-;-;17117,93;-;-;543,36;543,36;547;3,9;-;-
"150470 MOJU";148;148;61625,84;47466,01;-;-;14159,83;-;-;416,39;416,39;507;3,4;7;4,73
"150480 MONTE ALEGRE";235;235;75592,68;59650,35;-;-;15942,33;-;-;321,67;321,67;875;3,7;8;3,40
"150490 MUANA";190;190;82949,01;63218,02;-;-;19730,99;-;-;436,57;436,57;580;3,1;-;-
"150497 NOVA IPIXUNA";44;44;13775,82;11471,25;-;-;2304,57;-;-;313,09;313,09;212;4,8;-;-
"150503 NOVO PROGRESSO";196;196;128558,93;95014,65;-;-;33544,28;-;-;655,91;655,91;779;4,0;-;-
"150506 NOVO REPARTIMENTO";134;134;73561,38;52595,64;-;-;20965,74;-;-;548,97;548,97;537;4,0;-;-
"150510 OBIDOS";181;181;79908,80;62408,73;-;-;17500,07;-;-;441,49;441,49;825;4,6;12;6,63
"150520 OEIRAS DO PARA";107;107;34973,19;29164,11;-;-;5809,08;-;-;326,85;326,85;329;3,1;1;0,93
"150530 ORIXIMINA";332;332;158679,59;115980,06;-;-;42699,53;-;-;477,95;477,95;976;2,9;8;2,41
"150540 OUREM";75;75;49411,24;39834,59;-;-;9576,65;-;-;658,82;658,82;208;2,8;5;6,67
"150543 OURILANDIA DO NORTE";586;586;332851,00;256060,88;6418,89;-;67030,67;3340,56;-;568,01;568,01;1996;3,4;21;3,58
"150548 PACAJA";215;215;159432,40;76892,34;36403,41;-;24080,76;22055,89;-;741,55;741,55;696;3,2;5;2,33
"150549 PALESTINA DO PARA";38;38;15555,48;13451,68;-;-;2103,80;-;-;409,35;409,35;127;3,3;-;-
"150550 PARAGOMINAS";834;834;827180,42;541168,11;70414,59;-;173995,79;41601,93;-;991,82;991,82;3159;3,8;28;3,36
"150553 PARAUAPEBAS";1068;1068;646522,16;468952,58;-;-;177569,58;-;-;605,36;605,36;3679;3,4;32;3,00
"150555 PAU D'ARCO";69;69;25771,37;20607,96;-;-;5163,41;-;-;373,50;373,50;218;3,2;1;1,45
"150563 PICARRA";63;63;22693,40;19476,96;-;-;3216,44;-;-;360,21;360,21;162;2,6;-;-
"150565 PLACAS";122;122;38427,85;30410,66;-;-;8017,19;-;-;314,98;314,98;312;2,6;2;1,64
"150570 PONTA DE PEDRAS";93;93;33413,65;28696,13;-;-;4717,52;-;-;359,29;359,29;265;2,8;-;-
"150580 PORTEL";196;196;105445,20;75777,64;-;-;29667,56;-;-;537,99;537,99;605;3,1;9;4,59
"150590 PORTO DE MOZ";180;180;68942,49;53626,78;-;-;15315,71;-;-;383,01;383,01;327;1,8;-;-
"150600 PRAINHA";68;68;51708,88;27036,36;9010,55;-;10687,58;4974,39;-;760,42;760,42;177;2,6;-;-
"150613 REDENCAO";994;994;1240095,08;917559,59;81762,79;-;204862,68;35910,02;-;1247,58;1247,58;3970;4,0;37;3,72
"150616 RIO MARIA";118;118;60459,16;45764,33;-;-;14694,83;-;-;512,37;512,37;288;2,4;1;0,85
"150618 RONDON DO PARA";194;194;80180,79;59257,11;-;-;20923,68;-;-;413,30;413,30;482;2,5;-;-
"150619 RUROPOLIS";165;165;68446,18;50490,79;1286,93;-;15860,98;807,48;-;414,83;414,83;397;2,4;4;2,42
"150620 SALINOPOLIS";220;220;110111,86;81314,26;-;-;28797,60;-;-;500,51;500,51;799;3,6;6;2,73
"150630 SALVATERRA";90;90;52385,14;40069,00;-;-;12316,14;-;-;582,06;582,06;210;2,3;-;-
"150640 SANTA CRUZ DO ARARI";43;43;15851,10;13988,29;-;-;1862,81;-;-;368,63;368,63;110;2,6;-;-
"150650 SANTA IZABEL DO PARA";379;379;150910,20;76486,86;37411,56;-;17035,92;19975,86;-;398,18;398,18;440;1,2;10;2,64
"150658 SANTA MARIA DAS BARREIRAS";95;95;24550,65;20963,01;-;-;3587,64;-;-;258,43;258,43;235;2,5;-;-
"150660 SANTA MARIA DO PARA";117;117;35692,05;26199,65;3033,80;-;4840,34;1618,26;-;305,06;305,06;338;2,9;4;3,42
"150670 SANTANA DO ARAGUAIA";313;313;104111,27;82055,52;2626,36;-;18056,02;1373,37;-;332,62;332,62;655;2,1;-;-
"150680 SANTAREM";1448;1448;1962193,67;1487849,90;63137,47;-;380035,12;15349,52;15821,66;1355,11;1355,11;7844;5,4;65;4,49
"150700 SANTO ANTONIO DO TAUA";429;429;154785,44;121714,84;-;-;33070,60;-;-;360,81;360,81;1295;3,0;-;-
"150715 SAO DOMINGOS DO ARAGUAIA";40;40;18189,55;15001,40;-;-;3188,15;-;-;454,74;454,74;129;3,2;-;-
"150720 SAO DOMINGOS DO CAPIM";85;85;29132,82;24702,53;-;-;4430,29;-;-;342,74;342,74;278;3,3;2;2,35
"150730 SAO FELIX DO XINGU";292;292;143595,84;118939,52;-;-;24656,32;-;-;491,77;491,77;1378;4,7;1;0,34
"150745 SAO GERALDO DO ARAGUAIA";228;228;107427,95;89348,52;-;-;18079,43;-;-;471,18;471,18;584;2,6;7;3,07
"150747 SAO JOAO DE PIRABAS";73;73;27380,23;21985,14;-;-;5395,09;-;-;375,07;375,07;218;3,0;3;4,11
"150750 SAO JOAO DO ARAGUAIA";15;15;5907,27;5091,39;-;-;815,88;-;-;393,82;393,82;43;2,9;-;-
"150760 SAO MIGUEL DO GUAMA";200;200;75681,53;60459,81;-;-;15221,72;-;-;378,41;378,41;620;3,1;1;0,50
"150770 SAO SEBASTIAO DA BOA VISTA";130;130;57670,16;42848,96;-;-;14821,20;-;-;443,62;443,62;275;2,1;-;-
"150775 SAPUCAIA";22;22;8196,33;6759,69;-;-;1436,64;-;-;372,56;372,56;47;2,1;1;4,55
