Período:Set/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"61147,34","51589,21",-,-,"9558,13",-,-,"321,83","321,83",496,"2,6",1,"0,53"
110002 ARIQUEMES,361,361,"139838,55","100200,95",-,-,"39637,6",-,-,"387,36","387,36",1113,"3,1",2,"0,55"
110004 CACOAL,469,469,"154350,93","119247,63",-,-,"35103,3",-,-,"329,11","329,11",1560,"3,3",4,"0,85"
110005 CEREJEIRAS,150,150,"49548,08","40686,91",-,-,"8861,17",-,-,"330,32","330,32",385,"2,6",-,-
110006 COLORADO DO OESTE,124,124,"35059,53","30309,93",-,-,"4749,6",-,-,"282,74","282,74",285,"2,3",-,-
110008 COSTA MARQUES,55,55,"19474,16","15050,56",-,-,"4423,6",-,-,"354,08","354,08",131,"2,4",-,-
110009 ESPIGAO D'OESTE,154,154,"51424,37","39599,28",-,-,"11825,09",-,-,"333,92","333,92",520,"3,4",4,"2,6"
110011 JARU,201,201,"77982,83","58275,87",-,-,"19706,96",-,-,"387,97","387,97",521,"2,6",3,"1,49"
110012 JI-PARANA,865,865,"304722,5","238566,85",-,-,"66155,65",-,-,"352,28","352,28",2898,"3,4",19,"2,2"
110013 MACHADINHO D'OESTE,433,433,"142843,62","106826,66",-,-,"36016,96",-,-,"329,89","329,89",1475,"3,4",3,"0,69"
110014 NOVA BRASILANDIA D'OESTE,129,129,"48700,77","38103,48",-,-,"10597,29",-,-,"377,53","377,53",364,"2,8",-,-
110015 OURO PRETO DO OESTE,120,120,"35875,19","28205,44",-,-,"7669,75",-,-,"298,96","298,96",272,"2,3",2,"1,67"
110018 PIMENTA BUENO,234,234,"73323,51","62758,23",-,-,"10565,28",-,-,"313,35","313,35",1017,"4,3",4,"1,71"
110020 PORTO VELHO,2004,2004,"1189305,09","903943,52",-,-,"285361,57",-,-,"593,47","593,47",13465,"6,7",53,"2,64"
110025 PRESIDENTE MEDICI,140,140,"47577,07","39714,31",-,-,"7862,76",-,-,"339,84","339,84",532,"3,8",2,"1,43"
110028 ROLIM DE MOURA,475,475,"181357,52","146698,58",-,-,"34658,94",-,-,"381,81","381,81",1341,"2,8",5,"1,05"
110029 SANTA LUZIA D'OESTE,64,64,"26236,92","21899,62",-,-,"4337,3",-,-,"409,95","409,95",241,"3,8",-,-
110030 VILHENA,522,522,"208136,62","153006,46",-,-,"55130,16",-,-,"398,73","398,73",1831,"3,5",1,"0,19"
110032 SAO MIGUEL DO GUAPORE,88,88,"31026,86","24460,96",-,-,"6565,9",-,-,"352,58","352,58",194,"2,2",1,"1,14"
110033 NOVA MAMORE,63,63,"21354,61","16118,6",-,-,"5236,01",-,-,"338,96","338,96",191,3,-,-
110050 NOVO HORIZONTE DO OESTE,45,45,"14389,86","12391,7",-,-,"1998,16",-,-,"319,77","319,77",100,"2,2",-,-
110100 GOVERNADOR JORGE TEIXEIRA,62,62,"17895,98","14386,94",-,-,"3509,04",-,-,"288,64","288,64",149,"2,4",1,"1,61"
110120 MINISTRO ANDREAZZA,35,35,"11523,11","9923,51",-,-,"1599,6",-,-,"329,23","329,23",79,"2,3",-,-
110130 MIRANTE DA SERRA,82,82,"27450,52","21682,33",-,-,"5768,19",-,-,"334,76","334,76",202,"2,5",-,-
110140 MONTE NEGRO,249,249,"82176,89","68991,8",-,-,"13185,09",-,-,"330,03","330,03",650,"2,6",-,-
110149 SAO FRANCISCO DO GUAPORE,99,99,"34343,91","29050,3",-,-,"5293,61",-,-,"346,91","346,91",200,2,-,-
110150 SERINGUEIRAS,94,94,"30112,29","23233,51",-,-,"6878,78",-,-,"320,34","320,34",196,"2,1",-,-
120001 ACRELANDIA,54,54,"16629,23","14471,4",-,-,"2157,83",-,-,"307,95","307,95",208,"3,9",-,-
120005 ASSIS BRASIL,58,58,"15705,11","11898,4",-,-,"3806,71",-,-,"270,78","270,78",131,"2,3",-,-
120010 BRASILEIA,204,204,"54128,01","39826,04",-,-,"14301,97",-,-,"265,33","265,33",526,"2,6",2,"0,98"
120020 CRUZEIRO DO SUL,916,916,"411342,56","316683,84",-,-,"94658,72",-,-,"449,06","449,06",3748,"4,1",10,"1,09"
120030 FEIJO,153,153,"64096,88","44991,68",-,-,"19105,2",-,-,"418,93","418,93",310,2,3,"1,96"
120033 MANCIO LIMA,32,32,"12978,53","8120,2",-,-,"4858,33",-,-,"405,58","405,58",55,"1,7",-,-
120034 MANOEL URBANO,79,79,"21245,02","17735,17",-,-,"3509,85",-,-,"268,92","268,92",333,"4,2",-,-
120038 PLACIDO DE CASTRO,66,66,"18467,42","15113,49",-,-,"3353,93",-,-,"279,81","279,81",236,"3,6",1,"1,52"
120040 RIO BRANCO,2350,2350,"1438848,91","1134040,3",-,-,"304808,61",-,-,"612,28","612,28",14098,6,87,"3,7"
120042 RODRIGUES ALVES,29,29,"7204,42","6323,15",-,-,"881,27",-,-,"248,43","248,43",70,"2,4",-,-
120045 SENADOR GUIOMARD,101,101,"36919,65","29569,49",-,-,"7350,16",-,-,"365,54","365,54",266,"2,6",-,-
120050 SENA MADUREIRA,271,271,"93942,27","69425,03",-,-,"24517,24",-,-,"346,65","346,65",1027,"3,8",-,-
120060 TARAUACA,160,160,"61687,25","43877,47",-,-,"17809,78",-,-,"385,55","385,55",344,"2,1",1,"0,63"
120070 XAPURI,79,79,"22513,27","17879,59",-,-,"4633,68",-,-,"284,98","284,98",195,"2,5",-,-
130002 ALVARAES,24,24,"9029,99","6571,45",-,-,"2458,54",-,-,"376,25","376,25",80,"3,3",-,-
130008 ANAMA,31,31,"11309,58","9770,91",-,-,"1538,67",-,-,"364,83","364,83",105,"3,4",-,-
130010 ANORI,53,53,"17583,99","12623,68",-,-,"4960,31",-,-,"331,77","331,77",152,"2,9",-,-
130014 APUI,83,83,"32509,43","23383,79",-,-,"9125,64",-,-,"391,68","391,68",296,"3,6",1,"1,2"
130020 ATALAIA DO NORTE,53,53,"22060,06","15906,08",-,-,"6153,98",-,-,"416,23","416,23",178,"3,4",-,-
130030 AUTAZES,123,123,"48669,55","35189,25",-,-,"13480,3",-,-,"395,69","395,69",287,"2,3",-,-
130040 BARCELOS,61,61,"24614,22","18662,71",-,-,"5951,51",-,-,"403,51","403,51",448,"7,3",1,"1,64"
130050 BARREIRINHA,97,97,"31038,63","22088,6",-,-,"8950,03",-,-,"319,99","319,99",273,"2,8",-,-
130060 BENJAMIN CONSTANT,105,105,"41244,5","28074,25",-,-,"13170,25",-,-,"392,8","392,8",238,"2,3",-,-
130063 BERURI,50,50,"21153,8","14798,94",-,-,"6354,86",-,-,"423,08","423,08",169,"3,4",-,-
130068 BOA VISTA DO RAMOS,35,35,"14148,11","9339,03",-,-,"4809,08",-,-,"404,23","404,23",75,"2,1",-,-
130070 BOCA DO ACRE,117,117,"42689,35","29338,89",-,-,"13350,46",-,-,"364,87","364,87",345,"2,9",-,-
130080 BORBA,255,255,"110078,32","79548,96",-,-,"30529,36",-,-,"431,68","431,68",767,3,2,"0,78"
130083 CAAPIRANGA,38,38,"13139,23","9418,62",-,-,"3720,61",-,-,"345,77","345,77",100,"2,6",-,-
130090 CANUTAMA,40,40,"14428,17","10781,1",-,-,"3647,07",-,-,"360,7","360,7",129,"3,2",-,-
130100 CARAUARI,111,111,"44525,37","31599,74",-,-,"12925,63",-,-,"401,13","401,13",283,"2,5",-,-
130120 COARI,439,439,"163011,44","112252,36",-,-,"50759,08",-,-,"371,32","371,32",1294,"2,9",-,-
130130 CODAJAS,93,93,"33937,02","25618,85",-,-,"8318,17",-,-,"364,91","364,91",365,"3,9",-,-
130140 EIRUNEPE,124,124,"55807,5","38485,61",-,-,"17321,89",-,-,"450,06","450,06",494,4,-,-
130150 ENVIRA,61,61,"24425,56","18226,02",-,-,"6199,54",-,-,"400,42","400,42",180,3,-,-
130160 FONTE BOA,164,164,"47678,49","35983,37",-,-,"11695,12",-,-,"290,72","290,72",851,"5,2",-,-
130165 GUAJARA,40,40,"14084,44","10863,84",-,-,"3220,6",-,-,"352,11","352,11",120,3,-,-
130170 HUMAITA,139,139,"56939,48","39996,44",-,-,"16943,04",-,-,"409,64","409,64",291,"2,1",-,-
