Período:Fev/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,189,189,"54196,24","44912,92",-,-,"9283,32",-,-,"286,75","286,75",476,"2,5",3,"1,59"
110002 ARIQUEMES,359,359,"120718,95","86961,87",-,-,"33757,08",-,-,"336,26","336,26",902,"2,5",7,"1,95"
110003 CABIXI,10,10,"2904,05","2068,68",-,-,"835,37",-,-,"290,41","290,41",21,"2,1",-,-
110004 CACOAL,419,419,"136911,18","108040,27",-,-,"28870,91",-,-,"326,76","326,76",1427,"3,4",10,"2,39"
110005 CEREJEIRAS,150,150,"42680,68","34831,07",-,-,"7849,61",-,-,"284,54","284,54",372,"2,5",-,-
110006 COLORADO DO OESTE,111,111,"33410,59","27946,06",-,-,"5464,53",-,-,301,301,291,"2,6",-,-
110008 COSTA MARQUES,46,46,"19194,73","13601,91",-,-,"5592,82",-,-,"417,28","417,28",110,"2,4",-,-
110009 ESPIGAO D'OESTE,167,167,"51887,05","39611,52",-,-,"12275,53",-,-,"310,7","310,7",571,"3,4",2,"1,2"
110010 GUAJARA-MIRIM,270,270,"83899,2","65031,92",-,-,"18867,28",-,-,"310,74","310,74",728,"2,7",2,"0,74"
110011 JARU,211,211,"74842,9","54775,36",-,-,"20067,54",-,-,"354,71","354,71",491,"2,3",4,"1,9"
110012 JI-PARANA,896,896,"343425,14","261924,35",-,-,"81500,79",-,-,"383,29","383,29",2832,"3,2",7,"0,78"
110013 MACHADINHO D'OESTE,218,218,"67297,95","52219,91",-,-,"15078,04",-,-,"308,71","308,71",764,"3,5",1,"0,46"
110014 NOVA BRASILANDIA D'OESTE,129,129,43209,"33359,36",-,-,"9849,64",-,-,"334,95","334,95",321,"2,5",-,-
110015 OURO PRETO DO OESTE,96,96,"29939,71","24236,84",-,-,"5702,87",-,-,"311,87","311,87",186,"1,9",1,"1,04"
110018 PIMENTA BUENO,216,216,"78090,07","65628,24",-,-,"12461,83",-,-,"361,53","361,53",825,"3,8",3,"1,39"
110020 PORTO VELHO,1449,1449,"978190,58","762497,34",-,-,"215693,24",-,-,"675,08","675,08",9793,"6,8",43,"2,97"
110025 PRESIDENTE MEDICI,107,107,"32850,49","27007,32",-,-,"5843,17",-,-,"307,01","307,01",353,"3,3",1,"0,93"
110028 ROLIM DE MOURA,387,387,"126133,78","103444,87",-,-,"22688,91",-,-,"325,93","325,93",1054,"2,7",6,"1,55"
110029 SANTA LUZIA D'OESTE,61,61,"20055,6","17296,9",-,-,"2758,7",-,-,"328,78","328,78",274,"4,5",-,-
110030 VILHENA,521,521,"180114,31","134625,59",-,-,"45488,72",-,-,"345,71","345,71",1586,3,7,"1,34"
110032 SAO MIGUEL DO GUAPORE,117,117,"36784,37","29314,25",-,-,"7470,12",-,-,"314,4","314,4",278,"2,4",-,-
110033 NOVA MAMORE,69,69,"20238,07","15729,94",-,-,"4508,13",-,-,"293,31","293,31",186,"2,7",1,"1,45"
110034 ALVORADA D'OESTE,116,116,"31146,93","25816,16",-,-,"5330,77",-,-,"268,51","268,51",305,"2,6",-,-
110040 ALTO PARAISO,2,2,"658,62","562,13",-,-,"96,49",-,-,"329,31","329,31",1,"0,5",-,-
110050 NOVO HORIZONTE DO OESTE,44,44,"15414,25","13327,12",-,-,"2087,13",-,-,"350,32","350,32",96,"2,2",-,-
110060 CACAULANDIA,6,6,"2007,7","1773,31",-,-,"234,39",-,-,"334,62","334,62",22,"3,7",-,-
110070 CAMPO NOVO DE RONDONIA,86,86,"25367,52","22008,26",-,-,"3359,26",-,-,"294,97","294,97",205,"2,4",1,"1,16"
110100 GOVERNADOR JORGE TEIXEIRA,176,176,"57816,38","50553,13",-,-,"7263,25",-,-,"328,5","328,5",413,"2,3",-,-
110120 MINISTRO ANDREAZZA,40,40,"12206,36","10517,94",-,-,"1688,42",-,-,"305,16","305,16",87,"2,2",-,-
110130 MIRANTE DA SERRA,104,104,"32812,32","28082,59",-,-,"4729,73",-,-,"315,5","315,5",259,"2,5",-,-
110140 MONTE NEGRO,245,245,"76938,82","66043,35",-,-,"10895,47",-,-,"314,04","314,04",489,2,-,-
110143 NOVA UNIAO,16,16,"3429,09","2737,61",-,-,"691,48",-,-,"214,32","214,32",42,"2,6",-,-
110145 PARECIS,5,5,"221,1","166,7",-,-,"54,4",-,-,"44,22","44,22",7,"1,4",-,-
110147 PRIMAVERA DE RONDONIA,4,4,"1594,09","1383,07",-,-,"211,02",-,-,"398,52","398,52",15,"3,8",-,-
110149 SAO FRANCISCO DO GUAPORE,99,99,"44010,99","35695,74",-,-,"8315,25",-,-,"444,56","444,56",199,2,-,-
110150 SERINGUEIRAS,94,94,"35458,8","26990,53",-,-,"8468,27",-,-,"377,22","377,22",193,"2,1",-,-
110155 TEIXEIROPOLIS,1,1,"189,35","163,48",-,-,"25,87",-,-,"189,35","189,35",1,1,-,-
110170 URUPA,40,40,"10011,2","8537,77",-,-,"1473,43",-,-,"250,28","250,28",126,"3,1",-,-
110175 VALE DO ANARI,14,14,"2104,84","1753,11",-,-,"351,73",-,-,"150,35","150,35",14,1,-,-
110180 VALE DO PARAISO,11,11,"2920,42","2558,16",-,-,"362,26",-,-,"265,49","265,49",21,"1,9",-,-
120005 ASSIS BRASIL,25,25,"7083,72","5692,74",-,-,"1390,98",-,-,"283,35","283,35",54,"2,2",-,-
120010 BRASILEIA,135,135,"40499,07","29116,33",-,-,"11382,74",-,-,"299,99","299,99",340,"2,5",-,-
120020 CRUZEIRO DO SUL,759,759,"286085,83","222357,52",-,-,"63728,31",-,-,"376,92","376,92",2910,"3,8",7,"0,92"
120030 FEIJO,102,102,"43436,96","30206,27",-,-,"13230,69",-,-,"425,85","425,85",214,"2,1",3,"2,94"
120033 MANCIO LIMA,12,12,"2074,38","1736,91",-,-,"337,47",-,-,"172,87","172,87",28,"2,3",-,-
120034 MANOEL URBANO,51,51,"15469,08","13472,5",-,-,"1996,58",-,-,"303,32","303,32",119,"2,3",3,"5,88"
120040 RIO BRANCO,1637,1637,"980505,06","747953,1",-,-,"232551,96",-,-,"598,96","598,96",9323,"5,7",75,"4,58"
120042 RODRIGUES ALVES,12,12,"2475,27","2108,39",-,-,"366,88",-,-,"206,27","206,27",43,"3,6",-,-
120045 SENADOR GUIOMARD,36,36,"10393,47","8439,89",-,-,"1953,58",-,-,"288,71","288,71",99,"2,8",-,-
120050 SENA MADUREIRA,107,107,"39633,88","28142,37",-,-,"11491,51",-,-,"370,41","370,41",307,"2,9",-,-
120060 TARAUACA,128,128,"49287,19","35225,7",-,-,"14061,49",-,-,"385,06","385,06",367,"2,9",5,"3,91"
120070 XAPURI,67,67,"20262,35","15715,48",-,-,"4546,87",-,-,"302,42","302,42",146,"2,2",1,"1,49"
130006 AMATURA,37,37,"19907,55","17730,63",-,-,"2176,92",-,-,"538,04","538,04",148,4,-,-
130008 ANAMA,15,15,"5817,61","5160,71",-,-,"656,9",-,-,"387,84","387,84",88,"5,9",-,-
130010 ANORI,47,47,"16316,51","11789,38",-,-,"4527,13",-,-,"347,16","347,16",178,"3,8",-,-
130014 APUI,84,84,"32497,5","23534,04",-,-,"8963,46",-,-,"386,88","386,88",306,"3,6",-,-
130020 ATALAIA DO NORTE,53,53,"21442,71","14754,45",-,-,"6688,26",-,-,"404,58","404,58",134,"2,5",-,-
130030 AUTAZES,177,177,"62217,44","47083,27",-,-,"15134,17",-,-,"351,51","351,51",464,"2,6",-,-
130040 BARCELOS,33,33,"9951,74",8586,-,-,"1365,74",-,-,"301,57","301,57",125,"3,8",-,-
130060 BENJAMIN CONSTANT,58,58,"22722,66","16488,88",-,-,"6233,78",-,-,"391,77","391,77",204,"3,5",-,-
130068 BOA VISTA DO RAMOS,36,36,"17809,4","12581,8",-,-,"5227,6",-,-,"494,71","494,71",121,"3,4",-,-
130070 BOCA DO ACRE,71,71,"22403,15","18083,83",-,-,"4319,32",-,-,"315,54","315,54",289,"4,1",-,-
130080 BORBA,65,65,"18427,28","16149,16",-,-,"2278,12",-,-,"283,5","283,5",224,"3,4",-,-
130083 CAAPIRANGA,31,31,"9355,86","6682,81",-,-,"2673,05",-,-,"301,8","301,8",96,"3,1",-,-
130100 CARAUARI,107,107,"36374,83","26429,18",-,-,"9945,65",-,-,"339,95","339,95",435,"4,1",-,-
130120 COARI,178,178,"76762,79","44836,38",-,-,"31926,41",-,-,"431,25","431,25",360,2,-,-
130130 CODAJAS,92,92,"52512,98","47386,4",-,-,"5126,58",-,-,"570,79","570,79",381,"4,1",-,-
130140 EIRUNEPE,36,36,"14872,92","9794,6",-,-,"5078,32",-,-,"413,14","413,14",116,"3,2",-,-
130150 ENVIRA,28,28,"9281,4","8155,11",-,-,"1126,29",-,-,"331,48","331,48",113,4,-,-
130160 FONTE BOA,171,171,"55781,02","41314,1",-,-,"14466,92",-,-,"326,2","326,2",797,"4,7",-,-
130165 GUAJARA,40,40,"14740,03","11153,69",-,-,"3586,34",-,-,"368,5","368,5",120,3,-,-
130170 HUMAITA,140,140,"53610,2","36682,36",-,-,"16927,84",-,-,"382,93","382,93",410,"2,9",-,-
130180 IPIXUNA,43,43,"13255,61","11334,54",-,-,"1921,07",-,-,"308,27","308,27",171,4,-,-
130190 ITACOATIARA,362,362,"137054,07","97155,85",-,-,"39898,22",-,-,"378,6","378,6",1040,"2,9",10,"2,76"
130195 ITAMARATI,31,31,"9421,26","7070,94",-,-,"2350,32",-,-,"303,91","303,91",73,"2,4",-,-
130200 ITAPIRANGA,36,36,"12322,04","8335,58",-,-,"3986,46",-,-,"342,28","342,28",78,"2,2",-,-
130240 LABREA,126,126,"38361,65","28152,78",-,-,"10208,87",-,-,"304,46","304,46",460,"3,7",-,-
130250 MANACAPURU,264,264,"106078,95","73648,35",-,-,"32430,6",-,-,"401,81","401,81",753,"2,9",-,-
130260 MANAUS,8490,8543,"5454109,28","4218629,19",-,-,"1235480,09",-,-,"638,43","642,42",46007,"5,4",228,"2,69"
130270 MANICORE,177,177,"64971,54","50498,11",-,-,"14473,43",-,-,"367,07","367,07",469,"2,6",-,-
130280 MARAA,86,86,"48127,11","43559,04",-,-,"4568,07",-,-,"559,62","559,62",344,4,-,-
130290 MAUES,178,178,"74154,72","53269,36",-,-,"20885,36",-,-,"416,6","416,6",570,"3,2",-,-
130310 NOVA OLINDA DO NORTE,2,2,"437,09","332,79",-,-,"104,3",-,-,"218,54","218,54",5,"2,5",-,-
130320 NOVO AIRAO,32,32,"17803,88","15371,04",-,-,"2432,84",-,-,"556,37","556,37",159,5,-,-
130330 NOVO ARIPUANA,90,90,"46601,46","36798,8",-,-,"9802,66",-,-,"517,79","517,79",370,"4,1",-,-
130340 PARINTINS,447,447,"184990,15","138273,76",-,-,"46716,39",-,-,"413,85","413,85",1451,"3,2",2,"0,45"
130353 PRESIDENTE FIGUEIREDO,57,57,"23719,87","16576,06",-,-,"7143,81",-,-,"416,14","416,14",198,"3,5",-,-
130370 SANTO ANTONIO DO ICA,78,78,"43380,26","39747,78",-,-,"3632,48",-,-,"556,16","556,16",407,"5,2",-,-
130380 SAO GABRIEL DA CACHOEIRA,219,219,"85061,62","59482,88",-,-,"25578,74",-,-,"388,41","388,41",861,"3,9",3,"1,37"
130390 SAO PAULO DE OLIVENCA,160,160,"45621,85","35547,46",-,-,"10074,39",-,-,"285,14","285,14",426,"2,7",-,-
