Período:Jul/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"63764,72","52507,69",-,-,"11257,03",-,-,"335,6","335,6",425,"2,2",-,-
110002 ARIQUEMES,387,387,"146534,95","105308,28",-,-,"41226,67",-,-,"378,64","378,64",1351,"3,5",3,"0,78"
110004 CACOAL,487,487,"162879,83","128223,01",-,-,"34656,82",-,-,"334,46","334,46",1775,"3,6",6,"1,23"
110006 COLORADO DO OESTE,113,113,"35999,84","30724,53",-,-,"5275,31",-,-,"318,58","318,58",268,"2,4",-,-
110008 COSTA MARQUES,55,55,"19300,66","13796,27",-,-,"5504,39",-,-,"350,92","350,92",129,"2,3",-,-
110009 ESPIGAO D'OESTE,155,155,"45938,33","36679,69",-,-,"9258,64",-,-,"296,38","296,38",576,"3,7",3,"1,94"
110011 JARU,196,196,"79386,45","55577,06",-,-,"23809,39",-,-,"405,03","405,03",533,"2,7",1,"0,51"
110012 JI-PARANA,897,897,"322382,65","253126,05",-,-,"69256,6",-,-,"359,4","359,4",3068,"3,4",12,"1,34"
110013 MACHADINHO D'OESTE,216,216,"79461,91","58986,2",-,-,"20475,71",-,-,"367,88","367,88",688,"3,2",-,-
110014 NOVA BRASILANDIA D'OESTE,129,129,"42168,14","33667,64",-,-,"8500,5",-,-,"326,88","326,88",411,"3,2",-,-
110015 OURO PRETO DO OESTE,193,193,"69606,81","53685,71",-,-,"15921,1",-,-,"360,66","360,66",348,"1,8",2,"1,04"
110018 PIMENTA BUENO,234,234,"77679,14","67253,46",-,-,"10425,68",-,-,"331,96","331,96",868,"3,7",2,"0,85"
110020 PORTO VELHO,1757,1757,"985051,12","737309,85",-,-,"247741,27",-,-,"560,64","560,64",11899,"6,8",59,"3,36"
