Período:Mar/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"62343,99","52579,89",-,-,"9764,1",-,-,"328,13","328,13",472,"2,5",-,-
110002 ARIQUEMES,359,359,"122319,07","84079,71",-,-,"38239,36",-,-,"340,72","340,72",1011,"2,8",4,"1,11"
110004 CACOAL,488,488,"158884,32","122689,48",-,-,"36194,84",-,-,"325,58","325,58",1269,"2,6",5,"1,02"
110005 CEREJEIRAS,150,150,"50124,97","42189,27",-,-,"7935,7",-,-,"334,17","334,17",342,"2,3",-,-
110010 GUAJARA-MIRIM,242,242,"76131,56","57088,92",-,-,"19042,64",-,-,"314,59","314,59",655,"2,7",7,"2,89"
110011 JARU,241,241,"87734,26","62965,12",-,-,"24769,14",-,-,"364,04","364,04",574,"2,4",1,"0,41"
110012 JI-PARANA,891,891,"345360,99","273673,61",-,-,"71687,38",-,-,"387,61","387,61",2807,"3,2",12,"1,35"
110014 NOVA BRASILANDIA D'OESTE,128,128,"47737,89","38652,29",-,-,"9085,6",-,-,"372,95","372,95",269,"2,1",-,-
110015 OURO PRETO DO OESTE,152,152,"49824,32","36507,12",-,-,"13317,2",-,-,"327,79","327,79",330,"2,2",-,-
110018 PIMENTA BUENO,234,234,"74189,15","62345,34",-,-,"11843,81",-,-,"317,05","317,05",892,"3,8",4,"1,71"
110025 PRESIDENTE MEDICI,141,141,"43812,36",35454,-,-,"8358,36",-,-,"310,73","310,73",504,"3,6",1,"0,71"
110028 ROLIM DE MOURA,477,477,"174612,51","142100,47",-,-,"32512,04",-,-,"366,06","366,06",1350,"2,8",8,"1,68"
110030 VILHENA,521,521,"213823,77","156884,94",-,-,"56938,83",-,-,"410,41","410,41",1528,"2,9",3,"0,58"
110130 MIRANTE DA SERRA,104,104,"34783,36","28309,55",-,-,"6473,81",-,-,"334,46","334,46",225,"2,2",-,-
120005 ASSIS BRASIL,35,35,"7544,41","6020,74",-,-,"1523,67",-,-,"215,55","215,55",110,"3,1",-,-
120010 BRASILEIA,128,128,"38907,18","27827,61",-,-,"11079,57",-,-,"303,96","303,96",375,"2,9",-,-
120020 CRUZEIRO DO SUL,730,730,"269777,55","209886,36",-,-,"59891,19",-,-,"369,56","369,56",2821,"3,9",4,"0,55"
120033 MANCIO LIMA,72,72,"26985,85","17562,62",-,-,"9423,23",-,-,"374,8","374,8",133,"1,8",-,-
120034 MANOEL URBANO,31,31,"7719,3","6694,07",-,-,"1025,23",-,-,"249,01","249,01",68,"2,2",1,"3,23"
120038 PLACIDO DE CASTRO,104,104,"29966,4","24546,8",-,-,"5419,6",-,-,"288,14","288,14",340,"3,3",-,-
120040 RIO BRANCO,2148,2148,"1232466,25","932521,03",-,-,"299945,22",-,-,"573,77","573,77",11302,"5,3",68,"3,17"
120042 RODRIGUES ALVES,26,26,"6023,5","5230,35",-,-,"793,15",-,-,"231,67","231,67",70,"2,7",-,-
120045 SENADOR GUIOMARD,53,53,"16838,41","13733,71",-,-,"3104,7",-,-,"317,71","317,71",125,"2,4",-,-
120050 SENA MADUREIRA,238,238,"80499,2","61136,88",-,-,"19362,32",-,-,"338,23","338,23",717,3,1,"0,42"
120060 TARAUACA,130,130,"48737,1","34726,15",-,-,"14010,95",-,-,"374,9","374,9",333,"2,6",1,"0,77"
120070 XAPURI,88,88,"28563,33","20765,08",-,-,"7798,25",-,-,"324,58","324,58",177,2,1,"1,14"
130002 ALVARAES,41,41,"13963,61","9924,91",-,-,"4038,7",-,-,"340,58","340,58",97,"2,4",-,-
130006 AMATURA,38,38,"22229,17","20396,21",-,-,"1832,96",-,-,"584,98","584,98",159,"4,2",-,-
130008 ANAMA,31,31,"9757,17","7742,62",-,-,"2014,55",-,-,"314,75","314,75",155,5,-,-
130010 ANORI,43,43,"16149,94","10863,89",-,-,"5286,05",-,-,"375,58","375,58",109,"2,5",-,-
130014 APUI,82,82,"33535,35","24714,41",-,-,"8820,94",-,-,"408,97","408,97",259,"3,2",-,-
130020 ATALAIA DO NORTE,20,20,"7721,1","5246,8",-,-,"2474,3",-,-,"386,06","386,06",56,"2,8",-,-
130030 AUTAZES,129,129,"48825,16","37686,49",-,-,"11138,67",-,-,"378,49","378,49",362,"2,8",-,-
130050 BARREIRINHA,154,154,"53022,98","37307,67",-,-,"15715,31",-,-,"344,31","344,31",448,"2,9",1,"0,65"
130060 BENJAMIN CONSTANT,90,90,"35888,66","24678,46",-,-,"11210,2",-,-,"398,76","398,76",256,"2,8",-,-
130063 BERURI,65,65,"21911,13","15127,24",-,-,"6783,89",-,-,"337,09","337,09",173,"2,7",-,-
130068 BOA VISTA DO RAMOS,38,38,"15956,91","12121,48",-,-,"3835,43",-,-,"419,92","419,92",109,"2,9",-,-
130070 BOCA DO ACRE,125,125,"45490,02","32749,75",-,-,"12740,27",-,-,"363,92","363,92",358,"2,9",-,-
130080 BORBA,123,123,"42723,41","32338,47",-,-,"10384,94",-,-,"347,34","347,34",427,"3,5",1,"0,81"
130083 CAAPIRANGA,17,17,"6257,5","4286,14",-,-,"1971,36",-,-,"368,09","368,09",45,"2,6",-,-
130090 CANUTAMA,7,7,"2404,47","2034,01",-,-,"370,46",-,-,"343,5","343,5",29,"4,1",-,-
130100 CARAUARI,93,93,"29801,74","21755,23",-,-,"8046,51",-,-,"320,45","320,45",338,"3,6",-,-
130110 CAREIRO,37,37,"12584,17","8913,75",-,-,"3670,42",-,-,"340,11","340,11",100,"2,7",-,-
