Período:Nov/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"65473,61","52772,96",-,-,"12700,65",-,-,"344,6","344,6",769,4,-,-
110002 ARIQUEMES,350,350,"120799,13","85768,1",-,-,"35031,03",-,-,"345,14","345,14",1438,"4,1",1,"0,29"
110004 CACOAL,418,418,"123839,41","101011,77",-,-,"22827,64",-,-,"296,27","296,27",1396,"3,3",2,"0,48"
110005 CEREJEIRAS,150,150,"47196,35","38640,81",-,-,"8555,54",-,-,"314,64","314,64",348,"2,3",-,-
110006 COLORADO DO OESTE,141,141,"41116,01","35488,78",-,-,"5627,23",-,-,"291,6","291,6",409,"2,9",-,-
110008 COSTA MARQUES,55,55,"20044,66","15602,5",-,-,"4442,16",-,-,"364,45","364,45",140,"2,5",-,-
110009 ESPIGAO D'OESTE,155,155,"47385,59","36722,54",-,-,"10663,05",-,-,"305,71","305,71",476,"3,1",-,-
110011 JARU,133,133,"34908,02","29779,41",-,-,"5128,61",-,-,"262,47","262,47",376,"2,8",4,"3,01"
110012 JI-PARANA,825,825,"332921,02","258230,97",-,-,"74690,05",-,-,"403,54","403,54",2788,"3,4",14,"1,7"
110013 MACHADINHO D'OESTE,220,220,"70888,83","53983,73",-,-,"16905,1",-,-,"322,22","322,22",701,"3,2",1,"0,45"
110014 NOVA BRASILANDIA D'OESTE,129,129,"41509,36",33544,-,-,"7965,36",-,-,"321,78","321,78",294,"2,3",1,"0,78"
110018 PIMENTA BUENO,147,147,"42841,64","35635,33",-,-,"7206,31",-,-,"291,44","291,44",464,"3,2",1,"0,68"
110020 PORTO VELHO,1929,1929,"1050643,74","773533,64",-,-,"277110,1",-,-,"544,66","544,66",11731,"6,1",49,"2,54"
110025 PRESIDENTE MEDICI,117,117,"35605,51","28403,85",-,-,"7201,66",-,-,"304,32","304,32",554,"4,7",2,"1,71"
110028 ROLIM DE MOURA,453,453,"174076,84","140529,37",-,-,"33547,47",-,-,"384,28","384,28",963,"2,1",8,"1,77"
110029 SANTA LUZIA D'OESTE,64,64,"22116,77","19322,52",-,-,"2794,25",-,-,"345,57","345,57",240,"3,8",-,-
110030 VILHENA,633,633,"253764,49","187632,82",-,-,"66131,67",-,-,"400,89","400,89",2177,"3,4",7,"1,11"
110032 SAO MIGUEL DO GUAPORE,152,152,"47349,4","37534,44",-,-,"9814,96",-,-,"311,51","311,51",329,"2,2",-,-
110033 NOVA MAMORE,61,61,"17157,31","13527,22",-,-,"3630,09",-,-,"281,27","281,27",298,"4,9",-,-
110034 ALVORADA D'OESTE,110,110,"30989,13","24217,09",-,-,"6772,04",-,-,"281,72","281,72",297,"2,7",-,-
110050 NOVO HORIZONTE DO OESTE,45,45,"14523,72","12602,77",-,-,"1920,95",-,-,"322,75","322,75",91,2,-,-
110130 MIRANTE DA SERRA,75,75,"25379,73","21140,13",-,-,"4239,6",-,-,"338,4","338,4",166,"2,2",-,-
110140 MONTE NEGRO,259,259,"96987,84","82528,87",-,-,"14458,97",-,-,"374,47","374,47",557,"2,2",-,-
110149 SAO FRANCISCO DO GUAPORE,99,99,"35472,13","30882,7",-,-,"4589,43",-,-,"358,3","358,3",197,2,-,-
110150 SERINGUEIRAS,94,94,"32848,28","25459,53",-,-,"7388,75",-,-,"349,45","349,45",254,"2,7",-,-
120010 BRASILEIA,147,147,"39630,34","27571,44",-,-,"12058,9",-,-,"269,59","269,59",388,"2,6",2,"1,36"
120020 CRUZEIRO DO SUL,829,829,"307296,08","232938,38",-,-,"74357,7",-,-,"370,68","370,68",3209,"3,9",7,"0,84"
120030 FEIJO,30,30,"11406,65","8102,23",-,-,"3304,42",-,-,"380,22","380,22",79,"2,6",-,-
120033 MANCIO LIMA,39,39,"14061,97","9519,49",-,-,"4542,48",-,-,"360,56","360,56",64,"1,6",-,-
120034 MANOEL URBANO,35,35,"10308,96","8032,42",-,-,"2276,54",-,-,"294,54","294,54",68,"1,9",-,-
120038 PLACIDO DE CASTRO,52,52,"17115,29","14257,22",-,-,"2858,07",-,-,"329,14","329,14",236,"4,5",-,-
120040 RIO BRANCO,2106,2106,"1157866,28","854452,01",-,-,"303414,27",-,-,"549,79","549,79",10117,"4,8",41,"1,95"
120045 SENADOR GUIOMARD,87,87,"30406,85","24585,55",-,-,"5821,3",-,-,"349,5","349,5",205,"2,4",-,-
120050 SENA MADUREIRA,304,304,"101443,78","75726,03",-,-,"25717,75",-,-,"333,7","333,7",825,"2,7",2,"0,66"
120060 TARAUACA,138,138,"52650,85","38272,56",-,-,"14378,29",-,-,"381,53","381,53",351,"2,5",-,-
120070 XAPURI,69,69,"14799,75","12646,24",-,-,"2153,51",-,-,"214,49","214,49",205,3,1,"1,45"
130002 ALVARAES,33,33,"13170,1","9320,06",-,-,"3850,04",-,-,"399,09","399,09",64,"1,9",-,-
130006 AMATURA,64,64,"35599,86","31089,15",-,-,"4510,71",-,-,"556,25","556,25",257,4,-,-
130008 ANAMA,15,15,"4659,8","4085,55",-,-,"574,25",-,-,"310,65","310,65",46,"3,1",-,-
130010 ANORI,60,60,"22036,44","16103,57",-,-,"5932,87",-,-,"367,27","367,27",180,3,-,-
130014 APUI,85,85,"33705,37","23456,43",-,-,"10248,94",-,-,"396,53","396,53",326,"3,8",-,-
130020 ATALAIA DO NORTE,26,26,"9944,28","6889,19",-,-,"3055,09",-,-,"382,47","382,47",78,3,-,-
130030 AUTAZES,128,128,"53601,84","39064,58",-,-,"14537,26",-,-,"418,76","418,76",303,"2,4",-,-
130040 BARCELOS,80,80,"28714,71","22119,8",-,-,"6594,91",-,-,"358,93","358,93",251,"3,1",-,-
130050 BARREIRINHA,96,96,"33736,58","24205,56",-,-,"9531,02",-,-,"351,42","351,42",276,"2,9",-,-
130060 BENJAMIN CONSTANT,131,131,"50905,51","36125,59",-,-,"14779,92",-,-,"388,59","388,59",375,"2,9",-,-
130068 BOA VISTA DO RAMOS,39,39,"16091,88","10849,21",-,-,"5242,67",-,-,"412,61","412,61",78,2,-,-
130070 BOCA DO ACRE,50,50,"16100,7","11505,7",-,-,4595,-,-,"322,01","322,01",159,"3,2",-,-
130080 BORBA,78,78,"30651,56","26293,04",-,-,"4358,52",-,-,"392,97","392,97",319,"4,1",1,"1,28"
130083 CAAPIRANGA,30,30,"8726,16","6179,42",-,-,"2546,74",-,-,"290,87","290,87",76,"2,5",-,-
130100 CARAUARI,105,105,"37057,52","26087,19",-,-,"10970,33",-,-,"352,93","352,93",327,"3,1",-,-
130110 CAREIRO,39,39,"14633,32","11096,35",-,-,"3536,97",-,-,"375,21","375,21",103,"2,6",-,-
130120 COARI,410,410,"154669,98","106317,73",-,-,"48352,25",-,-,"377,24","377,24",1275,"3,1",-,-
130130 CODAJAS,91,91,"35787,54","24240,59",-,-,"11546,95",-,-,"393,27","393,27",136,"1,5",-,-
130140 EIRUNEPE,123,123,"56528,27","40405,37",-,-,"16122,9",-,-,"459,58","459,58",363,3,1,"0,81"
