Período:Out/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"64520,93","53316,68",-,-,"11204,25",-,-,"339,58","339,58",433,"2,3",-,-
110002 ARIQUEMES,388,388,"139811,35","97957,6",-,-,"41853,75",-,-,"360,34","360,34",1562,4,5,"1,29"
110004 CACOAL,473,473,"153288,51","119997,83",-,-,"33290,68",-,-,"324,08","324,08",1681,"3,6",9,"1,9"
110005 CEREJEIRAS,123,123,"41921,7","35203,4",-,-,"6718,3",-,-,"340,83","340,83",340,"2,8",-,-
110008 COSTA MARQUES,55,55,"19070,16","13772,12",-,-,"5298,04",-,-,"346,73","346,73",117,"2,1",-,-
110009 ESPIGAO D'OESTE,155,155,"46313,2","36983,82",-,-,"9329,38",-,-,"298,79","298,79",479,"3,1",6,"3,87"
110011 JARU,158,158,"55838,11","40135,88",-,-,"15702,23",-,-,"353,41","353,41",379,"2,4",1,"0,63"
110012 JI-PARANA,906,906,"341935,7","268316,48",-,-,"73619,22",-,-,"377,41","377,41",2737,3,23,"2,54"
110014 NOVA BRASILANDIA D'OESTE,129,129,"36534,12","28379,4",-,-,"8154,72",-,-,"283,21","283,21",363,"2,8",-,-
110015 OURO PRETO DO OESTE,136,136,"41289,51","32773,08",-,-,"8516,43",-,-,"303,6","303,6",329,"2,4",3,"2,21"
110018 PIMENTA BUENO,234,234,"66747,71","56690,46",-,-,"10057,25",-,-,"285,25","285,25",723,"3,1",4,"1,71"
110020 PORTO VELHO,2056,2056,"1293507,41","992443,92",-,-,"301063,49",-,-,"629,14","629,14",13964,"6,8",65,"3,16"
110025 PRESIDENTE MEDICI,129,129,"40143,05","31688,68",-,-,"8454,37",-,-,"311,19","311,19",354,"2,7",1,"0,78"
110028 ROLIM DE MOURA,475,475,"190065,71","150102,4",-,-,"39963,31",-,-,"400,14","400,14",1270,"2,7",4,"0,84"
110029 SANTA LUZIA D'OESTE,64,64,"22302,79","18909,63",-,-,"3393,16",-,-,"348,48","348,48",334,"5,2",-,-
