Período:Ago/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,190,190,"63000,83","52981,56",-,-,"10019,27",-,-,"331,58","331,58",457,"2,4",-,-
110002 ARIQUEMES,320,320,"107606,13","76297,58",-,-,"31308,55",-,-,"336,27","336,27",1079,"3,4",2,"0,63"
110004 CACOAL,455,455,"151673,71","117158,01",-,-,"34515,7",-,-,"333,35","333,35",1569,"3,4",10,"2,2"
110005 CEREJEIRAS,135,135,"39311,01","32785,96",-,-,"6525,05",-,-,"291,19","291,19",330,"2,4",-,-
110006 COLORADO DO OESTE,118,118,"34553,26","29947,49",-,-,"4605,77",-,-,"292,82","292,82",297,"2,5",-,-
110008 COSTA MARQUES,55,55,"20722,61","15930,23",-,-,"4792,38",-,-,"376,77","376,77",150,"2,7",-,-
110009 ESPIGAO D'OESTE,154,154,"47566,04","35518,44",-,-,"12047,6",-,-,"308,87","308,87",573,"3,7",2,"1,3"
110010 GUAJARA-MIRIM,261,261,"78073,98","58686,71",-,-,"19387,27",-,-,"299,13","299,13",688,"2,6",3,"1,15"
110011 JARU,174,174,"70613,07","46836,65",-,-,"23776,42",-,-,"405,82","405,82",331,"1,9",2,"1,15"
110012 JI-PARANA,950,950,"328491,47","254886,91",-,-,"73604,56",-,-,"345,78","345,78",3078,"3,2",14,"1,47"
110014 NOVA BRASILANDIA D'OESTE,129,129,"42716,12","33689,18",-,-,"9026,94",-,-,"331,13","331,13",324,"2,5",-,-
110015 OURO PRETO DO OESTE,159,159,"48662,31","38657,33",-,-,"10004,98",-,-,"306,05","306,05",426,"2,7",5,"3,14"
110018 PIMENTA BUENO,234,234,"73961,46","62711,73",-,-,"11249,73",-,-,"316,07","316,07",764,"3,3",1,"0,43"
110020 PORTO VELHO,2186,2186,"1334900,67","1011782,53",-,-,"323118,14",-,-,"610,66","610,66",15723,"7,2",62,"2,84"
110025 PRESIDENTE MEDICI,145,145,"47075,48","38716,44",-,-,"8359,04",-,-,"324,66","324,66",515,"3,6",-,-
110028 ROLIM DE MOURA,475,475,"188621,89","157946,93",-,-,"30674,96",-,-,"397,1","397,1",1479,"3,1",4,"0,84"
110029 SANTA LUZIA D'OESTE,47,47,"18561,6","16495,19",-,-,"2066,41",-,-,"394,93","394,93",190,4,-,-
110030 VILHENA,521,521,"223478,46","168120,33",-,-,"55358,13",-,-,"428,94","428,94",1734,"3,3",7,"1,34"
110032 SAO MIGUEL DO GUAPORE,138,138,"43558,13","33506,63",-,-,"10051,5",-,-,"315,64","315,64",310,"2,2",2,"1,45"
110033 NOVA MAMORE,69,69,"21621,72","16706,12",-,-,"4915,6",-,-,"313,36","313,36",191,"2,8",-,-
110034 ALVORADA D'OESTE,75,75,"20906,06","17509,51",-,-,"3396,55",-,-,"278,75","278,75",221,"2,9",-,-
110050 NOVO HORIZONTE DO OESTE,45,45,"15678,25","13691,01",-,-,"1987,24",-,-,"348,41","348,41",91,2,-,-
110100 GOVERNADOR JORGE TEIXEIRA,53,53,"15386,96","12259,91",-,-,"3127,05",-,-,"290,32","290,32",118,"2,2",-,-
110130 MIRANTE DA SERRA,80,80,"27231,68","22740,59",-,-,"4491,09",-,-,"340,4","340,4",179,"2,2",-,-
110140 MONTE NEGRO,259,259,"93793,83","79910,97",-,-,"13882,86",-,-,"362,14","362,14",579,"2,2",-,-
110149 SAO FRANCISCO DO GUAPORE,94,94,"38867,07","33127,57",-,-,"5739,5",-,-,"413,48","413,48",188,2,-,-
110150 SERINGUEIRAS,94,94,"34860,81","26822,72",-,-,"8038,09",-,-,"370,86","370,86",195,"2,1",-,-
