Período:Mai/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110001 ALTA FLORESTA D'OESTE,189,189,"67340,02","56432,54",-,-,"10907,48",-,-,"356,3","356,3",476,"2,5",1,"0,53"
110002 ARIQUEMES,462,462,"177664,45","126460,88",-,-,"51203,57",-,-,"384,56","384,56",1331,"2,9",7,"1,52"
110004 CACOAL,515,515,"166223,7","130931,38",-,-,"35292,32",-,-,"322,76","322,76",1641,"3,2",3,"0,58"
110005 CEREJEIRAS,150,150,"49591,55","41321,32",-,-,"8270,23",-,-,"330,61","330,61",459,"3,1",-,-
110010 GUAJARA-MIRIM,274,274,"88502,64","67722,59",-,-,"20780,05",-,-,323,323,874,"3,2",-,-
110011 JARU,213,213,"74264,05","55708,65",-,-,"18555,4",-,-,"348,66","348,66",508,"2,4",1,"0,47"
110012 JI-PARANA,865,865,"336820,36","267400,53",-,-,"69419,83",-,-,"389,39","389,39",2960,"3,4",15,"1,73"
110014 NOVA BRASILANDIA D'OESTE,129,129,"45056,03","36755,4",-,-,"8300,63",-,-,"349,27","349,27",366,"2,8",-,-
110015 OURO PRETO DO OESTE,235,235,"77929,03","61277,18",-,-,"16651,85",-,-,"331,61","331,61",432,"1,8",1,"0,43"
110018 PIMENTA BUENO,234,234,"79718,61","67328,52",-,-,"12390,09",-,-,"340,68","340,68",1099,"4,7",3,"1,28"
110025 PRESIDENTE MEDICI,145,145,"47188,13","38878,04",-,-,"8310,09",-,-,"325,44","325,44",526,"3,6",2,"1,38"
110028 ROLIM DE MOURA,475,475,"197098,71","165519,47",-,-,"31579,24",-,-,"414,94","414,94",1446,3,7,"1,47"
