Período:Jan/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
230365 CATUNDA,46,46,14379,"11223,54",-,-,"3155,46",-,-,"312,59","312,59",100,"2,2",-,-
230370 CAUCAIA,881,881,"341110,21","242606,62",-,-,"98503,59",-,-,"387,19","387,19",2206,"2,5",21,"2,38"
230380 CEDRO,100,100,"42462,49","29574,68",-,-,"12887,81",-,-,"424,62","424,62",192,"1,9",-,-
230390 CHAVAL,59,59,"19800,05","15130,72",-,-,"4669,33",-,-,"335,59","335,59",134,"2,3",-,-
230395 CHOROZINHO,35,35,"10727,36","8349,62",-,-,"2377,74",-,-,"306,5","306,5",76,"2,2",-,-
230400 COREAU,67,67,"24193,4","18951,71",-,-,"5241,69",-,-,"361,1","361,1",186,"2,8",-,-
230410 CRATEUS,390,390,175831,"130043,18",-,-,"45787,82",-,-,"450,85","450,85",1184,3,7,"1,79"
230420 CRATO,1317,1317,"723663,39","577406,55",-,-,"146256,84",-,-,"549,48","549,48",9973,"7,6",11,"0,84"
230423 CROATA,19,19,"5822,61","5077,91",-,-,"744,7",-,-,"306,45","306,45",70,"3,7",-,-
230425 CRUZ,43,43,"15866,2","11135,14",-,-,"4731,06",-,-,"368,98","368,98",96,"2,2",-,-
230426 DEPUTADO IRAPUAN PINHEIRO,9,9,"3460,48","2971,17",-,-,"489,31",-,-,"384,5","384,5",22,"2,4",-,-
230428 EUSEBIO,60,60,"23193,24","17908,97",-,-,"5284,27",-,-,"386,55","386,55",226,"3,8",-,-
230430 FARIAS BRITO,52,52,"18973,81","14511,84",-,-,"4461,97",-,-,"364,88","364,88",169,"3,3",-,-
230440 FORTALEZA,8675,8675,"5887371,57","4739323,48",-,-,"1148048,09",-,-,"678,66","678,66",59529,"6,9",258,"2,97"
230445 FORTIM,41,41,"13912,8","11785,37",-,-,"2127,43",-,-,"339,34","339,34",126,"3,1",-,-
230450 FRECHEIRINHA,48,48,"17647,25","14399,54",-,-,"3247,71",-,-,"367,65","367,65",135,"2,8",-,-
230470 GRANJA,122,122,"47880,5","32459,4",-,-,"15421,1",-,-,"392,46","392,46",276,"2,3",-,-
230490 GROAIRAS,1,1,"311,36","275,45",-,-,"35,91",-,-,"311,36","311,36",2,2,-,-
230495 GUAIUBA,7,7,"2355,66","1994,96",-,-,"360,7",-,-,"336,52","336,52",28,4,-,-
230500 GUARACIABA DO NORTE,133,133,"45591,42","34337,56",-,-,"11253,86",-,-,"342,79","342,79",503,"3,8",-,-
